代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2542,興富發,48.65,0.7,1.46,26W36,09/03,-1,-22,-0.08,0.0,18,152927,14.8,7.1,8,7656,2.32,0.36,4,52060,32.2,2.42
2855,統一證,50.6,1.0,2.02,26W36,09/03,-8,-20259,-11.9,-1.27,14,98326,16.7,6.14,0,0,0.0,0.0,4,7680,10.9,0.48
6187,萬潤,1300.0,-40.0,-2.99,26W36,09/03,-1,-849,-7.7,-0.86,9,4651,3.35,4.73,5,221,0.24,0.22,-1,-359,-3.26,-0.37
006205,富邦上証,40.5,-0.02,-0.05,26W36,09/03,-5,-501,-7.36,-0.54,8,744,4.06,0.8,-1,-87,-14.1,-0.09,2,135,9.07,0.14
00645,富邦日本,57.75,0.0,0.0,26W36,09/03,-4,-329,-12.6,-0.77,8,798,13.0,1.86,1,114,11.1,0.27,2,172,11.8,0.4
00652,富邦印度,33.14,0.27,0.82,26W36,09/03,1,137,12.9,0.22,8,812,7.68,1.33,1,5,0.49,0.01,2,285,15.4,0.47
00662,富邦NASDAQ,118.45,0.05,0.04,26W36,09/03,2,368,1.46,0.04,8,1393,0.98,0.15,-23,-169175,-32.0,-18.6,-23,-160871,-30.4,-17.7
00709,富邦歐洲,40.68,0.22,0.54,26W36,09/03,1,1,0.3,0.0,8,1077,29.7,7.2,-1,-4,-1.81,-0.03,20,3971,46.4,26.5
009814,富邦標普500,11.31,0.03,0.27,26W36,09/03,-5,-1273,-5.22,-0.83,8,11540,28.3,7.56,-5,-8468,-34.8,-5.55,-3,-4018,-25.3,-2.63
2884,玉山金,43.2,2.7,6.67,26W36,09/03,1,19231,7.4,0.11,8,121147,6.86,0.68,-5,-5232,-0.52,-0.03,1,30657,11.8,0.17
