證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1303,南亞,配對交易,238.00,"750,000","178,500,000"
1402,遠東新,配對交易,28.10,"894,000","25,121,400"
1519,華城,配對交易,721.00,"73,500","52,993,500"
2303,聯電,配對交易,156.00,"1,078,000","168,168,000"
2308,台達電,配對交易,"1,735.00","221,000","383,435,000"
2308,台達電,配對交易,"1,725.00","92,000","158,700,000"
2327,國巨*,配對交易,534.50,"209,000","111,710,500"
2327,國巨*,配對交易,533.50,"453,000","241,675,500"
2330,台積電,配對交易,"2,537.17","35,400","89,815,818"
2330,台積電,配對交易,"2,537.16","24,600","62,414,136"
2330,台積電,配對交易,"2,477.50","10,000","24,775,000"
2330,台積電,配對交易,"2,460.00","1,602,000","3,940,920,000"
2330,台積電,配對交易,"2,455.77","871,280","2,139,663,286"
2330,台積電,配對交易,"2,455.75","423,720","1,040,550,390"
2330,台積電,配對交易,"2,450.00","200,000","490,000,000"
2330,台積電,配對交易,"2,437.50","65,000","158,437,500"
2330,台積電,配對交易,"2,418.75","10,000","24,187,500"
2337,旺宏,配對交易,121.00,"2,113,000","255,673,000"
2353,宏碁,配對交易,31.95,"1,024,000","32,716,800"
2360,致茂,配對交易,"2,290.00","53,000","121,370,000"
2360,致茂,配對交易,"2,264.02","30,500","69,052,610"
2360,致茂,配對交易,"2,264.01","19,500","44,148,195"
2383,台光電,配對交易,"4,865.29","142,000","690,871,180"
2383,台光電,配對交易,"4,847.50","5,000","24,237,500"
2395,研華,配對交易,690.00,"60,000","41,400,000"
2395,研華,配對交易,689.00,"30,000","20,670,000"
2395,研華,配對交易,688.95,"26,000","17,912,700"
2449,京元電子,配對交易,291.50,"193,000","56,259,500"
2454,聯發科,配對交易,"4,710.00","383,000","1,803,930,000"
2834,臺企銀,配對交易,18.75,"690,000","12,937,500"
2883,凱基金,配對交易,39.30,"1,553,000","61,032,900"
2884,玉山金,配對交易,46.13,"500,000","23,065,000"
2885,元大金,配對交易,70.00,"1,498,000","104,860,000"
2887,台新新光金,配對交易,44.40,"615,000","27,306,000"
3017,奇鋐,配對交易,"3,387.50","54,000","182,925,000"
3037,欣興,配對交易,984.50,"100,000","98,450,000"
3189,景碩,配對交易,832.00,"353,000","293,696,000"
3231,緯創,配對交易,186.50,"3,800,000","708,700,000"
3443,創意,配對交易,"7,150.00","64,000","457,600,000"
3711,日月光投控,配對交易,638.00,"1,513,000","965,294,000"
6139,亞翔,配對交易,733.00,"235,000","172,255,000"
6239,力成,配對交易,284.00,"102,000","28,968,000"
6515,穎崴,配對交易,"6,435.00","16,000","102,960,000"
6669,緯穎,配對交易,"2,135.00","503,500","1,074,972,500"
7769,鴻勁,配對交易,"6,540.00","132,000","863,280,000"
總計,,,,"22,820,000","17,647,610,915"
