單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,414,547,471","11,453,921,502","-5,039,374,031"
自營商(避險),"22,966,539,441","48,128,966,296","-25,162,426,855"
投信,"18,281,400,621","10,067,674,879","8,213,725,742"
外資及陸資(不含外資自營商),"247,009,091,715","336,279,536,641","-89,270,444,926"
外資自營商,0,0,0
合計,"294,671,579,248","405,930,099,318","-111,258,520,070"
