排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3231,緯創,186.5,0.0,0.0,09/21,-169278.0,-731082.0,-1081388.0,-1021459,-676124.0,-141366.0,901162.0,618774.0,1958572.0,1184985.0
2,3008,大立光,6400.0,-30.0,-0.47,09/21,-71826.0,-122807.0,-262044.0,-588811,-1065213.0,-2650329.0,-1184441.0,-2404506.0,-1025408.0,-1556545.0
3,3036,文曄,206.5,1.0,0.49,09/21,-72641.0,-149148.0,-117773.0,-245934,-572858.0,-184818.0,-647703.0,362373.0,978667.0,757226.0
4,0056,元大高股息,57.15,0.3,0.53,09/21,-1563.0,3388.0,-2324.0,-203489,-247672.0,-265346.0,-493995.0,-622307.0,-220528.0,-792614.0
5,8299,群聯,2150.0,10.0,0.47,09/21,-12286.0,-103760.0,-119321.0,-196479,-437800.0,643617.0,1700330.0,2831733.0,3502937.0,3505462.0
6,2330,台積電,2480.0,20.0,0.81,09/21,19038.0,2834.0,258427.0,-182492,-45579.0,-78232.0,991524.0,2707916.0,575574.0,3042041.0
7,3665,貿聯-KY,2300.0,90.0,4.07,09/21,-55761.0,-114276.0,-90442.0,-164327,-150185.0,-581845.0,1182721.0,1508743.0,1756755.0,805849.0
8,3037,欣興,1020.0,39.0,3.98,09/21,-3493.0,-84756.0,-65094.0,-143683,-107252.0,-212127.0,-754804.0,-217535.0,-1169477.0,-229933.0
9,3661,世芯-KY,3665.0,125.0,3.53,09/21,-280541.0,-274226.0,-206998.0,-134682,98113.0,34690.0,-1242450.0,-1845097.0,-958210.0,-750869.0
10,2382,廣達,344.5,1.5,0.44,09/21,-12282.0,-28306.0,-14093.0,-115921,-189293.0,-1137974.0,-5243107.0,-641334.0,-1396546.0,-1132520.0
11,4958,臻鼎-KY,470.0,-3.0,-0.63,09/21,70969.0,-141933.0,-104195.0,-114416,-261297.0,-158151.0,-430706.0,162045.0,-652790.0,178150.0
12,6805,富世達,2415.0,120.0,5.23,09/21,14909.0,10844.0,-7127.0,-113671,-254987.0,-259630.0,12163.0,46232.0,127567.0,90733.0
13,3711,日月光投控,663.0,25.0,3.92,09/21,-126272.0,-165510.0,-159445.0,-108398,-438066.0,-549286.0,-1858483.0,-1092285.0,-2683120.0,-979309.0
14,1216,統一,74.7,-0.3,-0.4,09/21,-20056.0,-61569.0,-73315.0,-108370,-203317.0,-563580.0,-1053306.0,-756618.0,180874.0,-335415.0
15,00662,富邦NASDAQ,121.6,1.1,0.91,09/21,0.0,-36251.0,-36597.0,-93590,-93664.0,-87654.0,-357373.0,-220573.0,52778.0,-60553.0
16,2379,瑞昱,740.0,13.0,1.79,09/21,-59835.0,-66095.0,-70655.0,-82420,-170009.0,-308232.0,-1141999.0,-670528.0,576615.0,198705.0
17,1101,台泥,24.15,-0.2,-0.82,09/21,-30839.0,-54206.0,-55839.0,-57778,-159813.0,-1071121.0,-890729.0,-130365.0,-62817.0,145906.0
18,2345,智邦,1840.0,-15.0,-0.81,09/21,-15825.0,-16924.0,-31265.0,-48452,-76512.0,-115208.0,-184305.0,-177489.0,-357458.0,-360860.0
19,6257,矽格,250.5,6.0,2.45,09/21,-41745.0,-40000.0,-38511.0,-47598,-26659.0,92842.0,-6188.0,-113007.0,-14653.0,-68110.0
20,5483,中美晶,186.5,-1.0,-0.53,09/21,-46247.0,-48610.0,-47770.0,-44261,-48279.0,107522.0,635378.0,518938.0,508738.0,511058.0
21,6173,信昌電,308.0,-6.0,-1.91,09/21,7153.0,-14907.0,-15836.0,-40681,-42974.0,-59956.0,-1451.0,-14250.0,-7753.0,-38744.0
22,2308,台達電,1875.0,140.0,8.07,09/21,16144.0,-24279.0,3190.0,-39705,166536.0,-18113.0,-7251.0,1028197.0,773072.0,1168367.0
23,3714,富采,68.8,1.4,2.08,09/21,-41.3,-5283.0,-5277.0,-31208,-54538.0,-92471.0,-165310.0,37737.0,41118.0,37402.0
24,2880,華南金,46.65,-1.0,-2.1,09/21,-3327.0,10316.0,12671.0,-27946,-90891.0,-248261.0,557388.0,1009107.0,1074144.0,993255.0
25,2317,鴻海,250.0,-0.5,-0.2,09/21,-41241.0,-14705.0,-28283.0,-24557,-293903.0,-166576.0,-688178.0,-2611650.0,-713936.0,-508803.0
26,8996,高力,1505.0,75.0,5.24,09/21,3373.0,2534.0,-4095.0,-24003,36376.0,626267.0,791019.0,787304.0,625774.0,768930.0
27,2360,致茂,2375.0,85.0,3.71,09/21,26628.0,42848.0,3800.0,-21101,35528.0,-38646.0,-301495.0,-467809.0,-428051.0,-689708.0
28,2059,川湖,12800.0,305.0,2.44,09/21,3858.0,5106.0,6351.0,-19914,-42597.0,-421907.0,-549092.0,-831793.0,-960209.0,-1132261.0
29,3042,晶技,183.5,-1.0,-0.54,09/21,995.0,-9596.0,-9156.0,-19143,4430.0,-42398.0,103194.0,160939.0,135860.0,86089.0
30,2049,上銀,334.0,-0.5,-0.15,09/21,-7882.0,-9458.0,-11607.0,-19085,25163.0,7342.0,-129350.0,-210763.0,-487102.0,-451610.0
31,2834,臺企銀,18.35,0.0,0.0,09/21,-2152.0,-3972.0,-9678.0,-18703,-67191.0,-605739.0,-398563.0,-151679.0,-5908.0,6557.0
32,6182,合晶,115.0,-1.0,-0.86,09/21,-1123.0,-17254.0,-16937.0,-17903,-2454.0,108295.0,347155.0,286089.0,358061.0,297311.0
33,2354,鴻準,64.9,-0.8,-1.22,09/21,195.0,5190.0,2712.0,-15671,-42190.0,-142302.0,-271469.0,-97697.0,-22137.0,-75641.0
