代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00717,富邦美國特別股,14.65,-0.02,-0.14,26W39,09/21,65,32276,61.2,27.2,0,0,0.0,0.0,1,5,0.91,0.0,30,21794,72.4,18.4
00931B,統一美債20年,12.96,-0.03,-0.23,26W39,09/21,36,341620,45.9,15.2,0,0,0.0,0.0,-1,-11,-0.62,0.0,6,12374,18.3,0.55
00900,富邦特選高股息30,19.83,-0.01,-0.05,26W39,09/21,25,273876,24.6,18.1,0,0,0.0,0.0,25,413910,37.2,27.3,25,706286,63.5,46.6
00898,國泰基因免疫革命,11.45,0.02,0.17,26W39,09/21,18,40426,42.6,36.9,0,0,0.0,0.0,-1,-51,-4.14,-0.05,33,72570,53.2,66.3
3206,志豐,35.3,0.3,0.86,26W39,09/21,13,495,13.4,0.84,0,0,0.0,0.0,-1,-1,-1.51,0.0,13,496,13.4,0.84
00997A,主動群益美國增長,11.21,0.16,1.45,26W39,09/21,12,75890,10.6,6.72,0,0,0.0,0.0,8,52414,17.5,4.64,10,80138,18.6,7.1
2597,潤弘,171.0,-1.5,-0.87,26W39,09/21,12,3147,23.6,1.01,4,83,2.32,0.03,4,60,1.68,0.02,9,2859,32.0,0.92
00955,中信日本商社,16.24,-0.09,-0.55,26W39,09/21,11,20507,7.79,4.25,0,0,0.0,0.0,1,549,24.3,0.11,11,105187,40.0,21.8
1445,大宇,10.25,0.05,0.49,26W39,09/21,11,542,13.8,0.41,0,0,0.0,0.0,2,8,1.43,0.01,11,547,13.9,0.42
2534,宏盛,17.0,0.1,0.59,26W39,09/21,11,5361,27.9,1.13,0,0,0.0,0.0,2,49,2.77,0.01,3,472,18.0,0.1
3034,聯詠,548.0,-10.0,-1.79,26W39,09/21,11,47179,22.1,7.75,-1,-104,-3.57,-0.02,2,314,1.56,0.05,-1,-45,-1.56,-0.01
3232,昱捷,21.2,0.05,0.24,26W39,09/21,11,120,5.4,0.26,0,0,0.0,0.0,0,0,0.0,0.0,11,121,5.43,0.26
6441,廣錠,25.15,2.25,9.83,26W39,09/21,11,511,4.63,0.96,0,0,0.0,0.0,1,2,0.45,0.0,11,516,4.67,0.97
6596,寬宏藝術,97.3,0.3,0.31,26W39,09/21,11,844,14.0,2.22,0,0,0.0,0.0,9,13,0.27,0.03,11,855,14.2,2.25
00400A,主動國泰動能高息,15.22,0.22,1.47,26W39,09/21,10,149861,7.77,7.83,0,0,0.0,0.0,1,6892,20.4,0.36,1,14755,43.7,0.77
00993A,主動安聯台灣,13.58,0.1,0.74,26W39,09/21,10,49067,16.2,6.55,0,0,0.0,0.0,7,35806,23.6,4.78,10,81344,26.9,10.9
1725,元禎,34.35,0.35,1.03,26W39,09/21,10,408,18.6,0.22,0,0,0.0,0.0,2,7,1.9,0.0,10,403,18.3,0.22
2371,大同,30.0,0.8,2.74,26W39,09/21,10,49024,11.0,2.28,-2,-378,-0.39,-0.02,2,621,0.64,0.03,10,48479,10.9,2.25
3086,華義*,28.9,0.0,0.0,26W39,09/21,10,805,10.7,0.3,0,0,0.0,0.0,-3,-34,-3.03,-0.01,10,821,10.9,0.3
3466,德晉,24.35,-0.1,-0.41,26W39,09/21,10,1073,13.1,1.38,0,0,0.0,0.0,1,0,0.08,0.0,10,1073,13.1,1.38
5452,佶優,27.9,0.6,2.2,26W39,09/21,10,3424,17.0,2.3,0,0,0.0,0.0,1,1,0.11,0.0,10,3361,16.6,2.26
6270,倍微,29.95,0.65,2.22,26W39,09/21,10,1398,12.8,1.94,0,0,0.0,0.0,1,0,0.07,0.0,10,1398,12.8,1.94
6423,億而得,86.6,4.8,5.87,26W39,09/21,10,446,16.7,1.44,0,0,0.0,0.0,0,0,0.0,0.0,10,438,16.4,1.41
8908,欣雄,40.45,0.3,0.75,26W39,09/21,10,372,21.4,0.11,0,0,0.0,0.0,0,0,0.0,0.0,10,372,21.5,0.11
00733,富邦臺灣中小,68.7,0.4,0.59,26W39,09/21,9,2879,11.0,4.57,0,0,0.0,0.0,3,620,19.8,0.99,8,3698,24.6,5.87
1524,耿鼎,26.4,0.3,1.15,26W39,09/21,9,2909,21.7,1.76,0,0,0.0,0.0,2,5,0.43,0.0,9,2911,21.7,1.76
3092,鴻碩,23.35,0.2,0.86,26W39,09/21,9,952,13.1,0.89,0,0,0.0,0.0,0,0,0.0,0.0,7,865,16.9,0.81
6218,豪勉,67.7,6.1,9.9,26W39,09/21,9,5875,5.19,9.14,0,0,0.0,0.0,2,334,0.53,0.52,9,6224,5.5,9.69
6684,安格,50.0,0.95,1.94,26W39,09/21,9,659,14.8,1.48,0,0,0.0,0.0,1,0,0.06,0.0,9,651,14.6,1.46
7810,捷創科技,222.0,3.5,1.6,26W39,09/21,9,269,8.78,1.33,0,0,0.0,0.0,2,12,3.34,0.06,9,284,9.28,1.4
7827,漢康-KY創,162.0,0.0,0.0,26W39,09/21,9,2093,21.8,1.49,0,0,0.0,0.0,1,3,1.43,0.0,9,2076,21.6,1.47
