代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2542,興富發,47.7,-0.3,-0.62,26W37,09/08,-2,-7116,-15.2,-0.33,19,159520,15.2,7.41,-1,-73,-0.62,0.0,-1,-1024,-8.75,-0.05
2855,統一證,52.2,0.2,0.38,26W37,09/08,1,1613,14.7,0.1,15,99958,16.6,6.24,0,0,0.0,0.0,5,10291,12.0,0.64
6187,萬潤,1385.0,15.0,1.09,26W37,09/08,1,164,2.7,0.17,10,5119,3.49,5.21,6,247,0.25,0.25,1,604,9.97,0.62
006205,富邦上証,40.21,0.03,0.07,26W37,09/08,1,33,8.88,0.04,9,838,4.4,0.9,-2,-178,-13.1,-0.19,-1,-32,-8.48,-0.03
00645,富邦日本,57.85,-0.35,-0.6,26W37,09/08,-5,-439,-14.1,-1.02,9,866,13.0,2.01,-1,-45,-11.3,-0.1,-1,-47,-11.9,-0.11
00652,富邦印度,32.48,-0.33,-1.01,26W37,09/08,-1,-53,-10.2,-0.09,9,1045,9.35,1.71,-1,-306,-58.4,-0.5,-1,-126,-24.1,-0.21
2884,玉山金,45.55,2.0,4.59,26W37,09/08,-1,-3411,-2.82,-0.02,9,146743,7.53,0.83,1,978,0.81,0.01,2,61322,13.9,0.35
3491,昇達科,1490.0,-20.0,-1.32,26W37,09/08,-6,-3306,-6.92,-4.8,9,2165,2.66,3.15,3,53,0.24,0.08,-2,-796,-6.2,-1.16
2207,和泰車,535.0,-4.0,-0.74,26W37,09/08,-1,-15,-3.05,0.0,8,272,1.84,0.05,-2,-10,-0.44,0.0,3,301,9.77,0.05
2379,瑞昱,692.0,-12.0,-1.7,26W37,09/08,-2,-3700,-18.1,-0.72,8,6187,4.93,1.2,-1,-277,-3.64,-0.05,-2,-1624,-7.93,-0.31
