排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00634R,富邦上証反1,3.13,0.02,0.64,09/08,-33.3,-96.0,-77.2,-88.3,-74.6,-16.4,-4.16,0.65,-0.3,0.3,0.22,-0.39
2,9802,鈺齊-KY,71.2,-0.8,-1.11,09/08,-58.2,-58.8,-62.4,-44.2,-40.6,-5.36,6.41,4.31,0.02,0.29,0.06,-1.91
3,5364,力麗店,8.36,-0.01,-0.12,09/08,-23.0,-16.7,-61.8,-51.2,-27.8,-19.2,-4.81,-0.71,-0.37,0.08,0.06,-0.58
4,6146,耕興,180.0,-1.0,-0.55,09/08,-36.2,-55.6,-61.0,-53.3,-37.2,-23.7,-1.38,-0.41,-1.71,-5.31,-4.15,0.64
5,4550,長佳,24.0,0.0,0.0,09/08,-82.3,-59.8,-59.8,-15.9,-7.45,2.61,-0.64,-0.49,-0.3,-0.16,0.2,-0.19
6,3373,熱映,16.0,0.0,0.0,09/08,-24.4,-61.1,-56.5,-50.9,-30.1,-10.5,-2.72,-1.41,-2.44,-0.09,-0.02,-1.48
7,3416,融程電,160.5,-9.0,-5.31,09/08,-74.3,-71.3,-56.0,-48.0,-22.8,-11.8,6.73,3.5,0.95,-0.25,0.42,2.27
8,9925,新保,39.6,0.05,0.13,09/08,-22.0,-38.4,-54.2,-50.0,-25.6,-30.9,-11.9,-13.0,-9.71,-4.36,-1.58,-10.8
9,6279,胡連,113.5,-0.5,-0.44,09/08,-16.0,-55.0,-52.5,-34.8,-25.4,-3.1,6.62,-2.41,-5.71,-0.35,-0.83,-3.56
10,3484,崧騰,45.4,-0.1,-0.22,09/08,-37.0,-41.8,-52.4,-32.5,-27.6,-15.8,-2.32,-1.69,-1.11,0.7,0.14,-1.14
11,2850,新產,157.5,0.5,0.32,09/08,3.63,-49.7,-52.4,-45.2,-39.8,-13.4,8.13,6.17,2.9,0.86,2.33,4.75
12,2106,建大,16.95,0.0,0.0,09/08,24.1,-59.4,-51.8,-49.1,-13.9,-20.0,-10.4,-9.2,-7.42,-0.13,-0.51,-7.58
13,00943,兆豐電子高息等權,21.02,-0.31,-1.45,09/08,-52.1,-61.6,-51.8,-49.5,-43.5,-31.6,-51.1,6.76,7.66,,,7.68
14,3669,圓展,32.75,-0.3,-0.91,09/08,-68.8,-58.2,-51.6,-45.3,-20.1,-7.65,1.78,1.66,1.03,0.5,0.08,1.56
15,6924,榮惠-KY創,125.5,0.5,0.4,09/08,4.63,-67.0,-50.8,-47.1,-20.8,-15.9,-8.57,-5.73,-4.4,,,-6.13
16,9911,櫻花,81.7,0.0,0.0,09/08,5.14,-7.93,-50.0,-33.8,-31.3,-18.7,-2.64,-2.41,0.2,0.32,0.11,1.12
17,8473,山林水,39.5,-0.95,-2.35,09/08,-57.1,-52.9,-47.4,-42.5,-25.8,-12.4,-1.29,1.82,0.63,0.2,0.17,0.02
18,9933,中鼎,39.1,0.3,0.77,09/08,-45.3,-40.6,-47.0,-42.2,-33.6,2.98,8.01,13.9,3.87,1.64,0.74,8.32
19,3003,健和興,58.7,-0.3,-0.51,09/08,-27.2,-48.2,-46.9,-40.2,-10.9,3.14,2.22,1.4,1.11,0.8,-0.08,1.69
20,1516,川飛,14.15,-0.6,-4.07,09/08,-38.8,-50.8,-46.9,-46.7,-52.8,-15.0,-3.45,-4.1,9.11,1.36,0.4,11.5
21,5287,數字,135.5,-0.5,-0.37,09/08,-63.6,-49.0,-46.8,-50.3,-50.6,-37.5,-20.1,-21.3,-15.3,-14.5,-2.38,-19.4
22,1536,和大,47.9,-1.05,-2.15,09/08,-61.7,-57.3,-46.8,-27.7,-16.0,1.36,0.98,-2.72,-1.03,-0.73,-1.49,-1.29
23,9934,成霖,10.8,0.0,0.0,09/08,-26.7,-46.6,-45.0,-46.0,-30.1,-1.59,4.59,1.64,0.54,0.45,0.18,0.63
24,3227,原相,186.5,-4.0,-2.1,09/08,-55.4,-44.8,-43.7,-36.0,-19.2,-10.8,5.0,4.95,-0.83,0.38,0.17,2.3
25,3010,華立,127.0,-2.5,-1.93,09/08,-52.7,-51.0,-43.3,-23.8,-15.6,5.87,3.86,5.96,8.16,2.49,-0.18,7.53
26,6165,浪凡,47.6,-1.15,-2.36,09/08,-44.6,-42.0,-42.2,-22.7,4.12,0.33,-13.1,4.34,-2.08,0.23,0.32,2.79
27,5478,智冠,97.4,-0.5,-0.51,09/08,-25.6,-37.1,-42.1,-44.0,-42.8,-35.3,-3.84,-1.18,-5.25,-4.46,-0.22,-1.86
28,3213,茂訊,123.0,-3.0,-2.38,09/08,-30.8,-54.2,-42.0,-42.2,-36.1,-17.0,5.32,6.1,1.65,0.27,0.38,5.67
29,6412,群電,74.7,-2.3,-2.99,09/08,-63.3,-59.0,-42.0,-39.6,-13.7,-3.16,-8.98,-0.31,0.1,-4.35,0.11,-1.45
30,3218,大學光,137.0,0.0,0.0,09/08,-35.7,-49.9,-41.4,-35.9,17.0,-2.85,6.25,1.54,-3.49,-9.59,0.05,1.08
31,2913,農林,11.0,0.05,0.46,09/08,33.1,-29.0,-41.3,-29.0,-14.3,4.76,-0.14,-0.03,-2.06,-2.14,-0.7,-0.76
32,3014,聯陽,130.0,-2.0,-1.52,09/08,-48.7,-33.5,-41.2,-31.4,-14.5,-11.5,-5.75,-1.77,-3.94,-1.27,0.02,-2.51
33,1808,潤隆,34.85,0.6,1.75,09/08,3.25,-20.2,-41.0,-23.4,-20.4,-0.09,2.78,-0.09,2.15,-1.94,-0.85,-1.98
34,00785B,富邦金融投等債,33.5,-0.1,-0.3,09/08,-1.92,-0.97,-41.0,-31.5,-17.9,-19.9,96.0,95.6,91.0,89.4,,93.3
35,3028,增你強,62.3,-1.1,-1.74,09/08,-33.3,-42.4,-40.8,-24.6,-28.8,-12.8,-4.7,-0.16,0.27,0.9,0.5,0.25
36,6762,達亞,168.0,0.0,0.0,09/08,0.0,-53.1,-40.7,-14.7,-9.27,-9.59,-4.08,11.4,14.8,13.8,,15.4
37,2417,圓剛,38.3,-1.5,-3.77,09/08,-38.7,-47.5,-40.5,-25.5,-9.39,-6.89,-1.37,0.29,0.57,0.05,-0.04,0.32
38,9935,慶豐富,19.5,0.05,0.26,09/08,1.4,-53.0,-40.4,-35.0,-9.32,3.44,8.18,5.42,3.02,0.56,0.15,5.01
39,6996,力領科技,169.5,-14.0,-7.63,09/08,-41.6,-40.9,-40.3,-21.9,-20.3,-14.9,-2.63,4.09,2.09,,,3.45
40,3311,閎暉,31.55,-0.2,-0.63,09/08,-52.7,-40.3,-40.1,-24.3,-8.23,-4.67,2.94,1.57,1.07,0.34,0.07,1.91
41,00856B,永豐1-3年美公債,37.04,-0.2,-0.54,09/08,-83.0,-82.5,-40.0,-46.4,-64.6,-42.0,-41.1,-34.7,-11.0,1.2,,-24.6
42,00696B,富邦美債20年,27.88,-0.06,-0.21,09/08,-63.0,-41.9,-39.8,4.49,12.0,6.35,37.6,37.3,46.7,27.1,,54.9
43,1762,中化生,35.0,0.0,0.0,09/08,-50.8,-47.0,-39.6,-12.2,-14.1,-1.26,-1.71,0.6,-0.8,-2.22,0.0,0.33
44,9939,宏全,128.5,-0.5,-0.39,09/08,-18.9,-41.3,-39.3,-33.8,-12.0,-0.36,8.5,4.55,3.12,1.83,0.63,5.97
45,3209,全科,45.35,-0.55,-1.2,09/08,-23.3,-38.9,-39.0,-10.8,-31.2,-24.0,-12.8,2.19,4.3,2.43,0.88,4.04
46,00687B,國泰20年美債,26.92,-0.05,-0.19,09/08,-57.1,-37.6,-38.8,0.66,4.87,0.26,3.73,11.5,22.3,6.13,,22.8
47,2707,晶華,178.0,-1.0,-0.56,09/08,-30.6,-35.9,-38.4,-32.6,-38.9,-7.71,14.3,0.79,-2.27,-1.14,-0.45,-2.63
48,2323,中環,10.7,-0.1,-0.93,09/08,-47.1,-32.5,-38.3,-29.1,-15.2,1.3,-0.15,-2.15,0.63,0.06,-0.21,-0.97
49,2542,興富發,47.7,-0.3,-0.62,09/08,-14.1,-36.0,-38.1,-11.5,-11.3,15.2,-2.08,-2.88,-3.94,-1.8,-2.9,-1.89
