股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,6.85,"20日,5日"
00401A,主動摩根台灣鑫收,6.83,20日
00403A,主動統一升級50,4.67,"20日,5日"
00405A,主動富邦台灣龍耀,3.76,5日
0050,元大台灣50,8.250999902162215,"20日,5日,120日,60日"
0052,富邦科技,2.7908120831698704,5日
00631L,元大台灣50正2,1.328935046752545,5日
00634R,富邦上証反1,8.71,"20日,120日,60日"
00642U,期元大S&P石油,3.59,120日
00643,群益深証中小,15.88,120日
00647L,元大S&P500正2,6.124389027431421,"20日,60日"
00651R,復華香港反1,2.43,20日
00661,元大日經225,6.708537886872999,"20日,120日,60日"
00663L,國泰臺灣加權正2,2.7,"5日,60日"
00666R,富邦恒生國企反1,8.02,120日
00674R,期元大S&P黃金反1,7.45,"120日,60日"
00678,群益那斯達克生技,7.53,"20日,5日,120日,60日"
00681R,元大美債20反1,17.22,"120日,60日"
00683L,期元大美元指正2,19.35,"120日,60日"
00688L,國泰20年美債正2,2.32,5日
00689R,國泰20年美債反1,34.76,"20日,120日,60日"
00693U,期街口S&P黃豆,2.35,20日
00714,群益道瓊美國地產,4.32,20日
00717,富邦美國特別股,1.34,5日
00730,富邦臺灣優質高息,4.708004970017827,"20日,120日,60日"
00731,復華富時高息低波,11.372372881355933,"20日,5日,120日,60日"
00733,富邦臺灣中小,8.142008912099453,"20日,5日,120日,60日"
00735,國泰臺韓科技,8.455958494999457,"20日,5日,120日,60日"
00762,元大全球AI,2.128086763070078,5日
00763U,期街口道瓊銅,4.3,120日
00830,國泰費城半導體,5.82042742912184,"20日,5日,120日,60日"
00865B,國泰US短期公債,2.26,20日
00875,國泰網路資安,7.7,"5日,120日,60日"
00876,元大全球5G,1.38,5日
00891,中信關鍵半導體,1.58,5日
00894,中信小資高價30,1.68,"20日,5日"
00898,國泰基因免疫革命,2.61,20日
00900,富邦特選高股息30,3.1367782469572334,60日
00903,富邦元宇宙,3.17,5日
00904,新光臺灣半導體30,2.8879223236671554,60日
00907,永豐優息存股,6.01,"20日,5日,120日,60日"
00909,國泰數位支付服務,4.21,120日
00910,第一金太空衛星,6.23,"20日,120日,60日"
00912,中信臺灣智慧50,3.24,"20日,60日"
00913,兆豐台灣晶圓製造,5.82,"5日,120日,60日"
00916,國泰全球品牌50,1.46,5日
00917,中信特選金融,3.45,"20日,5日"
00918,大華優利高填息30,0.86,5日
00919,群益台灣精選高息,0.89,5日
00920,富邦ESG綠色電力,5.61,"20日,5日"
00922,國泰台灣領袖50,20.92,"20日,5日,60日"
00923,群益台ESG低碳50,0.8827897823892408,5日
00927,群益半導體收益,3.3,"20日,5日,120日,60日"
00929,復華台灣科技優息,1.32,5日
00930,永豐ESG低碳高息,5.52,"20日,120日,60日"
00932,兆豐永續高息等權,3.56,"120日,60日"
00935,野村臺灣新科技50,6.11083634406949,120日
00936,台新永續高息中小,7.43,"20日,120日,60日"
00943,兆豐電子高息等權,29.77,"120日,60日"
00944,野村趨勢動能高息,3.16,"20日,60日"
00946,群益科技高息成長,2.16,5日
00947,台新臺灣IC設計,10.556113683657973,"20日,5日,120日,60日"
00951,台新日本半導體,2.81,20日
00954,中信日本半導體,4.03,"20日,120日"
00960,野村全球航運龍頭,2.32,"20日,5日"
00962,台新AI優息動能,4.01,"20日,120日,60日"
00964,中信亞太高股息,2.11,20日
00971,野村美國研發龍頭,3.17,"120日,60日"
00980A,主動野村臺灣優選,4.201809699679269,"20日,5日,120日,60日"
00981A,主動統一台股增長,3.1024529930756386,"5日,60日"
00982A,主動群益台灣強棒,4.529098620642844,"20日,5日,120日,60日"
00983A,主動中信ARK創新,5.7,"20日,120日,60日"
00984A,主動安聯台灣高息,1.622723356889103,5日
00986A,主動台新龍頭成長,4.91,"20日,5日,60日"
00987A,主動台新優勢成長,5.95,"20日,5日,60日"
00988A,主動統一全球創新,7.040749253578545,"20日,5日,120日,60日"
00989A,主動摩根美國科技,6.63,"20日,5日,60日"
00990A,主動元大AI新經濟,4.95,"20日,5日"
00991A,主動復華未來50,4.959514250624656,"20日,5日,60日"
00992A,主動群益科技創新,8.259059552992655,"20日,5日,60日"
00995A,主動中信台灣卓越,4.29,60日
00996A,主動兆豐台灣豐收,7.58,"20日,5日"
00997A,主動群益美國增長,7.1865194812924535,"20日,5日"
00999A,主動野村臺灣高息,5.21,"20日,5日"
1227,佳格,6.744255216241445,20日
1301,台塑,30.97742954030443,"5日,120日,60日"
1303,南亞,36.40786245063015,"20日,5日,120日,60日"
1313,聯成,6.031277382855206,5日
1319,東陽,9.829649864362958,20日
1326,台化,38.2980107549767,"20日,5日,120日,60日"
1341,富林-KY,79.9,120日
1342,八貫,31.907946775794976,"20日,5日,120日,60日"
1402,遠東新,14.692956594114163,5日
1436,華友聯,6.467813289081361,20日
1513,中興電,14.759328791294328,5日
1516,川飛,5.81,120日
1560,中砂,40.22127077130293,"5日,120日,60日"
1590,亞德客-KY,81.53973051299731,120日
1597,直得,7.185639001425515,"120日,60日"
1605,華新,15.904694891971364,"20日,120日,60日"
1708,東鹼,17.067349149946,"5日,120日"
1709,和益,4.88,20日
1714,和桐,23.289037386207426,"20日,5日,120日,60日"
1718,中纖,6.78,20日
1723,中碳,8.757775927242912,"120日,60日"
1727,中華化,4.798437738720846,5日
1802,台玻,6.376951536914222,"20日,5日"
1806,冠軍,8.504095136147088,60日
1905,華紙,2.6407400751754673,5日
2014,中鴻,5.846065704858017,20日
2027,大成鋼,23.1458608606702,"20日,60日"
2030,彰源,4.58,"5日,60日"
2032,新鋼,4.02,"20日,120日,60日"
2034,允強,4.56,"20日,5日"
2049,上銀,36.65955774948597,"120日,60日"
2103,台橡,23.503081844143587,"20日,5日,60日"
2233,宇隆,7.67851129300184,"120日,60日"
2241,艾姆勒,15.24,"20日,5日,120日,60日"
2243,宏旭-KY,31.892525002163648,"20日,5日,120日,60日"
2301,光寶科,34.80841365120022,"120日,60日"
2303,聯電,33.9692064506634,"5日,120日"
2305,全友,6.728898997522752,"5日,120日,60日"
2316,楠梓電,37.05324342487427,"20日,5日,120日,60日"
2317,鴻海,41.072487782838564,"20日,120日,60日"
2323,中環,11.73576278841087,"20日,5日"
2327,國巨*,56.494082289386576,"5日,120日,60日"
2329,華泰,11.17901580584164,5日
2332,友訊,12.093393889988008,20日
2337,旺宏,34.12889112904671,"20日,5日,120日"
2338,光罩,6.551081643406577,"20日,5日,120日,60日"
2340,台亞,10.568632082196649,"20日,5日,120日"
2342,茂矽,6.01,"5日,120日,60日"
2344,華邦電,33.38208065621076,"20日,5日,120日,60日"
2347,聯強,28.579536400656114,120日
2349,錸德,15.03,"20日,5日,60日"
2351,順德,17.843769045742327,"120日,60日"
2355,敬鵬,15.48601845726927,120日
2356,英業達,18.64794016052403,"120日,60日"
2357,華碩,39.96096383398423,20日
2363,矽統,8.821675081458816,"120日,60日"
2369,菱生,18.768254154412684,"20日,5日,120日,60日"
2373,震旦行,1.6781436244468826,5日
2375,凱美,17.00898781079431,"20日,5日,120日,60日"
2376,技嘉,25.984685200524435,"20日,120日,60日"
2377,微星,9.13678255938322,20日
2379,瑞昱,50.783045568925246,"20日,5日,120日,60日"
2382,廣達,27.064560094492695,"120日,60日"
2385,群光,17.322202455435576,5日
2387,精元,9.66507918192973,20日
2388,威盛,14.864380786787539,5日
2390,云辰,4.06,20日
2395,研華,35.7326091488543,"120日,60日"
2397,友通,13.057193613348765,20日
2399,映泰,8.180022459292532,"20日,120日"
2401,凌陽,17.72232807146779,"20日,5日,120日,60日"
2404,漢唐,30.64405565146,20日
2406,國碩,16.291709861135935,"120日,60日"
2408,南亞科,19.36047052999259,"20日,5日,60日"
2409,友達,12.125149356824945,5日
2413,環科,8.779214819188562,"20日,120日,60日"
2421,建準,30.268951337413895,20日
2425,承啟,11.57,"20日,5日,60日"
2426,鼎元,9.229398272221045,5日
2428,興勤,19.75350955048759,"5日,120日,60日"
2436,偉詮電,11.792787064076524,"20日,5日,120日"
2444,兆勁,4.55,"20日,120日,60日"
2449,京元電子,28.628087084735036,5日
2455,全新,45.510090507433084,"20日,5日,120日,60日"
2457,飛宏,6.769512680220742,120日
2458,義隆,24.798514328097877,"5日,120日,60日"
2461,光群雷,8.33,"20日,120日,60日"
2464,盟立,7.291399803826191,"120日,60日"
2465,麗臺,4.16,"120日,60日"
2467,志聖,22.030073210644144,120日
2471,資通,5.89,20日
2476,鉅祥,10.646364297091555,60日
