排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,020001,富邦存股雙十N,27.24,0.0,0.0,09/16,,,,100.0,100.0,100.0,71.4,95.6,90.9,34.5,,89.3
2,020031,統一IC設計臺灣N,10.62,0.09,0.85,09/16,100.0,100.0,100.0,100.0,93.3,52.4,17.8,-2.45,13.5,17.8,,13.8
3,020038,元大ESG配息N,15.57,0.14,0.91,09/16,100.0,100.0,63.6,86.7,55.3,30.4,57.0,45.6,56.2,23.6,,51.3
4,020020,元大台股領航N,28.68,0.12,0.42,09/16,100.0,100.0,100.0,84.6,77.8,92.9,42.2,25.2,33.3,29.3,,34.2
5,00788B,元大10年IG電能債,28.7,0.12,0.42,09/16,93.0,93.3,95.4,84.4,74.8,71.8,57.6,60.1,45.7,-2.15,,50.5
6,020028,元大特選電動車N,20.0,0.05,0.25,09/16,100.0,0.0,12.5,79.1,88.5,95.2,77.4,69.0,38.2,50.7,,72.0
7,00916,國泰全球品牌50,26.89,-0.04,-0.15,09/16,73.3,82.3,82.2,78.7,71.9,51.6,54.6,-0.39,2.67,0.07,,0.47
8,00666R,富邦恒生國企反1,9.29,0.02,0.22,09/16,98.7,87.1,73.8,76.8,72.4,-18.3,-28.0,-14.9,0.63,-2.03,-2.27,-6.87
9,00634R,富邦上証反1,3.19,0.01,0.31,09/16,91.3,89.7,80.1,75.1,50.4,-12.5,-4.26,1.91,2.02,4.36,0.59,2.8
10,00836B,永豐10年A公司債,27.56,0.24,0.88,09/16,0.0,64.5,75.8,67.4,74.3,49.1,22.4,19.9,74.4,82.8,,80.4
11,00901,永豐智能車供應鏈,45.45,0.45,1.0,09/16,31.5,85.8,79.1,66.6,29.2,20.6,11.0,9.83,2.72,17.0,,19.3
12,2891C,中信金丙特,61.1,0.0,0.0,09/16,0.0,0.0,0.0,66.5,28.2,-33.7,-20.3,-22.0,-21.6,-8.17,,-23.2
13,00900,富邦特選高股息30,19.63,0.19,0.98,09/16,77.2,58.8,61.7,62.4,64.7,71.4,57.8,58.5,28.5,16.8,,56.1
14,00706L,期元大S&P日圓正2,19.82,-0.12,-0.6,09/16,-2.2,25.1,61.4,62.0,53.9,40.7,44.1,31.8,7.15,-4.82,,26.4
15,2412,中華電,143.5,0.0,0.0,09/16,37.6,55.0,57.5,59.5,50.0,28.0,10.9,5.69,4.38,3.97,-1.0,6.36
16,00898,國泰基因免疫革命,10.94,0.02,0.18,09/16,76.6,48.1,44.2,56.9,55.8,49.7,55.1,54.4,47.6,41.3,,50.0
17,00932,兆豐永續高息等權,17.2,0.1,0.58,09/16,94.9,41.9,52.3,56.5,50.0,64.3,57.2,66.1,64.3,5.98,,66.0
18,00986B,FT金融債10+,9.38,0.0,0.0,09/16,-100.0,40.7,40.7,56.4,56.4,-59.1,-77.3,-34.3,,,,-4.85
19,00957B,兆豐US優選投等債,12.77,0.04,0.31,09/16,3.22,52.0,63.0,55.6,32.0,32.3,40.0,41.7,9.83,,,22.4
20,00717,富邦美國特別股,14.51,-0.03,-0.21,09/16,-5.02,38.6,46.8,54.0,57.4,46.2,63.1,73.1,65.7,52.2,,67.7
21,006206,元大上證50,37.21,-0.03,-0.08,09/16,-45.5,29.2,34.6,52.3,43.1,35.8,44.5,43.8,33.3,9.3,13.6,36.4
22,00693U,期街口S&P黃豆,24.13,0.49,2.07,09/16,37.1,63.7,52.0,52.2,53.8,28.8,38.4,19.6,2.34,-5.92,,13.0
23,00940,元大台灣價值高息,12.89,0.15,1.18,09/16,68.2,52.1,58.1,52.2,51.1,59.8,49.4,64.3,63.9,,,65.7
24,2820,華票,17.3,-0.05,-0.29,09/16,27.7,37.0,38.2,51.5,42.8,32.5,5.17,7.43,5.36,6.64,0.89,5.9
25,00858,永豐美國500大,35.54,-0.01,-0.03,09/16,41.7,55.2,53.0,51.4,30.4,-8.6,-0.63,18.8,3.92,-16.2,,-0.24
26,2102,泰豐,17.85,0.05,0.28,09/16,16.9,29.2,24.2,49.6,20.1,13.4,10.8,-4.62,-4.27,-3.75,-1.03,-2.29
27,020025,統一亞洲半導體N,37.64,-0.4,-1.05,09/16,-75.0,-57.1,21.4,49.1,76.7,71.4,-25.0,0.75,-12.5,20.7,,-10.9
28,00725B,國泰投資級公司債,33.62,0.11,0.33,09/16,38.1,34.3,25.3,48.9,45.5,34.1,20.5,28.8,18.4,-5.64,,28.2
29,00959B,大華投等美債15Y+,8.97,0.02,0.22,09/16,61.2,60.2,56.9,47.8,32.8,12.7,18.8,41.4,38.1,,,43.9
30,5530,龍巖,49.9,0.05,0.1,09/16,41.6,41.5,42.4,47.4,14.9,21.3,11.6,-2.43,-7.08,-1.92,-1.22,-5.42
31,00686R,群益臺灣加權反1,0.98,0.0,0.0,09/16,44.1,39.2,50.4,46.8,11.1,-5.21,-7.05,-5.75,-5.88,-7.19,,-6.41
32,009815,大華美國MAG7+,11.46,0.01,0.09,09/16,28.3,61.7,50.0,46.7,52.9,39.8,45.4,37.6,,,,
33,020034,元大IC設計N,15.57,0.18,1.17,09/16,100.0,100.0,56.2,45.7,-3.46,5.84,1.5,0.69,15.9,5.2,,14.3
34,020029,元大ESG高股息N,20.22,0.18,0.9,09/16,-100.0,-100.0,42.9,45.4,77.5,88.6,68.1,69.2,70.2,40.8,,69.0
35,6470,宇智,43.4,0.4,0.93,09/16,82.8,70.7,35.0,44.9,38.6,33.8,9.93,7.55,1.06,0.74,-0.04,1.28
36,5244,弘凱,34.8,0.85,2.5,09/16,50.7,48.8,45.5,44.9,25.1,30.1,16.1,0.39,0.08,-0.21,,0.27
37,00720B,元大投資級公司債,31.57,0.11,0.35,09/16,43.0,52.0,46.6,43.0,46.0,36.4,34.4,44.0,41.8,0.6,,45.0
38,00402A,主動安聯美國科技,9.41,0.01,0.11,09/16,14.6,55.5,43.9,42.9,51.4,16.5,37.8,,,,,
39,00984B,大華優利美A債15,15.57,0.05,0.32,09/16,15.7,26.8,40.2,41.9,45.3,36.2,34.3,44.0,-11.7,,,-10.8
40,3014,聯陽,132.5,2.0,1.53,09/16,56.8,51.7,52.5,41.7,-0.89,3.4,-1.47,1.54,-3.1,-1.99,0.25,-0.8
