排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,3231,緯創,186.5,0.0,0.0,09/18,-29913,-48650,-48810,-42273,-24549,13800.0,72569.0,37294.0,145326.0,92577.0
2,0056,元大高股息,56.85,0.55,0.98,09/18,873,-141,-35911,-36448,-44332,-55968.0,-93744.0,-86932.0,9469.0,-149135.0
3,1101,台泥,24.35,-0.1,-0.41,09/18,-9605,-10275,-10009,-20553,-57367,-416969.0,-339072.0,-19703.0,3361.0,83773.0
4,2834,臺企銀,18.35,-0.4,-2.13,09/18,-989,-4069,-4978,-17357,-38151,-333873.0,-220832.0,-56305.0,31242.0,39641.0
5,1216,統一,75.0,-0.5,-0.66,09/18,-5528,-7088,-9458,-15128,-25364,-79444.0,-134874.0,-91414.0,31030.0,-37131.0
6,3036,文曄,205.5,1.5,0.74,09/18,-3731,-2173,-4745,-11780,-25385,-6490.0,-28694.0,13683.0,46820.0,29880.0
7,2812,台中銀,19.35,-0.15,-0.77,09/18,1950,1129,1295,-9808,-19076,-33906.0,-76494.0,15379.0,52930.0,46625.0
8,00662,富邦NASDAQ,120.5,1.3,1.09,09/18,-3014,-3043,-3089,-7837,-7714,-7817.0,-29625.0,-19376.0,11762.0,-2452.0
9,2317,鴻海,250.5,0.0,0.0,09/18,1058,519,2695,-7056,-11102,-5341.0,-18739.0,-86685.0,-18091.0,3080.0
10,3714,富采,67.4,1.9,2.9,09/18,-781,-780,-3504,-5578,-9096,-14902.0,-27661.0,2877.0,5160.0,3526.0
11,2845,遠東銀,13.55,-0.2,-1.45,09/18,-2124,-2394,-2639,-5563,-32339,-38163.0,-55974.0,-11124.0,6208.0,10478.0
12,2323,中環,10.7,-0.05,-0.47,09/18,-336,-710,-1075,-5461,-5540,-7251.0,-16763.0,-11403.0,-12294.0,-7699.0
13,3702,大聯大,114.5,3.5,3.15,09/18,246,226,265,-5196,-4987,-9960.0,-16602.0,-12410.0,-7313.0,-5386.0
14,5876,上海商銀,49.45,-0.5,-1.0,09/18,236,370,-182,-5153,-16862,-21673.0,-40601.0,35379.0,37909.0,50797.0
15,2880,華南金,47.65,-0.25,-0.52,09/18,2880,3372,3430,-4564,-19384,-52048.0,151088.0,276621.0,293896.0,269092.0
16,00988A,主動統一全球創新,16.3,0.33,2.07,09/18,0,-3349,-3349,-4349,-5895,-20711.0,-14193.0,20354.0,,21850.0
17,00937B,群益ESG投等債20+,14.31,0.1,0.7,09/18,-98,-1254,-1254,-4343,-7688,-36242.0,7247.0,-40270.0,-101629.0,-48821.0
18,00900,富邦特選高股息30,19.84,0.07,0.35,09/18,-293,-2618,-3018,-3725,-6182,-14316.0,-29562.0,-30077.0,-20996.0,-43468.0
19,1312,國喬,14.7,-0.25,-1.67,09/18,168,259,-127,-3709,-9221,-11065.0,-7191.0,8185.0,6841.0,17861.0
20,2354,鴻準,65.7,-0.6,-0.9,09/18,761,392,-80,-3582,-6752,-21631.0,-43171.0,-10928.0,1504.0,-7686.0
21,2382,廣達,343.0,-1.0,-0.29,09/18,-467,-53,-2814,-3379,-5513,-48206.0,-162476.0,-28156.0,-54362.0,-46930.0
22,00948B,中信優息投資級債,9.13,0.04,0.44,09/18,0,-49,-49,-3249,-3423,-5923.0,1079.0,295.0,685.0,-552.0
23,4958,臻鼎-KY,473.0,-3.0,-0.63,09/18,-4471,-3696,-4317,-2787,-6729,1168.0,-4917.0,11060.0,-41195.0,9648.0
24,00997A,主動群益美國增長,11.05,0.15,1.38,09/18,-725,-1677,-1677,-2702,-3623,-2339.0,1957.0,,,
25,009826,貝萊德世界股票,10.03,0.03,0.3,09/18,-250,-712,-212,-2647,2396,12180.0,,,,
26,00772B,中信高評級公司債,32.28,0.17,0.53,09/18,0,-613,-613,-2614,-2614,-4074.0,-7134.0,-5436.0,-2907.0,-1229.0
27,00687B,國泰20年美債,26.7,0.16,0.6,09/18,-1499,-2563,-2563,-2503,-1422,-1960.0,-12096.0,-23400.0,-28978.0,-12431.0
28,00984D,主動聯博全球非投,9.88,0.01,0.1,09/18,20,-57,-234,-2234,-1763,-5924.0,16739.0,24467.0,,
29,1102,亞泥,35.15,-0.15,-0.42,09/18,-25,436,859,-2083,-4162,-29688.0,-32667.0,-85892.0,5138.0,-7101.0
30,2324,仁寶,37.7,0.3,0.8,09/18,2042,1308,-1575,-2079,-1870,-36195.0,-136421.0,-388186.0,-66862.0,-266722.0
31,1711,永光,39.4,-0.2,-0.51,09/18,108,-36,-1733,-2016,-3467,-7476.0,-10766.0,-7591.0,-6328.0,-6405.0
32,00933B,國泰10Y+金融債,15.42,0.08,0.52,09/18,0,0,0,-2000,-1832,-3728.0,1917.0,1711.0,-5280.0,-1296.0
33,00679B,元大美債20年,25.69,0.17,0.67,09/18,0,-1899,-1899,-1935,-1961,-6043.0,8317.0,14946.0,-51694.0,2969.0
34,2838,聯邦銀,21.4,-0.4,-1.83,09/18,421,103,-1008,-1871,-2986,-3558.0,3787.0,6782.0,7927.0,3733.0
35,6168,宏齊,38.85,3.5,9.9,09/18,-957,-815,-1199,-1833,-1216,-2299.0,-4163.0,-3147.0,-2090.0,-1589.0
36,2392,正崴,41.95,-0.15,-0.36,09/18,-28,-70,69,-1732,-2026,-7418.0,-4063.0,-11007.0,-10578.0,-10843.0
37,6173,信昌電,314.0,10.5,3.46,09/18,-716,-746,-1085,-1700,-1713,-1596.0,226.0,-1161.0,1392.0,-4459.0
38,2481,強茂,168.5,5.5,3.37,09/18,582,1060,341,-1662,5582,13984.0,15487.0,12772.0,5065.0,-11139.0
39,1504,東元,69.5,-1.4,-1.97,09/18,-1089,-637,-1083,-1630,-1839,-18997.0,-20898.0,-5026.0,35464.0,21806.0
40,00945B,凱基美國非投等債,14.35,0.0,0.0,09/18,0,-120,-120,-1620,-1500,-2743.0,574.0,2070.0,907.0,3750.0
41,3037,欣興,981.0,41.0,4.36,09/18,-828,-624,-1494,-1531,-1356,-2715.0,-8661.0,-3437.0,-60312.0,-4071.0
42,2371,大同,29.2,-0.5,-1.68,09/18,1350,390,-1530,-1515,-9022,-15687.0,-33536.0,33497.0,93737.0,69900.0
43,00696B,富邦美債20年,27.99,0.19,0.68,09/18,0,-1350,-1350,-1350,-2049,-2323.0,-8459.0,-9261.0,-9072.0,-10374.0
44,6182,合晶,116.0,5.5,4.98,09/18,-1408,-1380,-2170,-1268,92,14132.0,28286.0,12553.0,34429.0,13134.0
45,3042,晶技,184.5,6.0,3.36,09/18,-574,-550,-908,-1177,305,-1050.0,2434.0,5071.0,2261.0,-3745.0
46,009802,富邦旗艦50,19.87,0.08,0.4,09/18,0,-68,-68,-1157,-4359,132.0,114.0,161.0,-212.0,161.0
47,00990A,主動元大AI新經濟,15.27,0.38,2.55,09/18,-151,-748,-1148,-1148,-1518,-908.0,-2304.0,2408.0,,-92027.0
48,3008,大立光,6430.0,410.0,6.81,09/18,-80,-306,-794,-1117,-1545,-3859.0,-653.0,-3751.0,2000.0,-428.0
49,2332,友訊,19.45,0.05,0.26,09/18,-1350,-1089,-1565,-1096,-1446,2555.0,28067.0,26312.0,20574.0,26775.0
50,5512,力麒,7.49,-0.22,-2.85,09/18,-708,-793,-760,-1047,-1541,-2053.0,-3513.0,-1464.0,-3169.0,-3292.0
51,00405A,主動富邦台灣龍耀,8.87,0.44,5.22,09/18,0,0,0,-1042,-276,-8809.0,8932.0,,,
52,00713,元大台灣高息低波,65.1,0.15,0.23,09/18,470,470,-530,-1030,-2035,-3296.0,-5268.0,-526.0,-8308.0,-19347.0
53,6919,康霈*,85.8,2.9,3.5,09/18,0,-1000,-1000,-1000,-1189,-8187.0,-14107.0,-3589.0,0.0,0.0
54,8299,群聯,2140.0,170.0,8.63,09/18,-439,-517,-582,-963,-1934,3549.0,8375.0,12592.0,15602.0,15484.0
55,2605,新興,36.1,-1.05,-2.83,09/18,-796,-796,-884,-962,-1251,589.0,-2563.0,-6625.0,-369.0,-9968.0
56,2897,王道銀行,11.1,-0.15,-1.33,09/18,25,25,25,-955,-1364,-1376.0,-11549.0,-23648.0,-16166.0,-14762.0
57,9919,康那香,14.0,0.05,0.36,09/18,-23,-23,-899,-945,-1096,-1454.0,-2142.0,-1755.0,-2576.0,-1056.0
58,9945,潤泰新,28.95,0.0,0.0,09/18,184,-80,238,-943,46,-5417.0,-20006.0,13344.0,21432.0,19570.0
