排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,009802,富邦旗艦50,20.23,0.46,2.33,09/04,0.02,-0.32,-0.79,8.99,8.94,9.09,8.88,10.6,17.3,,,13.1
2,00715L,期街口布蘭特正2,57.0,0.95,1.69,09/04,0.5,2.29,7.06,7.95,10.8,16.7,15.6,44.8,87.0,308.0,,40.4
3,3324,雙鴻,1485.0,135.0,10.0,09/04,0.19,0.19,2.08,6.58,10.4,12.2,8.65,6.2,14.2,10.1,24.3,2.95
4,6538,倉和,300.0,27.0,9.89,09/04,3.75,3.75,3.65,5.76,3.78,4.38,6.58,7.34,8.06,3.08,,7.89
5,6933,AMAX-KY,317.0,15.0,4.97,09/04,0.25,0.32,0.36,5.11,6.0,7.08,6.94,6.88,6.63,,,6.64
6,2464,盟立,211.0,-11.0,-4.95,09/04,0.0,0.49,5.86,5.11,3.16,9.62,7.02,19.5,20.7,9.88,8.28,20.1
7,3693,營邦,663.0,15.0,2.31,09/04,0.37,2.33,3.34,4.81,6.88,6.98,7.57,6.24,9.33,7.96,4.88,6.85
8,3141,晶宏,102.5,2.5,2.5,09/04,-1.33,0.86,0.91,4.62,5.23,8.1,10.0,7.54,5.81,11.0,2.13,8.42
9,2455,全新,528.0,3.0,0.57,09/04,0.69,2.14,3.62,4.51,6.91,5.59,5.15,5.0,9.04,-2.4,17.5,2.75
10,00401A,主動摩根台灣鑫收,14.13,0.17,1.22,09/04,0.3,0.05,-0.58,3.73,4.71,7.6,17.4,,,,,
11,3094,聯傑,46.5,4.2,9.93,09/04,3.41,4.71,3.97,3.64,5.74,4.6,4.0,4.05,3.64,2.6,1.69,4.07
12,1815,富喬,118.5,-1.5,-1.25,09/04,0.29,1.55,1.11,3.48,11.3,18.8,22.4,12.4,17.7,20.9,13.1,12.3
13,2421,建準,178.0,13.5,8.21,09/04,-0.08,-0.12,-0.28,3.34,5.96,8.49,6.49,0.25,2.72,14.7,21.0,-2.14
14,6271,同欣電,237.0,21.5,9.98,09/04,2.08,2.0,1.72,3.12,2.62,4.01,-1.01,4.11,11.0,16.3,3.47,7.38
15,3042,晶技,173.5,-0.5,-0.29,09/04,-0.26,0.12,0.12,3.01,1.95,0.28,2.04,7.23,9.59,6.54,-6.68,9.93
16,8042,金山電,110.5,10.0,9.95,09/04,2.35,2.35,2.56,2.77,2.49,0.44,-3.78,4.2,3.05,3.96,4.35,6.08
17,2377,微星,161.5,11.0,7.31,09/04,1.3,1.34,1.63,2.72,3.14,2.93,6.67,3.54,-5.45,-21.2,-18.4,1.27
18,3374,精材,430.0,30.0,7.5,09/04,0.49,0.84,1.05,2.6,5.81,0.5,6.24,-1.14,11.2,5.64,11.7,7.04
19,00983A,主動中信ARK創新,12.75,0.54,4.42,09/04,0.3,1.08,0.99,2.5,5.52,8.27,51.4,93.5,88.6,,,97.0
20,00909,國泰數位支付服務,48.66,3.8,8.47,09/04,2.15,3.39,2.88,2.47,3.59,3.52,7.33,51.6,51.3,68.7,,72.3
21,3624,光頡,93.2,8.4,9.91,09/04,3.11,2.91,2.62,2.36,0.65,-4.38,3.31,7.78,8.86,9.69,8.79,8.96
22,8431,匯鑽科,68.8,5.1,8.01,09/04,1.46,1.46,2.76,2.34,2.38,1.72,2.21,-3.62,-3.42,-3.7,-3.55,0.75
23,00678,群益那斯達克生技,44.65,0.25,0.56,09/04,-1.55,-2.53,-1.99,2.32,4.46,3.88,1.8,8.99,18.0,21.4,,5.84
24,8111,立碁,70.0,-2.0,-2.78,09/04,-0.59,-0.59,0.95,2.31,1.88,2.26,-0.86,-0.24,1.94,-0.46,-0.56,-0.85
25,6805,富世達,2200.0,105.0,5.01,09/04,0.01,0.25,0.33,2.28,2.3,-2.41,-7.27,-2.97,-8.38,,,-2.72
26,6218,豪勉,42.25,-0.35,-0.82,09/04,-0.04,-0.04,1.64,2.22,4.57,5.68,5.71,5.0,4.05,4.14,4.59,4.69
27,6426,統新,269.5,4.0,1.51,09/04,-0.38,2.9,1.5,2.2,2.95,3.06,3.06,-0.92,-3.27,4.52,3.73,3.7
28,3441,聯一光,143.0,13.0,10.0,09/04,0.22,0.08,0.6,2.14,-0.81,4.17,1.22,2.12,3.76,5.55,3.58,2.39
29,00403A,主動統一升級50,10.26,0.2,1.99,09/04,0.22,0.18,0.15,2.01,3.59,5.44,4.86,,,,,
30,6226,光鼎,33.5,1.5,4.69,09/04,0.21,-0.49,-0.49,1.81,7.31,2.98,3.93,7.49,7.74,7.97,10.1,7.86
31,00892,富邦台灣半導體,40.9,0.61,1.51,09/04,0.06,0.08,0.12,1.72,1.71,1.82,2.9,2.29,3.75,19.4,,2.63
32,2492,華新科,298.5,27.0,9.94,09/04,2.11,1.59,1.44,1.72,1.86,-10.2,-13.8,-2.72,1.74,-2.83,-9.36,4.26
33,00407A,主動凱基台灣,9.73,0.17,1.78,09/04,-0.1,-0.54,-0.49,1.69,1.78,5.27,,,,,,
34,3680,家登,518.0,6.0,1.17,09/04,0.03,0.45,0.75,1.65,2.18,2.71,4.51,6.34,14.4,8.06,21.8,12.3
35,3234,光環,206.0,11.5,5.91,09/04,-0.36,-0.25,1.07,1.64,2.64,7.79,3.86,8.29,9.93,11.4,7.76,9.77
36,00935,野村臺灣新科技50,58.65,1.2,2.09,09/04,0.25,0.11,-0.59,1.63,1.89,2.24,-1.24,-1.7,-0.47,,,-1.89
37,3714,富采,66.8,5.3,8.62,09/04,1.3,1.43,1.51,1.62,2.04,2.38,5.44,0.27,-0.91,0.28,,0.87
38,6834,天二科技,94.0,6.8,7.8,09/04,1.54,1.07,2.04,1.6,1.0,0.66,-4.2,1.17,1.42,1.61,,1.59
39,3406,玉晶光,1055.0,64.0,6.46,09/04,0.23,0.67,0.94,1.57,3.94,2.76,0.54,11.6,18.0,29.8,32.3,16.2
40,2354,鴻準,65.6,1.9,2.98,09/04,0.1,0.45,0.6,1.54,1.74,3.7,3.51,1.51,-1.94,-4.37,-23.3,0.96
41,2465,麗臺,99.2,3.0,3.12,09/04,-0.01,-0.06,1.39,1.44,2.6,3.19,5.11,7.43,5.53,8.86,3.12,7.81
