排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,29.07,0.94,3.34,09/18,805,9664,24731,34924,37164,-39990.0,-11296.0,-43911.0,76455.0,62520.0
2,2344,華邦電,179.5,9.5,5.59,09/18,546,5305,6819,34280,-29689,35399.0,-68382.0,16334.0,9482.0,69919.0
3,2884,玉山金,46.4,-0.9,-1.9,09/18,12275,21784,26597,32795,7534,-76123.0,-116386.0,-139602.0,118956.0,-75773.0
4,2002,中鋼,18.75,0.05,0.27,09/18,1629,6835,15049,31629,31360,-22311.0,-447377.0,-107923.0,-17177.0,-222485.0
5,00685L,群益臺灣加權正2,12.42,0.44,3.67,09/18,-247,253,-1747,28109,43722,90669.0,490816.0,489598.0,491312.0,489889.0
6,00919,群益台灣精選高息,31.96,-0.15,-0.47,09/18,2766,-5347,4530,26626,47876,47303.0,-23893.0,-20610.0,-2176.0,-31129.0
7,1303,南亞,238.0,2.0,0.85,09/18,11112,15652,17619,26384,23943,19320.0,48643.0,9223.0,-164914.0,-70617.0
8,2887,台新新光金,44.4,0.35,0.79,09/18,12037,19295,22735,22810,65797,108740.0,220779.0,285188.0,408494.0,253094.0
9,00406A,主動中信台灣收益,9.59,0.28,3.01,09/18,75,10780,15524,19516,18793,34675.0,47613.0,,,
10,0050,元大台灣50,109.85,1.8,1.67,09/18,131,-268,14338,18198,14094,-3418.0,57996.0,42387.0,70821.0,84522.0
11,00673R,期元大S&P原油反1,10.26,0.11,1.08,09/18,5159,10662,15702,17819,24472,32160.0,29906.0,33310.0,41898.0,43949.0
12,00403A,主動統一升級50,10.33,0.32,3.2,09/18,0,-1646,-1622,16540,32052,46942.0,69068.0,,,
13,2337,旺宏,121.0,4.5,3.86,09/18,2789,3547,3871,16444,14418,15500.0,24757.0,21965.0,-58109.0,-60957.0
14,00918,大華優利高填息30,34.15,-0.35,-1.01,09/18,-165,6124,10277,16119,38505,57163.0,13405.0,46976.0,43331.0,7346.0
15,2303,聯電,156.0,8.5,5.76,09/18,322,-94,8147,14957,10247,22718.0,-132216.0,-446143.0,-952302.0,-501867.0
