代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00900,富邦特選高股息30,19.59,-0.16,-0.81,09/07,26,40765,27.9,2.65,0,0,0.0,0.0,10,33343,47.2,2.16,50,161516,59.2,10.5
1524,耿鼎,26.75,-0.15,-0.56,09/07,21,1845,29.5,1.12,0,0,0.0,0.0,0,0,0.0,0.0,21,1843,29.5,1.11
3037,欣興,949.0,47.0,5.21,09/07,21,70068,13.5,4.27,1,360,1.62,0.02,1,646,2.91,0.04,1,2086,9.4,0.13
5213,亞昕,20.85,-0.05,-0.24,09/07,20,1206,34.3,0.17,0,0,0.0,0.0,0,0,0.0,0.0,20,1206,34.3,0.17
5903,全家,185.0,0.0,0.0,09/07,20,73,21.6,0.03,0,0,0.0,0.0,-1,0,0.0,0.0,2,10,34.7,0.0
6263,普萊德,170.5,1.0,0.59,09/07,19,846,33.1,1.35,0,0,0.0,0.0,7,11,0.76,0.02,19,859,33.6,1.37
2886,兆豐金,50.2,0.65,1.31,09/07,18,278589,43.3,1.88,2,4665,8.92,0.03,1,272,1.34,0.0,18,295133,45.9,1.99
00955,中信日本商社,16.33,0.1,0.62,09/07,17,9560,13.1,1.93,0,0,0.0,0.0,5,9769,29.3,1.97,23,50312,49.9,10.1
3045,台灣大,117.0,-1.0,-0.85,09/07,16,83927,46.7,2.25,-1,-7,-0.17,0.0,1,33,0.75,0.0,16,85358,47.5,2.29
5403,中菲,93.7,-0.1,-0.11,09/07,16,299,49.2,0.38,0,0,0.0,0.0,0,0,0.0,0.0,16,299,49.2,0.38
9919,康那香,13.95,0.0,0.0,09/07,16,822,27.6,0.42,0,0,0.0,0.0,2,7,0.65,0.0,16,859,28.8,0.44
00885,富邦越南,18.73,-0.1,-0.53,09/07,15,9554,27.9,1.6,0,0,0.0,0.0,6,4132,29.7,0.69,13,15765,50.2,2.64
00878,國泰永續高股息,34.39,0.28,0.82,09/07,13,87163,17.7,0.46,0,0,0.0,0.0,7,101545,30.3,0.54,7,167837,50.1,0.89
1220,台榮,10.7,0.0,0.0,09/07,13,127,10.6,0.07,0,0,0.0,0.0,1,1,0.73,0.0,10,109,11.9,0.06
1806,冠軍,8.05,0.01,0.12,09/07,13,573,21.0,0.15,0,0,0.0,0.0,2,7,1.51,0.0,13,594,21.7,0.15
4113,聯上,15.2,0.25,1.67,09/07,12,403,30.5,0.17,0,0,0.0,0.0,4,0,0.06,0.0,12,403,30.6,0.17
5880,合庫金,26.5,-0.15,-0.56,09/07,12,85465,37.3,0.53,-5,-5894,-4.87,-0.04,2,874,2.37,0.01,4,52913,50.0,0.33
3374,精材,469.5,39.5,9.19,09/07,11,16483,9.69,6.07,0,0,0.0,0.0,1,213,4.44,0.08,11,27967,16.4,10.3
3693,營邦,682.0,19.0,2.87,09/07,11,3346,17.3,7.78,0,0,0.0,0.0,1,38,1.59,0.09,11,3627,18.8,8.44
4952,凌通,50.6,0.0,0.0,09/07,11,929,27.0,0.85,0,0,0.0,0.0,3,5,0.69,0.01,11,915,26.6,0.84
8446,華研,85.4,-0.3,-0.35,09/07,11,108,26.2,0.2,0,0,0.0,0.0,-2,0,-0.42,0.0,11,108,26.2,0.2
8908,欣雄,40.2,0.25,0.63,09/07,11,120,27.0,0.04,0,0,0.0,0.0,-2,0,-0.4,0.0,11,120,26.9,0.04
3219,倚強科,93.3,2.0,2.19,09/07,9,1493,13.7,2.08,0,0,0.0,0.0,2,14,1.07,0.02,9,1665,15.3,2.32
3623,富晶通,24.3,0.4,1.67,09/07,9,134,20.3,0.46,0,0,0.0,0.0,2,0,0.13,0.0,9,134,20.3,0.46
2880,華南金,44.35,0.35,0.8,09/07,8,69107,39.1,0.49,0,0,0.0,0.0,1,86,0.65,0.0,7,50891,30.4,0.36
2885,元大金,70.2,0.4,0.57,09/07,8,51185,25.2,0.38,-1,-44,-0.21,0.0,-2,-412,-1.0,0.0,3,31525,40.6,0.24
3324,雙鴻,1440.0,-45.0,-3.03,09/07,8,8543,17.8,9.18,-1,-1,-0.05,0.0,-2,-67,-1.29,-0.07,8,9437,19.6,10.1
5314,世紀*,35.2,3.2,10.0,09/07,8,11330,18.4,0.94,0,0,0.0,0.0,1,4,0.06,0.0,2,4487,43.7,0.37
00701,國泰股利精選30,40.7,0.62,1.55,09/07,7,1180,17.3,0.69,0,0,0.0,0.0,-1,-383,-37.6,-0.23,7,2896,42.3,1.7
4126,太醫,77.9,-0.1,-0.13,09/07,7,31,16.6,0.04,0,0,0.0,0.0,0,0,0.0,0.0,7,31,16.6,0.04
6274,台燿,1370.0,5.0,0.37,09/07,7,4030,10.6,1.35,-8,-6780,-14.5,-2.26,1,3,0.06,0.0,-1,-807,-13.8,-0.27
6805,富世達,2265.0,65.0,2.95,09/07,7,1830,14.8,2.67,1,10,1.88,0.01,-1,0,-0.03,0.0,2,172,15.7,0.25
7689,大鵬科CLMX,174.0,1.5,0.87,09/07,7,72,20.9,0.12,0,0,0.0,0.0,0,0,0.0,0.0,7,78,22.7,0.13
7835,永悅健康-創,23.2,0.2,0.87,09/07,7,57,6.73,0.12,0,0,0.0,0.0,-4,-25,-8.9,-0.05,1,17,23.2,0.04
00722B,群益投資級電信債,34.01,-0.2,-0.58,09/07,6,467,2.49,0.03,0,0,0.0,0.0,-1,-146,-5.45,-0.01,-1,-55,-2.05,0.0
00892,富邦台灣半導體,42.42,1.52,3.72,09/07,6,6401,21.6,1.98,0,0,0.0,0.0,4,1449,8.82,0.45,5,5011,19.5,1.55
00990A,主動元大AI新經濟,15.17,0.21,1.4,09/07,6,23521,20.0,0.97,0,0,0.0,0.0,3,11477,15.3,0.48,3,32836,43.7,1.36
2247,汎德永業,234.0,2.5,1.08,09/07,6,73,37.2,0.09,1,2,5.71,0.0,-1,0,-1.02,0.0,6,75,38.2,0.09
2528,皇普,20.1,-0.15,-0.74,09/07,6,322,20.1,0.07,3,56,8.17,0.01,0,0,0.0,0.0,3,291,42.1,0.07
