股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-55.76787701880357,"20日衰退,10日衰退,30日衰退",-1.0416184538325126
00401A,主動摩根台灣鑫收,-12.61051557226298,"10日衰退,20日衰退,5日衰退,30日衰退",-3.288407032722306
00404A,主動聯博動能50,-33.34548888231587,"10日衰退,20日衰退,5日衰退,30日衰退",-6.625638462123323
00405A,主動富邦台灣龍耀,-56.12767846485718,10日衰退,-1.7548714603895164
00406A,主動中信台灣收益,-70.62014780345274,"20日衰退,10日衰退,30日衰退",-5.603081468772473
00410A,主動永豐科技趨勢,93.66979728012201,"10日衰退,20日衰退,5日衰退",-5.809868649944278
0050,元大台灣50,-8.611818685183925,10日衰退,-0.8560073348116175
0052,富邦科技,-61.43690373850068,20日衰退,-1.7126929785307752
0053,元大電子,-12.958594313175812,"10日衰退,5日衰退",-1.464405286343613
0055,元大MSCI金融,-8.94314243863255,"10日衰退,20日衰退,5日衰退,30日衰退",-2.1235185578944877
006207,復華滬深,10.25653551598698,"10日衰退,5日衰退",-0.7124468696151656
00632R,元大台灣50反1,-22.089710927277302,"10日衰退,20日衰退,5日衰退,30日衰退",-1.177022417944972
00633L,富邦上証正2,50.134484796299105,"10日衰退,20日衰退,5日衰退",-0.39525826079363924
00634R,富邦上証反1,13.22902048835251,20日衰退,-3.669874519952412
00635U,期元大S&P黃金,-59.29292596122057,"20日衰退,10日衰退",-11.653137808440974
00637L,元大滬深300正2,69.15473764332187,20日衰退,-6.706857973365032
00640L,富邦日本正2,72.29825829568469,"10日衰退,20日衰退,5日衰退",-2.2430176039881644
00646,元大S&P500,-24.001341468227345,"10日衰退,20日衰退,5日衰退,30日衰退",-1.3157027887452521
00648R,元大S&P500反1,10.601517156313076,5日衰退,-1.0761311392688953
00650L,復華香港正2,43.327850692354005,"10日衰退,5日衰退",-2.403800784737072
00652,富邦印度,10.601399197181944,5日衰退,-0.3687220447284343
00653L,富邦印度正2,27.615648298845233,"10日衰退,20日衰退,5日衰退",-4.412686972022005
00655L,國泰中國A50正2,56.3482062873115,"20日衰退,30日衰退",-1.9477521653611305
00656R,國泰中國A50反1,8.877947143488726,"20日衰退,10日衰退,30日衰退",-2.193769710664636
00657,國泰日經225,5.320289283366207,5日衰退,-1.3535108481262315
00662,富邦NASDAQ,-31.704688000052425,"20日衰退,10日衰退,30日衰退",-0.8623344833972126
00663L,國泰臺灣加權正2,-82.95539266430572,"20日衰退,5日衰退",-0.5295145851517304
00664R,國泰臺灣加權反1,-12.423539213746716,"10日衰退,20日衰退,5日衰退,30日衰退",-2.5947760223836323
00665L,富邦恒生國企正2,8.970473937715246,"10日衰退,20日衰退,5日衰退,30日衰退",-2.612839344376024
00666R,富邦恒生國企反1,-3.9022368855163307,"20日衰退,30日衰退",-12.018638690767972
00668,國泰美國道瓊,-12.669853000133635,5日衰退,-0.47920620072163445
00671R,富邦NASDAQ反1,28.090108016791238,5日衰退,-0.5868714551203666
00673R,期元大S&P原油反1,-62.128417401083176,"10日衰退,20日衰退,5日衰退,30日衰退",-7.449614633144954
00676R,富邦臺灣加權反1,-34.4908118275658,"10日衰退,20日衰退,5日衰退,30日衰退",-2.8417315286470455
00678,群益那斯達克生技,-14.213111309789898,"20日衰退,10日衰退,30日衰退",-2.794007599463569
00681R,元大美債20反1,27.778322359757706,"10日衰退,5日衰退",-1.2346115354226974
00686R,群益臺灣加權反1,-42.93028511769743,"10日衰退,20日衰退,5日衰退,30日衰退",-2.6120315995608294
00700,富邦恒生國企,32.092333958009085,"5日衰退,30日衰退",-0.6775031429508047
00701,國泰股利精選30,29.735918018130032,5日衰退,-0.5367005431828105
00708L,期元大S&P黃金正2,-66.47163600374903,"20日衰退,5日衰退,30日衰退",-0.8690271400626841
00712,復華富時不動產,-26.005445556395358,"10日衰退,20日衰退,5日衰退,30日衰退",-2.2056031713387902
00714,群益道瓊美國地產,5.545628644042458,"20日衰退,30日衰退",-4.94367538526157
00728,第一金工業30,23.872766912715928,20日衰退,-1.78728036010477
00735,國泰臺韓科技,-59.591460832505575,"10日衰退,30日衰退",-1.3538139771925515
00738U,期元大道瓊白銀,-58.026432946372815,"10日衰退,20日衰退,5日衰退",-2.3108591335187825
00753L,中信中國50正2,-1.4173774396177483,"10日衰退,20日衰退,5日衰退,30日衰退",-1.8462092253572508
00763U,期街口道瓊銅,-23.740698892000488,"20日衰退,10日衰退,30日衰退",-1.1889979529775445
00770,國泰北美科技,-14.707576783726825,"10日衰退,20日衰退,5日衰退,30日衰退",-2.9251100725926573
00771,元大US高息特別股,-3.9742179261862915,30日衰退,-1.5470509666080843
00830,國泰費城半導體,-29.625140289918964,"20日衰退,10日衰退,30日衰退",-1.4013152489063287
00852L,國泰美國道瓊正2,30.055002988643153,"10日衰退,20日衰退,5日衰退,30日衰退",-6.376867901972503
00861,元大全球未來通訊,2.334256324554832,5日衰退,-0.4743905457964672
00865B,國泰US短期公債,-68.70557799989867,"10日衰退,20日衰退,5日衰退,30日衰退",-1.1860359620188063
