證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2101,南港,逐筆交易,30.00,"3,355,000","100,650,000"
3189,景碩,逐筆交易,861.00,"30,000","25,830,000"
3189,景碩,逐筆交易,860.00,"30,000","25,800,000"
3189,景碩,逐筆交易,858.00,"30,000","25,740,000"
3189,景碩,逐筆交易,857.00,"30,000","25,710,000"
00918,大華優利高填息30,配對交易,30.74,"700,000","21,518,000"
1216,統一,配對交易,74.79,"358,000","26,774,820"
1590,亞德客-KY,配對交易,"1,246.61","85,000","105,961,850"
2106,建大,配對交易,16.40,"7,000,000","114,800,000"
2308,台達電,配對交易,"1,872.50","73,000","136,692,500"
2330,台積電,配對交易,"2,650.40","10,000","26,504,000"
2345,智邦,配對交易,"1,837.50","11,000","20,212,500"
2347,聯強,配對交易,89.90,"1,051,240","94,506,476"
2347,聯強,配對交易,89.76,"502,000","45,059,520"
2347,聯強,配對交易,89.70,"1,512,760","135,694,572"
2360,致茂,配對交易,"2,407.58","15,000","36,113,700"
2382,廣達,配對交易,341.75,"56,000","19,138,000"
2838,聯邦銀,配對交易,21.65,"534,000","11,561,100"
2887,台新新光金,配對交易,48.80,"615,000","30,012,000"
3036,文曄,配對交易,205.50,"622,000","127,821,000"
3036,文曄,配對交易,185.00,"93,000","17,205,000"
3231,緯創,配對交易,168.00,"762,200","128,049,600"
3533,嘉澤,配對交易,"1,430.00","66,000","94,380,000"
3665,貿聯-KY,配對交易,"2,285.34","25,000","57,133,500"
4958,臻鼎-KY,配對交易,473.00,"4,062,784","1,921,696,832"
6669,緯穎,配對交易,"2,135.00","254,000","542,290,000"
8464,億豐,配對交易,371.25,"200,000","74,250,000"
總計,,,,"22,082,984","3,991,104,970"
