排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1590,亞德客-KY,1245.0,5.0,0.4,09/17,96.6,90.8,89.6,87.4,86.9,81.4,74.3,74.8,71.8,72.2,55.2,72.8
2,4728,雙美,392.0,0.0,0.0,09/17,85.2,87.5,89.1,86.4,64.0,34.8,11.6,8.76,10.4,27.3,8.47,8.65
3,910322,康師傅-DR,23.7,0.1,0.42,09/17,62.2,54.2,86.7,74.9,60.8,11.6,11.5,28.6,18.8,2.47,1.17,22.3
4,2704,國賓,45.95,0.5,1.1,09/17,73.5,84.7,86.4,88.1,70.6,87.1,76.1,61.1,60.0,36.0,25.0,58.9
5,2506,太設,8.61,0.01,0.12,09/17,90.6,85.6,85.0,83.8,69.4,59.9,21.7,19.5,17.5,23.0,18.0,18.3
6,7732,金興精密,34.1,0.3,0.89,09/17,100.0,100.0,84.6,53.6,39.6,25.5,14.4,13.7,7.27,,,11.5
7,2015,豐興,64.2,0.5,0.78,09/17,26.9,82.0,82.6,78.8,63.9,53.4,50.5,43.4,43.2,42.2,38.6,43.4
8,2106,建大,16.65,0.15,0.91,09/17,64.6,85.7,82.1,75.2,76.7,81.4,63.5,54.6,50.2,40.1,31.5,51.1
9,3716,中化控股,33.95,0.25,0.74,09/17,86.4,85.5,81.5,66.0,63.4,46.9,37.1,31.0,27.7,,,29.3
10,2633,台灣高鐵,26.05,0.1,0.39,09/17,69.8,75.0,78.3,73.2,72.0,63.8,61.0,72.1,69.6,58.6,,71.6
11,1104,環泥,26.8,0.15,0.56,09/17,57.0,79.6,78.2,69.3,55.7,70.5,59.5,52.1,41.7,33.8,29.8,48.3
12,9925,新保,39.5,0.0,0.0,09/17,83.4,76.9,75.8,60.9,68.8,84.3,68.5,61.2,45.6,20.9,7.72,52.6
13,2890,永豐金,45.95,0.65,1.43,09/17,71.3,73.2,75.7,73.1,73.2,67.4,64.0,56.1,54.1,51.9,46.6,55.7
14,8488,吉源-KY,9.82,-0.13,-1.31,09/17,94.9,87.1,75.5,76.3,24.6,37.0,40.8,31.8,20.4,8.72,,25.4
15,2023,燁輝,13.7,0.0,0.0,09/17,69.8,80.5,75.2,72.5,47.7,46.8,45.5,42.4,43.7,34.3,20.5,42.9
16,2497,怡利電,43.65,0.3,0.69,09/17,85.6,80.4,74.7,65.3,59.3,54.7,37.7,29.8,30.8,24.4,18.0,30.4
17,1216,統一,75.5,1.0,1.34,09/17,67.0,68.6,74.4,79.0,70.2,50.4,45.3,52.6,57.7,60.0,65.0,54.0
18,1215,卜蜂,107.0,1.0,0.94,09/17,56.7,65.9,73.8,76.7,61.9,59.4,48.4,45.9,48.2,42.1,24.1,45.5
