股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-54.048566127776596,"10日衰退,30日衰退,5日衰退",-1.694624248164473
00401A,主動摩根台灣鑫收,-2.614582557190397,"10日衰退,30日衰退,5日衰退,20日衰退",-0.9805041964042771
00402A,主動安聯美國科技,4.2992279647253016,5日衰退,-0.48103428041420937
00403A,主動統一升級50,-37.524467953648056,5日衰退,-1.2692998674073692
00404A,主動聯博動能50,-22.964718152934918,5日衰退,-0.40036310932881136
00406A,主動中信台灣收益,-65.89722147225912,"10日衰退,30日衰退,5日衰退,20日衰退",-4.6417686550195825
00410A,主動永豐科技趨勢,122.59266482739106,"10日衰退,5日衰退",-2.71532965478211
0050,元大台灣50,-7.965277229894578,30日衰退,-4.36007888612085
0055,元大MSCI金融,-4.578760363576578,5日衰退,-0.37154885859712206
0056,元大高股息,-2.4019808190036076,30日衰退,-2.1279201762509135
0057,富邦摩台,-11.752396856581534,"10日衰退,30日衰退,5日衰退,20日衰退",-1.6965946299934522
006203,元大MSCI台灣,78.15703660207478,30日衰退,-1.4024114308083568
00631L,元大台灣50正2,-53.12082810939024,30日衰退,-4.801659638501974
00632R,元大台灣50反1,-17.50193928612986,"10日衰退,30日衰退,20日衰退",-3.239874856161597
00633L,富邦上証正2,51.14027565450846,"10日衰退,5日衰退",-2.1644891950472243
00634R,富邦上証反1,12.966200758276308,"10日衰退,5日衰退",-0.45615736130542395
00637L,元大滬深300正2,69.48185738964513,"10日衰退,30日衰退,5日衰退,20日衰退",-2.0821540552683615
00640L,富邦日本正2,74.36998597912446,10日衰退,-1.8328836267331496
00641R,富邦日本反1,-23.611965358017734,"10日衰退,30日衰退,20日衰退",-1.443087908103525
00643,群益深証中小,63.01820366053819,10日衰退,-0.8486812959463705
00646,元大S&P500,-21.00478426848801,"10日衰退,30日衰退,5日衰退,20日衰退",-1.080925706555682
00647L,元大S&P500正2,29.203073566084786,"10日衰退,5日衰退,20日衰退",-1.6778865336658377
00652,富邦印度,10.60944949619071,"10日衰退,5日衰退",-1.1925006117488444
00653L,富邦印度正2,30.781467100674263,"10日衰退,5日衰退",-2.581782171876661
00655L,國泰中國A50正2,56.12,"10日衰退,5日衰退,20日衰退",-0.64575313157804
00656R,國泰中國A50反1,10.804869578032125,"10日衰退,30日衰退,5日衰退,20日衰退",-2.4477545807339016
00662,富邦NASDAQ,-30.695831745421536,"30日衰退,5日衰退,20日衰退",-0.7365899300852128
00663L,國泰臺灣加權正2,-81.90759957043763,5日衰退,-0.5941764714569757
00664R,國泰臺灣加權反1,-8.986468507564725,"10日衰退,30日衰退,5日衰退,20日衰退",-4.921116903962192
00666R,富邦恒生國企反1,3.417360521098839,"10日衰退,30日衰退,5日衰退,20日衰退",-2.861093174738034
00668,國泰美國道瓊,-12.46840037418148,"10日衰退,5日衰退,20日衰退",-0.3425591340371543
00670L,富邦NASDAQ正2,-18.480046665370406,"30日衰退,5日衰退",-1.4279454274418342
00673R,期元大S&P原油反1,-46.090515397169554,"10日衰退,30日衰退,5日衰退,20日衰退",-0.7918971994289734
00674R,期元大S&P黃金反1,120.04332183123326,"10日衰退,5日衰退",-0.7565881486569026
00676R,富邦臺灣加權反1,-30.378271633096464,"10日衰退,30日衰退,20日衰退",-1.8785358122750715
