排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00694B,富邦美債1-3,41.66,-0.07,-0.17,09/18,3.38,3.38,3.38,3.39,5.63,7.26,7.26,7.26,8.63,-3.85,,7.58
2,8028,昇陽半導體,257.0,13.0,5.33,09/18,0.0,1.1,1.98,2.44,2.93,2.27,-0.43,2.71,2.92,2.58,,3.17
3,2481,強茂,168.5,5.5,3.37,09/18,0.32,0.82,1.8,2.04,2.73,3.84,2.38,10.7,8.12,13.3,14.0,5.95
4,6446,藥華藥,1180.0,-15.0,-1.26,09/18,2.03,2.03,2.01,2.01,2.0,1.83,2.27,1.93,0.83,2.13,1.62,2.15
5,6147,頎邦,229.0,19.5,9.31,09/18,0.34,0.66,0.99,1.45,1.9,2.07,-3.86,1.92,-4.01,-0.62,3.9,0.85
6,3026,禾伸堂,797.0,37.0,4.87,09/18,0.16,0.61,0.77,0.99,2.43,2.63,6.43,15.9,16.1,16.3,15.4,15.7
7,3374,精材,444.5,15.5,3.61,09/18,0.0,0.71,0.7,0.81,1.45,5.54,5.4,5.02,5.73,3.44,3.84,5.84
8,3105,穩懋,500.0,29.0,6.16,09/18,0.0,0.33,0.33,0.78,2.95,5.68,4.42,7.75,11.0,9.92,7.65,10.5
9,6805,富世達,2295.0,205.0,9.81,09/18,0.67,1.09,0.99,0.7,0.87,2.66,9.93,2.3,8.66,,,-0.04
10,3491,昇達科,1565.0,80.0,5.39,09/18,0.23,0.53,0.61,0.7,1.02,3.4,3.5,3.2,0.81,7.93,6.72,2.28
11,3443,創意,7150.0,650.0,10.0,09/18,-0.01,0.31,0.34,0.67,0.79,1.35,2.31,5.58,8.53,5.89,12.3,7.08
