單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"21,646,121,449","7,464,254,131","14,181,867,318"
自營商(避險),"38,736,231,064","28,614,639,870","10,121,591,194"
投信,"40,117,440,585","34,828,616,297","5,288,824,288"
外資及陸資(不含外資自營商),"556,129,658,863","469,135,296,921","86,994,361,942"
外資自營商,0,0,0
合計,"656,629,451,961","540,042,807,219","116,586,644,742"
