排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,6669,緯穎,2310.0,-35.0,-1.49,09/11,41059.0,72317.0,219158.0,508514,1141259.0,1208189.0,737572.0,2155172.0,3800050.0,2918755.0
2,3231,緯創,185.5,0.5,0.27,09/11,-66027.0,-111115.0,-31320.0,332769,581396.0,989418.0,2030145.0,1359115.0,2859333.0,2150468.0
3,3661,世芯-KY,3650.0,-405.0,-9.99,09/11,147969.0,128190.0,202284.0,268658,170772.0,-144946.0,-712238.0,-1701238.0,-679895.0,-635831.0
4,6488,環球晶,902.0,-15.0,-1.64,09/11,27292.0,70738.0,93072.0,211141,665017.0,1320096.0,924924.0,137906.0,-147774.0,491184.0
5,6446,藥華藥,1280.0,-40.0,-3.03,09/11,12924.0,42687.0,163806.0,190281,379136.0,347765.0,432822.0,339238.0,-218120.0,-129939.0
6,2308,台達電,1620.0,-55.0,-3.28,09/11,71829.0,208965.0,201523.0,182594,168631.0,55504.0,-66120.0,1033992.0,760189.0,1185721.0
7,2887,台新新光金,42.65,0.5,1.19,09/11,15790.0,34906.0,98213.0,180037,289959.0,377311.0,707514.0,1014359.0,1152837.0,821494.0
8,2376,技嘉,349.0,-2.5,-0.71,09/11,33462.0,72698.0,89148.0,163957,243539.0,40276.0,194088.0,29657.0,884189.0,603943.0
9,2881,富邦金,148.5,0.0,0.0,09/11,12007.0,35579.0,74745.0,156062,309888.0,273844.0,-375367.0,-1432537.0,-1867516.0,-1420287.0
10,6515,穎崴,6890.0,-305.0,-4.24,09/11,74787.0,96141.0,144189.0,154776,191879.0,86488.0,238912.0,-170834.0,-287291.0,-252597.0
11,2449,京元電子,263.0,-8.5,-3.13,09/11,42700.0,64859.0,105619.0,148876,422507.0,846559.0,408519.0,1248953.0,1647380.0,1479161.0
12,5289,宜鼎,1295.0,5.0,0.39,09/11,12370.0,24800.0,57275.0,130332,220244.0,176406.0,-12092.0,370499.0,284524.0,292169.0
13,8996,高力,1330.0,30.0,2.31,09/11,-11501.0,32584.0,15651.0,118490,381225.0,747577.0,777798.0,779093.0,618439.0,762692.0
14,2481,強茂,150.0,-4.5,-2.91,09/11,2739.0,32917.0,57447.0,112316,228350.0,280447.0,255991.0,194821.0,139796.0,1872.0
15,2313,華通,221.5,-4.0,-1.77,09/11,-7959.0,11703.0,27536.0,110449,90427.0,64979.0,942661.0,660379.0,914026.0,845407.0
16,2891,中信金,67.1,-0.2,-0.3,09/11,-2689.0,12103.0,59043.0,102781,149594.0,175446.0,-477638.0,574922.0,449266.0,660927.0
17,6510,精測,3480.0,-190.0,-5.18,09/11,-3522.0,9701.0,22604.0,87894,185923.0,186620.0,180156.0,87386.0,-50660.0,-77493.0
18,3026,禾伸堂,744.0,-59.0,-7.35,09/11,68876.0,90401.0,100103.0,85178,216193.0,394292.0,589040.0,570136.0,580041.0,548740.0
19,3105,穩懋,437.5,-24.0,-5.2,09/11,13139.0,32630.0,81999.0,82530,193551.0,286786.0,358826.0,801194.0,657141.0,702026.0
20,00918,大華優利高填息30,35.34,-0.04,-0.11,09/11,37946.0,53053.0,59421.0,78994,136190.0,134207.0,39863.0,97806.0,84902.0,4125.0
21,2357,華碩,924.0,-65.0,-6.57,09/11,46126.0,49959.0,54358.0,78389,-59945.0,-625036.0,-2478305.0,-2593485.0,-443926.0,-1597576.0
22,00919,群益台灣精選高息,32.48,-0.07,-0.22,09/11,34171.0,40333.0,66751.0,69100,78081.0,60645.0,-149194.0,-61206.0,-61234.0,-127770.0
23,2330,台積電,2410.0,-40.0,-1.63,09/11,12804.0,60996.0,46646.0,61116,142865.0,80216.0,696376.0,3025979.0,584477.0,3154856.0
24,8112,至上,84.6,-1.3,-1.51,09/11,2723.0,7967.0,44874.0,58315,59701.0,-63536.0,-51201.0,69662.0,-42633.0,-167587.0
25,2360,致茂,2160.0,-20.0,-0.92,09/11,-3690.0,7550.0,20689.0,57165,-23799.0,-1647.0,-609423.0,-454195.0,-416007.0,-664781.0
