排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,2327,國巨*,536.0,-1.0,-0.19,09/16,215337.0,228870.0,247564.0,258871,106572,611982.0,1572968.0,1173498.0,615696.0,781981.0
2,6488,環球晶,937.0,23.0,2.52,09/16,37498.0,138497.0,174835.0,245574,547492,1624119.0,1066469.0,310840.0,19214.0,666019.0
3,2357,華碩,939.0,11.0,1.19,09/16,61785.0,100805.0,177223.0,227182,176515,-190965.0,-2240044.0,-2474529.0,-119920.0,-1420352.0
4,6669,緯穎,2165.0,-150.0,-6.48,09/16,90552.0,105796.0,148121.0,220438,991792,1391692.0,912427.0,2286731.0,3912783.0,3066876.0
5,3661,世芯-KY,3345.0,-10.0,-0.3,09/16,26906.0,72316.0,91960.0,220150,346808,90410.0,-689875.0,-1626970.0,-594717.0,-543871.0
6,0050,元大台灣50,106.9,0.65,0.61,09/16,155772.0,154919.0,196871.0,199915,152346,-38505.0,540274.0,420298.0,667311.0,817954.0
7,2303,聯電,142.0,3.5,2.53,09/16,116198.0,181742.0,211244.0,199470,159611,295350.0,-2010894.0,-6352284.0,-9129932.0,-6922229.0
8,2308,台達電,1710.0,40.0,2.4,09/16,2041.0,-42895.0,-20544.0,188421,137653,-118141.0,-173990.0,1009107.0,768868.0,1165177.0
9,2337,旺宏,119.0,4.5,3.93,09/16,3818.0,141769.0,148782.0,164725,138844,157858.0,174030.0,143664.0,-489727.0,-480233.0
10,1303,南亞,224.0,2.5,1.13,09/16,44653.0,162291.0,242873.0,164632,134473,-16515.0,632831.0,323638.0,-722707.0,-243486.0
11,3105,穩懋,472.5,18.5,4.07,09/16,65492.0,122316.0,122578.0,155208,268298,301956.0,428097.0,932707.0,781609.0,824604.0
12,6446,藥華藥,1205.0,0.0,0.0,09/16,34982.0,61016.0,111978.0,154665,361282,491793.0,562374.0,455263.0,-183317.0,-17961.0
13,00919,群益台灣精選高息,31.99,0.35,1.11,09/16,31447.0,96726.0,103741.0,144074,178094,169764.0,-43387.0,12675.0,34232.0,-24029.0
14,2449,京元電子,261.5,4.5,1.75,09/16,2994.0,38550.0,70051.0,134910,395463,712454.0,400064.0,1150115.0,1785088.0,1549212.0
15,3026,禾伸堂,772.0,46.0,6.34,09/16,376.0,11569.0,28928.0,119328,142190,341159.0,610912.0,599201.0,608969.0,577667.0
16,8358,金居,510.0,28.0,5.81,09/16,33717.0,92259.0,121442.0,119208,85557,274972.0,648543.0,432109.0,364530.0,491806.0
17,2376,技嘉,350.0,7.0,2.04,09/16,7573.0,21566.0,33851.0,106549,274580,221020.0,369408.0,100165.0,928013.0,637794.0
18,3376,新日興,176.5,3.5,2.02,09/16,8920.0,35272.0,58700.0,105624,117873,39663.0,72942.0,75915.0,113222.0,204007.0
19,6515,穎崴,6210.0,-100.0,-1.58,09/16,-10692.0,-10046.0,7900.0,104041,171984,174652.0,236267.0,-191181.0,-264626.0,-244696.0
20,2313,華通,225.0,6.5,2.97,09/16,42910.0,67051.0,88103.0,99806,207876,142453.0,867316.0,663064.0,999825.0,933510.0
21,6531,愛普*,949.0,59.0,6.63,09/16,33190.0,103810.0,105351.0,97224,60487,54074.0,39310.0,68643.0,62791.0,78462.0
22,2492,華新科,307.5,7.5,2.5,09/16,-13966.0,-9580.0,32626.0,96358,3595,190551.0,423213.0,343688.0,314870.0,149374.0
23,2884,玉山金,46.45,0.8,1.75,09/16,22204.0,29728.0,50625.0,94355,-234687,-344336.0,-504635.0,-601480.0,210700.0,-405624.0
24,00918,大華優利高填息30,35.68,0.25,0.71,09/16,14804.0,25909.0,35489.0,88542,117450,179889.0,38509.0,131523.0,121566.0,39614.0
25,00981A,主動統一台股增長,28.33,0.1,0.35,09/16,42722.0,61342.0,72349.0,80582,68334,-150534.0,-111073.0,-237822.0,-28379.0,-48581.0
26,2881,富邦金,153.0,2.0,1.32,09/16,34724.0,45506.0,44444.0,80023,226325,306720.0,-302200.0,-1457075.0,-1740830.0,-1375843.0
27,4938,和碩,89.0,0.7,0.79,09/16,21336.0,36682.0,45835.0,77814,82435,74550.0,-427223.0,598968.0,706615.0,464807.0
28,6223,旺矽,5600.0,160.0,2.94,09/16,12847.0,31847.0,50120.0,69666,109793,103090.0,670622.0,1210560.0,1027067.0,930234.0
29,6139,亞翔,707.0,-6.0,-0.84,09/16,9691.0,17909.0,40763.0,61425,23489,206811.0,598998.0,606581.0,546791.0,602175.0
30,3533,嘉澤,1510.0,-10.0,-0.66,09/16,9351.0,24663.0,40758.0,60213,28963,63004.0,248824.0,-336824.0,-452214.0,-292530.0
31,6147,頎邦,207.5,7.5,3.75,09/16,16513.0,18371.0,17913.0,55907,78215,49999.0,-610236.0,-210240.0,-248027.0,-186786.0
32,2891,中信金,70.8,1.1,1.58,09/16,24650.0,54892.0,40523.0,52626,149993,273047.0,-1202.0,511771.0,495093.0,701450.0
33,00685L,群益臺灣加權正2,11.73,0.18,1.56,09/16,-2342.0,32201.0,32363.0,51060,55934,124193.0,496453.0,482209.0,499841.0,483522.0
