排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,2344,華邦電,179.5,-3.5,-1.91,09/10,-362966.0,-707535.0,-965578.0,-1030877,-221894.0,-287849.0,-1418911.0,-347982.0,-358090.0,-145243.0
2,2408,南亞科,515.0,-8.0,-1.53,09/10,-84330.0,-269810.0,-474723.0,-557905,-1056215.0,-2363029.0,-368149.0,-689832.0,-671506.0,-593288.0
3,2454,聯發科,4720.0,95.0,2.05,09/10,-101085.0,-333588.0,-323132.0,-341388,-83295.0,948290.0,1074883.0,538402.0,356380.0,113496.0
4,3711,日月光投控,650.0,10.0,1.56,09/10,-61040.0,-285453.0,-354182.0,-280302,-463407.0,-113754.0,-1984181.0,-898178.0,-2788172.0,-895425.0
5,3653,健策,5790.0,30.0,0.52,09/10,-20234.0,-70391.0,-142343.0,-249623,-234130.0,-1039864.0,-739251.0,-963801.0,-501366.0,-1327044.0
6,3017,奇鋐,3460.0,80.0,2.37,09/10,-74435.0,-111600.0,-224151.0,-238270,-302301.0,-1236804.0,-1304980.0,-31726.0,-542185.0,-217701.0
7,2884,玉山金,44.95,0.7,1.58,09/10,25251.0,59554.0,-72227.0,-164748,-541818.0,-398898.0,-574211.0,-646220.0,139341.0,-474728.0
8,2382,廣達,336.0,-6.0,-1.75,09/10,-6659.0,-64350.0,-39962.0,-159951,-628028.0,-5145930.0,-4757892.0,-448462.0,-1432860.0,-983190.0
9,8299,群聯,2065.0,-20.0,-0.96,09/10,-120226.0,-222636.0,-205553.0,-158017,431347.0,1656442.0,1666807.0,3342469.0,3752952.0,3737710.0
10,2327,國巨*,572.0,7.0,1.24,09/10,12861.0,-1059.0,-105956.0,-141446,196460.0,631495.0,623343.0,938496.0,485314.0,535970.0
11,3081,聯亞,2830.0,-20.0,-0.7,09/10,2570.0,62282.0,-97028.0,-128124,-16616.0,-53340.0,374598.0,434953.0,273912.0,316569.0
12,2409,友達,31.2,0.7,2.3,09/10,-76918.0,-111398.0,-112255.0,-109891,-112002.0,-96793.0,-99940.0,-57885.0,728002.0,702265.0
13,1815,富喬,126.0,0.0,0.0,09/10,-28559.0,-22369.0,-67476.0,-91696,-365432.0,-558929.0,-572876.0,-267373.0,-425751.0,-287084.0
14,6770,力積電,73.5,1.1,1.52,09/10,-15260.0,-96529.0,-103253.0,-91605,-189475.0,-596283.0,-1928840.0,-216502.0,-448561.0,-235910.0
