排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00707R,期元大S&P日圓反1,31.62,-0.33,-1.03,09/04,-100.0,-100.0,-100.0,-100.0,-100.0,72.4,-1.03,-0.86,0.27,1.59,,-0.41
2,020000,富邦特選蘋果N,31.18,0.14,0.45,09/04,-99.0,-97.2,-97.3,-95.6,-76.4,-46.6,-21.1,-11.6,6.54,2.98,,-5.05
3,00986B,FT金融債10+,9.55,0.0,0.0,09/04,100.0,72.5,46.7,-87.2,-85.0,-90.2,-70.9,-24.2,,,,-5.08
4,00712,復華富時不動產,8.68,0.04,0.46,09/04,-62.6,-74.2,-82.3,-82.8,-80.5,-57.6,-1.15,-13.9,-8.04,-13.0,,-8.44
5,00673R,期元大S&P原油反1,11.26,-0.14,-1.23,09/04,-91.0,-85.8,-82.9,-82.1,-61.3,-60.1,-4.6,-13.5,-10.6,0.94,,-16.6
6,5310,天剛,24.1,0.0,0.0,09/04,0.0,0.0,-97.1,-77.1,-5.54,-1.87,-0.45,0.06,-0.22,-0.05,0.0,-0.07
7,2939,永邑-KY,20.0,0.3,1.52,09/04,-79.7,-79.5,-78.0,-76.1,-68.6,-46.1,-12.6,-5.47,-8.29,5.63,,-9.65
8,00985B,群益ESG投等債0-5,10.15,0.02,0.2,09/04,-38.4,-44.0,-44.3,-71.1,-62.4,-56.8,-16.2,-12.0,,,,-8.84
9,2891C,中信金丙特,61.3,-0.2,-0.33,09/04,0.0,0.0,-74.6,-69.6,-48.2,-39.4,-19.1,-24.2,-22.6,-9.55,,-23.6
10,009826,貝萊德世界股票,10.16,0.11,1.09,09/04,-1.27,-42.7,-58.4,-69.1,-70.4,-70.2,,,,,,
11,00982B,FT投資級債20+,9.48,0.04,0.42,09/04,-93.6,-88.7,-52.2,-67.0,-42.5,-70.2,-7.02,10.8,13.9,,,24.0
12,00646,元大S&P500,77.55,1.05,1.37,09/04,-73.5,-78.8,-67.8,-66.5,-68.6,-59.9,-20.0,-23.9,-13.7,-12.9,-13.3,-22.5
13,00918,大華優利高填息30,35.88,0.42,1.18,09/04,-41.2,-59.5,-60.4,-65.5,-61.4,-48.9,-9.46,-1.23,1.03,-19.4,,2.94
14,00896,中信綠能及電動車,28.4,0.54,1.94,09/04,-28.2,-62.6,-74.5,-64.1,-54.7,-34.7,-24.0,-22.1,-19.0,-9.9,,-15.6
15,00984D,主動聯博全球非投,9.9,-0.01,-0.1,09/04,-17.6,-29.4,-37.3,-63.6,-73.6,-76.2,-64.2,-60.2,,,,
16,009819,中信數據及電力,9.74,0.14,1.46,09/04,-23.7,-58.8,-62.0,-62.9,-54.0,12.3,14.0,,,,,
17,4129,聯合,81.5,0.3,0.37,09/04,-65.8,-75.2,-63.6,-62.5,-12.8,-11.0,-10.7,-17.2,-9.48,-2.22,-0.36,-14.1
18,00962,台新AI優息動能,15.66,0.38,2.49,09/04,-17.4,-67.8,-69.5,-61.6,-50.0,-44.2,-20.8,-10.6,0.91,,,-5.4
19,1516,川飛,14.35,0.0,0.0,09/04,0.0,-63.6,-42.7,-59.9,-50.9,-13.0,-2.51,-3.4,8.94,1.37,0.41,11.7
20,00921,兆豐龍頭等權重,24.73,0.31,1.27,09/04,-17.6,-48.2,-58.4,-58.9,-49.8,-19.3,6.22,32.0,48.4,0.15,,48.1
21,00953B,群益優選非投等債,9.57,0.01,0.1,09/04,-18.1,-20.9,-31.7,-58.2,-63.5,-46.3,-8.75,-5.7,-9.09,,,-8.97
22,00830,國泰費城半導體,80.95,1.55,1.95,09/04,-6.67,-25.3,-53.7,-56.2,-56.1,-32.6,-24.8,-2.66,-3.02,-6.26,,-15.8
23,00865B,國泰US短期公債,48.71,0.0,0.0,09/04,-65.8,-65.8,-60.6,-55.7,-61.6,-55.8,-22.3,-30.4,-33.1,-35.3,,-31.7
24,5287,數字,135.5,-0.5,-0.37,09/04,-40.9,-20.3,-44.2,-53.3,-48.7,-34.8,-14.8,-19.1,-15.5,-14.3,-2.48,-18.0
25,1227,佳格,28.55,0.0,0.0,09/04,-21.3,-30.6,-19.9,-53.1,-46.0,-22.2,9.62,6.05,3.53,1.1,-5.72,4.72
26,00406A,主動中信台灣收益,9.57,0.11,1.16,09/04,-47.0,-62.2,-63.6,-52.9,-47.2,-48.2,,,,,,
27,4746,台耀,45.35,-0.65,-1.41,09/04,-46.0,-52.5,-58.2,-52.4,-43.8,-17.0,-3.38,-4.74,-2.56,0.34,-0.31,-3.38
28,009803,玉山市值動能50,22.14,0.36,1.65,09/04,-56.0,-59.4,-67.0,-52.0,-39.6,-22.4,-28.1,-18.9,-17.7,,,-18.1
29,00998A,主動復華金融股息,18.09,0.28,1.57,09/04,-66.4,-54.0,-50.2,-48.5,-48.9,-40.0,-27.2,,,,,
30,7765,中華資安,221.5,-0.5,-0.23,09/04,-37.3,-55.8,-54.0,-48.0,-18.2,-0.84,-5.82,-5.34,,,,-3.54
31,1201,味全,12.25,0.1,0.82,09/04,-33.4,-40.0,-50.5,-47.8,-25.8,-16.4,-2.94,-6.45,-5.55,-7.73,-1.78,-5.6
32,00719B,元大美債1-3,31.04,0.02,0.06,09/04,-51.3,-47.5,-35.4,-46.3,-54.8,-32.7,-0.23,-5.61,-6.59,-7.37,,-7.21
33,1726,永記,77.4,0.5,0.65,09/04,7.14,-8.98,-30.2,-46.3,-24.5,-24.0,-13.5,-12.6,-5.58,-3.7,-0.25,-9.98
34,2762,世界健身-KY,81.9,0.1,0.12,09/04,-23.5,-44.4,-44.7,-45.2,-18.6,-15.4,-3.56,-1.21,19.8,,,-1.59
35,2887I,台新新光辛特,9.52,0.0,0.0,09/04,-46.2,-50.6,-46.1,-44.8,-39.9,-31.7,-0.09,-0.98,-5.48,,,-3.37
36,3596,智易,159.5,2.5,1.59,09/04,-6.73,-51.6,-38.8,-44.5,-41.0,-52.4,-7.89,-7.86,-12.7,-0.44,0.23,-10.9
37,00662,富邦NASDAQ,120.55,2.1,1.77,09/04,23.3,-21.3,-32.6,-44.4,-47.3,-33.8,-30.7,-27.7,-26.6,-21.2,-20.9,-28.8
38,0055,元大MSCI金融,49.0,0.8,1.66,09/04,-27.8,-54.8,-47.2,-44.4,-30.0,-20.4,-8.29,-6.97,-5.29,6.0,0.45,-7.63
39,9911,櫻花,81.2,-0.9,-1.1,09/04,-68.8,-58.0,-40.2,-44.0,-31.6,-14.1,-0.76,-2.73,-0.56,0.14,-0.02,0.22
40,1611,中電,11.75,0.1,0.86,09/04,-36.1,-50.7,-49.1,-43.9,-25.1,-15.0,-9.08,-4.45,-1.7,-0.01,0.01,-1.12
41,2707,晶華,179.0,0.5,0.28,09/04,-43.1,-34.4,-28.6,-42.6,-34.1,-3.32,15.8,-0.94,-3.33,-1.34,-0.45,-3.79
42,0053,元大電子,243.65,3.95,1.65,09/04,-2.15,-65.6,-66.0,-42.6,-37.4,-18.8,-23.9,-16.7,-13.6,-7.71,10.8,-13.5
43,020033,統一恒生科期N,3.64,0.08,2.25,09/04,-93.3,-28.6,-2.9,-42.2,-51.3,-22.6,47.8,27.1,-6.6,-1.33,,20.3
44,5906,台南-KY,38.0,0.0,0.0,09/04,0.0,0.0,-36.5,-42.1,11.2,19.2,5.08,3.82,2.34,-0.87,0.09,4.13
45,5388,中磊,75.6,0.5,0.67,09/04,-19.6,-42.5,-41.1,-41.2,-39.2,-44.2,-10.5,-4.1,-7.75,-3.57,-0.82,-6.68
46,009805,台新美國電力基建,15.04,0.26,1.76,09/04,35.7,15.0,5.47,-41.1,-44.6,-15.5,15.0,3.25,-15.8,,,-11.5
47,2949,欣新網,60.8,0.0,0.0,09/04,0.0,0.0,0.0,-40.3,8.82,2.68,0.0,0.0,-0.28,,,0.0
48,9917,中保科,106.5,0.5,0.47,09/04,13.5,-6.84,-17.2,-40.0,-10.2,1.37,-0.82,3.47,-0.9,0.46,0.01,-1.96
49,2608,嘉里大榮,28.5,0.05,0.18,09/04,-40.5,-39.2,-39.4,-39.0,-21.2,-28.3,-1.88,-9.84,-12.1,-4.7,-1.51,-12.2
50,1737,臺鹽,30.65,0.0,0.0,09/04,-15.7,-30.3,-38.5,-39.0,-41.3,-23.9,-9.89,-3.76,-3.98,1.49,-3.14,-3.13
51,00951,台新日本半導體,17.0,0.61,3.72,09/04,38.1,37.5,-35.0,-38.7,-25.0,-16.7,-11.4,2.78,8.41,,,-4.21
52,1268,漢來美食,182.0,0.5,0.28,09/04,-34.6,-39.4,-43.3,-38.6,-34.0,-8.3,4.92,2.51,2.17,-1.51,,2.02
53,8937,合騏*,30.0,0.9,3.09,09/04,2.05,1.06,-63.3,-38.3,-23.6,-19.8,-14.6,-2.78,-2.45,-0.77,-0.46,-4.29
54,00985D,主動貝萊德優投等,9.82,0.02,0.2,09/04,-43.0,-37.0,-30.2,-38.2,-29.7,-60.6,-53.2,,,,,
55,2538,基泰,8.89,0.0,0.0,09/04,-9.66,-16.0,-30.1,-37.5,-21.9,-22.5,-13.4,-5.79,-5.71,-1.59,-1.45,-5.86
56,9934,成霖,11.1,0.05,0.45,09/04,-36.1,-44.6,-40.1,-37.4,-20.2,0.85,5.9,1.89,0.48,0.55,0.26,1.17
57,8905,裕國,35.0,0.8,2.34,09/04,8.43,4.95,-41.7,-37.4,-13.4,-8.65,-8.44,-4.34,-1.49,-0.5,-0.03,-1.51
58,5531,鄉林,7.34,-0.13,-1.74,09/04,-19.6,-10.8,-28.8,-37.3,-41.6,-29.0,-10.8,-9.24,-7.32,-1.59,-0.55,-8.47
59,00964,中信亞太高股息,15.04,0.17,1.14,09/04,-16.3,-34.0,-47.2,-37.2,-14.6,10.7,-3.37,-7.07,-9.99,,,-9.3
60,2439,美律,77.9,0.3,0.39,09/04,-36.0,-35.8,-38.1,-36.4,-14.7,-17.3,-19.0,-15.7,-10.1,-1.62,-0.92,-14.7
61,00930,永豐ESG低碳高息,24.31,0.31,1.29,09/04,-22.0,-38.2,-54.8,-36.2,-23.3,3.45,16.6,38.9,50.2,-0.71,,47.7
62,8112,至上,90.5,1.2,1.34,09/04,-22.6,-37.4,-41.5,-36.0,-19.3,5.58,0.67,0.29,-0.93,-0.24,-0.24,-0.28
63,3413,京鼎,282.5,2.5,0.89,09/04,-17.1,-23.3,-16.6,-35.8,-32.8,-23.6,3.92,3.47,-0.23,0.01,0.46,2.02
64,1531,高林股,12.05,0.15,1.26,09/04,13.0,-0.78,-34.3,-35.6,-13.2,-9.02,-4.33,-0.12,-0.66,-0.61,-2.45,0.21
65,1342,八貫,102.5,0.5,0.49,09/04,-36.4,-45.6,-42.2,-35.4,-18.6,-1.16,1.7,2.83,3.12,1.43,,4.35
66,00770,國泰北美科技,68.15,1.15,1.72,09/04,30.6,-24.1,-44.4,-35.4,-39.8,-35.4,2.1,22.0,4.84,-4.95,,0.67
67,6988,威力暘-創,11.85,0.55,4.87,09/04,-48.0,-40.3,-40.5,-35.3,-34.4,-35.4,-11.2,-6.83,-3.31,,,-6.77
68,4123,晟德,30.15,-0.4,-1.31,09/04,-21.8,-34.3,-34.5,-35.1,-37.9,-17.8,-4.65,-9.7,-4.03,-1.72,-1.12,-4.81
69,3217,優群,134.0,0.0,0.0,09/04,-44.1,-47.5,-47.1,-35.0,-31.9,-34.1,-13.1,-3.69,-5.4,-1.37,0.0,-5.2
70,4163,鐿鈦,137.0,-2.0,-1.44,09/04,-43.2,-16.1,-19.8,-34.7,-13.3,6.38,-0.83,-1.28,-1.8,-2.25,-2.43,-1.34
71,5258,虹堡,45.75,0.65,1.44,09/04,20.6,-33.9,-21.7,-34.6,-13.2,-20.0,-0.12,-4.74,-1.93,0.09,,-4.15
72,1598,岱宇,20.2,0.3,1.51,09/04,-22.2,-25.8,-30.6,-34.5,6.96,5.03,5.86,2.62,-0.58,-2.53,,0.02
73,2397,友通,62.2,0.8,1.3,09/04,-5.83,-36.0,-32.5,-34.4,-29.9,-1.73,8.51,8.58,5.98,1.09,0.22,7.98
74,1760,寶齡富錦,56.3,0.0,0.0,09/04,-6.45,-16.2,-32.0,-34.1,-23.9,-15.6,-0.62,-3.14,-1.82,0.52,,-1.83
75,4167,松瑞藥,19.15,0.15,0.79,09/04,-19.4,-30.7,-29.3,-33.7,-20.4,7.93,4.08,3.69,0.2,0.0,0.12,2.13
76,5519,隆大,27.35,0.1,0.37,09/04,8.71,-17.2,-34.7,-33.4,-12.6,-2.18,-6.31,-7.27,0.9,0.14,0.13,-4.0
77,5364,力麗店,8.39,-0.03,-0.36,09/04,-71.1,-58.8,-56.8,-32.8,-27.3,-19.0,-4.16,-0.71,-0.3,-0.17,-0.15,-0.54
78,6945,圓祥生技,95.6,-1.8,-1.85,09/04,-4.04,-1.24,-18.7,-32.7,-3.59,-3.65,-0.51,,,,,
79,2504,國產,31.25,-0.25,-0.79,09/04,-36.8,-25.4,-25.5,-32.3,-15.6,3.67,-1.18,-12.8,-12.0,0.75,0.93,-11.6
80,00708L,期元大S&P黃金正2,83.55,1.5,1.83,09/04,17.4,-0.32,-18.8,-32.1,-22.5,-11.7,-13.0,-8.62,-6.58,-4.5,,-6.96
81,020034,元大IC設計N,15.37,-0.16,-1.03,09/04,-93.0,-58.1,-53.7,-32.0,-1.74,-1.43,4.68,1.32,17.0,5.27,,14.6
82,8083,瑞穎,158.0,0.5,0.32,09/04,-44.7,-12.1,-30.6,-31.9,-23.4,-8.9,-5.41,-4.73,-2.34,-0.6,-0.27,0.68
83,9914,美利達,79.3,-0.3,-0.38,09/04,-10.9,-27.9,-35.9,-31.8,-24.0,1.27,4.41,1.09,0.89,0.62,0.42,4.06
84,2832,台產,58.5,0.5,0.86,09/04,-12.0,-17.8,-28.6,-31.8,-22.2,-3.98,8.77,2.23,5.9,2.75,0.74,-0.76
85,3622,洋華,52.7,0.0,0.0,09/04,-26.9,-44.0,-44.3,-31.6,-11.4,-15.7,-10.1,-6.09,-1.63,-0.37,-0.18,-6.34
86,4105,東洋,77.0,-0.3,-0.39,09/04,-58.1,-45.1,-39.4,-31.5,-19.2,-4.33,1.0,-11.1,0.23,0.62,-0.96,-8.59
87,2506,太設,8.53,-0.01,-0.12,09/04,-15.9,-35.0,-29.5,-31.4,-36.4,-8.9,-3.84,-0.12,-0.92,0.06,-1.08,0.46
88,00635U,期元大S&P黃金,46.21,0.45,0.98,09/04,30.1,20.0,-19.4,-31.4,-15.3,0.7,-7.64,-3.05,-12.7,-9.97,-5.51,-10.9
