排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00689R,國泰20年美債反1,22.93,0.03,0.13,100,09/21,,,,-100.0,,,-100.0,-100.0,-100.0,-100.0
2,00703,台新MSCI中國,18.99,0.11,0.58,17,09/21,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
3,00731,復華富時高息低波,99.65,0.6,0.61,560,09/21,,-100.0,-100.0,-100.0,-100.0,,-100.0,-100.0,-100.0,-100.0
4,00741B,富邦全球非投等債,36.91,-0.02,-0.05,115,09/21,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
5,00849B,中信EM主權債0-5,37.17,-0.1,-0.27,504,09/21,,,,-100.0,,,,,,
6,00938,凱基優選30,27.32,0.29,1.07,159,09/21,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
7,1726,永記,76.7,-0.2,-0.26,24,09/21,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,,
8,6655,科定,124.5,1.5,1.22,40,09/21,,-100.0,-100.0,-100.0,,-100.0,,,-100.0,
9,00714,群益道瓊美國地產,20.94,-0.18,-0.85,119,09/21,-33.3,-33.3,0.0,-93.5,-93.5,-93.5,-60.0,-99.0,-97.8,-99.4
10,00987D,主動統一美債量化,9.87,-0.03,-0.3,1455,09/21,-50.0,-50.0,-50.0,-85.7,-83.3,,,,,
11,3226,龍鋒,57.5,0.6,1.05,66,09/21,100.0,100.0,100.0,-84.6,-83.3,-77.8,100.0,-77.8,-90.9,-88.2
12,00912,中信臺灣智慧50,36.42,0.27,0.75,171,09/21,0.0,-81.2,-81.2,-81.2,-80.0,-90.6,-57.1,-92.9,-82.4,-89.7
13,00681R,元大美債20反1,21.86,0.05,0.23,5,09/21,0.0,0.0,0.0,-77.8,-33.3,-33.3,-75.0,-81.8,-97.7,-81.8
14,3229,晟鈦,60.2,-4.2,-6.52,6844,09/21,8.98,21.7,23.3,-67.3,-44.8,,,,,
15,00696B,富邦美債20年,27.93,-0.06,-0.21,1611,09/21,0.0,-64.7,-64.7,-64.7,-64.7,-64.7,-61.1,-73.1,-88.0,-83.8
16,00700,富邦恒生國企,17.02,0.1,0.59,77,09/21,0.0,-20.0,-62.4,-63.9,-69.4,-71.1,-76.0,-77.3,-42.9,-66.2
17,00862B,中信投資級公司債,30.29,-0.1,-0.33,729,09/21,0.0,-63.6,-63.6,-63.6,-63.6,-63.6,-50.0,-63.6,-60.0,-60.0
18,00968B,元大優息投等債,8.93,-0.01,-0.11,1581,09/21,0.0,-10.2,-10.2,-59.6,-10.2,2.33,-40.5,-40.5,-75.8,-61.4
19,00858,永豐美國500大,35.93,0.11,0.31,384,09/21,0.0,-41.0,-56.6,-56.6,-59.6,-56.6,-32.4,-77.2,-86.7,-84.1
20,00996A,主動兆豐台灣豐收,14.2,0.13,0.92,4685,09/21,-51.6,-51.8,-50.3,-52.2,-53.4,-55.7,-71.8,,,
21,00890B,凱基ESGBBB債15+,31.07,-0.06,-0.19,107,09/21,0.0,0.0,-50.0,-50.0,-50.0,-50.0,-40.0,-25.0,-25.0,50.0
22,00901,永豐智能車供應鏈,47.66,0.82,1.75,317,09/21,-50.0,-50.0,-50.0,-50.0,0.0,-50.0,-80.0,-91.7,-75.0,-99.7
23,4305,世坤,42.15,-0.55,-1.29,2,09/21,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,-94.1,-93.8,-90.9
24,4560,強信-KY,29.0,0.15,0.52,167,09/21,-1.27,-48.7,-49.0,-49.0,-51.1,-45.5,-44.3,-43.1,-38.1,28.9
25,00857B,永豐20年美公債,22.42,-0.03,-0.13,1254,09/21,0.0,0.0,0.0,-47.1,-47.1,-66.4,-89.2,-92.2,-97.8,-96.8
26,00960,野村全球航運龍頭,22.71,-0.11,-0.48,682,09/21,-46.4,-49.1,-54.3,-46.8,-54.6,-69.1,26.9,-46.1,-90.9,-86.0
27,6952,大武山,38.75,-0.6,-1.52,58,09/21,-38.6,-35.7,-35.7,-46.0,-46.0,-56.5,-27.0,12.5,-34.1,-49.1
28,00900,富邦特選高股息30,19.83,-0.01,-0.05,4220,09/21,-19.1,-19.6,-45.0,-45.3,-20.6,-59.3,-69.5,-79.8,-95.8,-93.9
29,6281,全國電,51.0,-0.1,-0.2,24,09/21,0.0,-28.6,-47.4,-44.4,-41.2,-41.2,-84.8,-65.5,66.7,0.0
30,00920,富邦ESG綠色電力,24.76,-0.06,-0.24,443,09/21,0.0,-7.14,-13.3,-43.5,0.0,0.0,-38.1,-94.9,,-91.0
31,00865B,國泰US短期公債,48.76,-0.05,-0.1,2811,09/21,0.0,-38.5,-42.9,-42.9,0.0,-84.0,,33.3,167.0,-42.9
32,6581,鋼聯,109.5,0.0,0.0,9,09/21,0.0,0.0,-14.3,-41.9,200.0,260.0,80.0,-25.0,-40.0,-21.7
33,2063,世鎧,23.8,-0.1,-0.42,17,09/21,-41.7,-41.7,-41.7,-41.7,-42.6,-44.9,-30.7,-17.6,-44.4,-47.4
34,00666R,富邦恒生國企反1,9.18,-0.1,-1.08,281,09/21,-38.0,-38.0,-39.7,-40.6,-41.2,-65.6,13.7,-19.6,-67.4,-60.4
35,7823,奧義賽博-KY創,82.1,1.1,1.36,23,09/21,0.0,-6.67,-22.2,-36.4,600.0,1300.0,,,,
36,00676R,富邦臺灣加權反1,5.27,-0.06,-1.13,3619,09/21,-2.65,-32.8,-36.0,-35.8,-33.8,-23.4,-12.9,13.5,-19.3,29.3
