單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"9,882,509,551","5,646,973,463","4,235,536,088"
自營商(避險),"23,087,221,537","25,984,327,204","-2,897,105,667"
投信,"12,394,374,441","23,803,693,688","-11,409,319,247"
外資及陸資(不含外資自營商),"266,255,890,893","300,057,954,548","-33,802,063,655"
外資自營商,0,0,0
合計,"311,619,996,422","355,492,948,903","-43,872,952,481"
