排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,00870B,元大15年EM主權債,27.36,0.18,0.66,09/23,100.0,50.0,97.6,65.2,47.6,37.2,39.3,1.0,2.06,3.29,,1.47
2,1590,亞德客-KY,1230.0,-30.0,-2.38,09/23,89.8,92.2,92.1,93.5,90.3,85.3,75.1,75.3,72.1,72.4,55.3,73.3
3,2207,和泰車,520.0,-1.0,-0.19,09/23,87.5,85.6,88.4,82.7,68.5,69.7,61.3,57.7,62.2,66.0,60.8,59.8
4,1215,卜蜂,105.5,0.5,0.48,09/23,89.2,87.6,87.2,78.4,75.3,66.1,50.4,46.2,48.5,42.4,24.2,46.0
5,00661,元大日經225,86.2,0.7,0.82,09/23,0.0,89.8,85.1,80.0,72.2,57.3,24.6,12.2,5.65,3.15,2.65,8.08
6,2633,台灣高鐵,25.6,0.0,0.0,09/23,79.5,88.2,84.2,89.9,83.8,75.0,62.8,72.6,70.1,58.9,,72.0
7,00656R,國泰中國A50反1,5.9,0.09,1.55,09/23,85.5,83.2,83.0,49.1,53.2,11.5,2.66,1.53,3.09,2.44,3.81,1.32
8,5871,中租-KY,108.0,0.0,0.0,09/23,81.6,81.6,82.3,81.3,73.7,67.7,56.6,57.5,53.2,58.0,56.1,55.0
9,910322,康師傅-DR,23.05,0.0,0.0,09/23,78.4,76.0,78.2,75.7,71.6,50.4,14.0,30.0,18.0,2.62,1.21,23.2
10,2504,國產,31.1,-0.05,-0.16,09/23,63.4,69.1,76.6,63.9,65.4,57.2,47.3,49.8,49.0,41.7,25.8,49.0
11,3596,智易,152.0,-2.5,-1.62,09/23,85.9,83.8,76.3,74.6,66.8,70.0,61.5,50.1,57.1,43.8,22.9,54.9
12,5522,遠雄,60.9,-1.0,-1.62,09/23,83.9,76.8,75.7,63.4,69.4,68.6,51.3,52.4,49.8,42.4,40.6,50.8
13,2015,豐興,64.2,0.0,0.0,09/23,62.8,78.3,75.4,75.5,74.9,61.6,51.9,43.3,43.6,42.3,38.6,43.8
14,2890,永豐金,45.05,-0.35,-0.77,09/23,83.5,82.4,75.0,75.6,75.6,68.0,64.0,56.1,54.2,52.0,46.6,56.1
15,1907,永豐餘,28.45,-0.55,-1.9,09/23,80.9,72.6,74.3,75.9,65.1,59.4,41.6,39.7,41.2,41.4,25.6,41.4
16,3130,一零四,208.5,-0.5,-0.24,09/23,72.5,69.2,73.4,73.3,61.7,56.4,68.5,60.0,55.1,51.1,48.6,56.4
17,2891,中信金,68.9,-0.7,-1.01,09/23,88.8,83.8,72.7,70.7,66.7,68.9,60.5,57.9,56.5,51.4,49.6,58.7
18,1707,葡萄王,87.1,0.2,0.23,09/23,59.8,70.4,71.9,75.4,71.0,77.1,57.0,49.0,46.2,37.0,26.8,47.0
