證券代號,證券名稱,交易別,成交價,成交股數,成交金額
1216,統一,配對交易,75.50,"314,000","23,707,000"
1216,統一,配對交易,75.49,"217,000","16,381,330"
1590,亞德客-KY,配對交易,"1,388.56","28,550","39,643,388"
1590,亞德客-KY,配對交易,"1,388.54","39,450","54,777,903"
2303,聯電,配對交易,129.90,"120,000","15,588,000"
2317,鴻海,配對交易,255.94,"118,000","30,200,920"
2330,台積電,配對交易,"2,405.22","12,000","28,862,640"
2383,台光電,配對交易,"5,297.50","4,000","21,190,000"
3006,晶豪科,配對交易,280.00,"1,600,000","448,000,000"
3037,欣興,配對交易,919.23,"50,000","45,961,500"
3044,健鼎,配對交易,485.84,"87,000","42,268,080"
3044,健鼎,配對交易,484.00,"100,062","48,430,008"
3044,健鼎,配對交易,483.00,"60,938","29,433,054"
3044,健鼎,配對交易,481.75,"40,000","19,270,000"
3661,世芯-KY,配對交易,"4,050.00","8,000","32,400,000"
6669,緯穎,配對交易,"2,475.00","640,000","1,584,000,000"
總計,,,,"3,439,000","2,480,113,823"
