證券代號,證券名稱,交易別,成交價,成交股數,成交金額
00919,群益台灣精選高息,配對交易,35.58,"1,000,000","35,580,000"
1216,統一,配對交易,75.85,"357,000","27,078,450"
1477,聚陽,配對交易,195.65,"85,000","16,630,250"
2308,台達電,配對交易,"1,788.61","15,000","26,829,150"
2308,台達電,配對交易,"1,772.50","12,000","21,270,000"
2313,華通,配對交易,240.71,"74,000","17,812,540"
2313,華通,配對交易,240.67,"80,000","19,253,600"
2317,鴻海,配對交易,252.25,"465,000","117,296,250"
2330,台積電,配對交易,"2,390.00","139,000","332,210,000"
2330,台積電,配對交易,"2,389.92","23,970","57,286,382"
2330,台積電,配對交易,"2,389.91","27,030","64,599,267"
2330,台積電,配對交易,"2,385.00","585,000","1,395,225,000"
2344,華邦電,配對交易,175.75,"108,000","18,981,000"
2357,華碩,配對交易,989.08,"25,000","24,727,000"
2454,聯發科,配對交易,"4,290.00","190,170","815,829,300"
2812,台中銀,配對交易,21.30,"501,000","10,671,300"
2834,臺企銀,配對交易,15.55,"680,000","10,574,000"
2881,富邦金,配對交易,145.75,"217,000","31,627,750"
2881,富邦金,配對交易,143.00,"1,295,000","185,185,000"
2882,國泰金,配對交易,113.75,"204,000","23,205,000"
2885,元大金,配對交易,60.10,"600,000","36,060,000"
2890,永豐金,配對交易,42.76,"356,000","15,222,560"
2891,中信金,配對交易,67.36,"789,570","53,185,435"
2891,中信金,配對交易,67.34,"908,430","61,173,676"
2891,中信金,配對交易,66.30,"5,176,000","343,168,800"
3017,奇鋐,配對交易,"3,556.87","7,000","24,898,090"
3017,奇鋐,配對交易,"3,336.76","10,000","33,367,600"
3044,健鼎,配對交易,492.92,"104,000","51,263,680"
6669,緯穎,配對交易,"2,610.00","50,000","130,500,000"
總計,,,,"14,084,170","4,000,711,081"
