單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,206,863,465","8,700,559,652","1,506,303,813"
自營商(避險),"28,555,646,831","23,691,889,400","4,863,757,431"
投信,"14,622,025,006","14,332,573,478","289,451,528"
外資及陸資(不含外資自營商),"360,764,023,041","304,551,069,238","56,212,953,803"
外資自營商,0,0,0
合計,"414,148,558,343","351,276,091,768","62,872,466,575"
