代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2542,興富發,46.85,0.95,2.07,26W38,09/17,-3,-25854,-22.0,-1.2,20,171142,15.3,7.95,1,285,0.67,0.01,-2,-7946,-9.64,-0.37
2855,統一證,52.5,0.9,1.74,26W38,09/17,-10,-23784,-10.9,-1.49,16,109272,17.2,6.82,0,0,0.0,0.0,6,15101,12.8,0.94
00645,富邦日本,57.55,0.15,0.26,26W38,09/17,-6,-502,-12.8,-1.16,10,1032,13.8,2.37,-2,-289,-24.3,-0.67,-2,-190,-15.9,-0.44
00662,富邦NASDAQ,119.2,0.8,0.68,26W38,09/17,4,648,1.28,0.07,10,1520,0.91,0.17,-25,-179119,-32.3,-19.5,-25,-170408,-30.8,-18.5
009814,富邦標普500,11.31,0.03,0.27,26W38,09/17,-7,-1596,-5.23,-1.04,10,11665,24.9,7.62,-7,-9213,-30.2,-6.02,-5,-4962,-22.5,-3.24
2884,玉山金,47.3,0.85,1.83,26W38,09/17,-2,-25496,-5.31,-0.14,10,184014,7.98,1.04,2,1868,0.39,0.01,3,77398,9.66,0.44
3491,昇達科,1485.0,45.0,3.12,26W38,09/17,-7,-3685,-6.35,-5.36,10,2659,2.9,3.86,1,32,0.56,0.05,1,15,0.26,0.02
2379,瑞昱,715.0,-5.0,-0.69,26W38,09/17,2,5218,20.3,1.01,9,6120,4.26,1.19,-2,-443,-1.72,-0.09,2,4908,19.1,0.95
2610,華航,20.35,0.4,2.01,26W38,09/17,-1,-11059,-19.3,-0.18,9,37746,2.68,0.62,2,346,0.28,0.01,-1,-8726,-15.2,-0.14
00980A,主動野村臺灣優選,24.05,-0.03,-0.12,26W38,09/17,-1,-3747,-15.9,-0.47,8,75852,14.6,9.6,-1,-3254,-13.8,-0.41,-1,-5255,-22.3,-0.67
