排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00768B,復華20年美債,47.7,-0.06,-0.13,09/02,0.0,621.0,621.0,621.0,459.0,455.0,199.0,199.0,149.0,-25.8
2,009802,富邦旗艦50,19.75,-0.74,-3.61,09/02,45.3,421.0,421.0,421.0,421.0,421.0,78.0,440.0,241.0,440.0
3,3229,晟鈦,51.2,0.3,0.59,09/02,17.1,45.5,60.0,380.0,,,,,,
4,00712,復華富時不動產,8.61,-0.07,-0.81,09/02,15.3,51.4,51.9,321.0,238.0,161.0,108.0,79.1,72.5,236.0
5,009829,大華韓國KOSPI50,10.2,-0.26,-2.49,09/02,59.8,59.8,141.0,271.0,,,,,,
6,00985D,主動貝萊德優投等,9.78,0.0,0.0,09/02,258.0,258.0,258.0,258.0,258.0,274.0,,,,
7,00749B,凱基新興債10+,30.7,0.04,0.13,09/02,250.0,250.0,250.0,250.0,250.0,367.0,1300.0,,,
8,00918,大華優利高填息30,35.48,0.19,0.54,09/02,32.4,137.0,174.0,211.0,277.0,133.0,-25.3,48.3,18.0,-56.9
9,6176,瑞儀,92.3,0.2,0.22,09/02,-1.79,8.08,26.4,182.0,,-9.09,-92.0,-19.2,-25.4,-73.2
10,3313,斐成,10.95,0.05,0.46,09/02,2.33,15.8,25.7,159.0,1367.0,,,25.7,-88.5,-78.9
11,00404A,主動聯博動能50,9.8,-0.06,-0.61,09/02,155.0,155.0,155.0,155.0,144.0,340.0,,,,
12,3049,精金,13.05,-0.25,-1.88,09/02,-1.97,2.34,35.4,138.0,,,,,,
13,009814,富邦標普500,11.28,-0.05,-0.44,09/02,0.0,0.0,0.0,124.0,120.0,128.0,128.0,3333.0,,
14,6934,心誠鎂,76.1,1.3,1.74,09/02,33.3,33.3,33.3,100.0,100.0,,,,,
15,00708L,期元大S&P黃金正2,77.85,-4.2,-5.12,09/02,2.98,23.2,93.6,99.5,96.6,146.0,122.0,250.0,213.0,1311.0
16,4764,雙鍵,240.0,-7.0,-2.83,09/02,5.3,16.3,24.3,97.0,50.9,13.6,52.1,30.0,1502.0,83.5
17,1444,力麗,7.2,0.12,1.69,09/02,1.35,-3.23,12.8,85.2,,,4900.0,-92.4,-98.6,-96.8
18,2368,金像電,1175.0,-50.0,-4.08,09/02,4.94,7.28,36.6,76.9,99.4,523.0,92.5,-50.2,-29.0,-59.4
19,7795,長廣,515.0,-23.0,-4.28,09/02,11.1,14.1,25.0,76.5,40.9,624.0,,,,
20,3605,宏致,127.0,1.5,1.2,09/02,37.4,25.8,52.2,75.6,92.8,65.3,-44.6,-47.3,-6.45,-39.5
21,1597,直得,148.5,4.0,2.77,09/02,10.3,3.69,30.3,71.2,74.9,29.2,26.1,26.0,-20.2,-17.7
22,6613,朋億*,264.5,-9.5,-3.47,09/02,13.7,28.2,47.1,69.7,91.7,225.0,244.0,78.9,66.5,72.6
23,7805,威聯通,523.0,13.0,2.55,09/02,13.6,27.5,42.7,67.0,114.0,63.7,209.0,,,
24,6257,矽格,216.0,-5.5,-2.48,09/02,20.5,32.0,55.9,65.4,77.9,110.0,-25.9,-34.1,32.0,-19.3
25,6449,鈺邦,225.0,-11.0,-4.66,09/02,6.75,2.59,1.16,64.8,89.5,119.0,90.4,-30.1,-20.3,-37.6
26,4908,前鼎,218.0,-11.5,-5.01,09/02,31.4,23.1,40.3,64.4,73.0,78.1,-25.1,-34.9,-21.6,-29.1
27,009824,群益美國科技巨頭,9.93,-0.03,-0.3,09/02,0.0,0.0,19.6,64.4,75.7,23.4,,,,
28,8996,高力,1265.0,90.0,7.66,09/02,4.91,11.4,24.4,63.9,153.0,525.0,731.0,564.0,-17.6,402.0
29,00673R,期元大S&P原油反1,11.37,-0.52,-4.37,09/02,50.8,56.7,56.7,56.7,67.3,91.2,8.77,194.0,796.0,
