排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,020001,富邦存股雙十N,28.5,0.0,0.0,09/11,,100.0,100.0,100.0,100.0,100.0,76.5,95.8,90.9,34.6,,89.3
2,020012,富邦行動通訊N,23.21,0.0,0.0,09/11,,,100.0,100.0,100.0,60.0,89.6,76.6,71.6,54.2,,69.2
3,020032,元大綠能N,10.16,0.0,0.0,09/11,,,100.0,100.0,100.0,100.0,85.5,65.8,45.0,26.5,,50.7
4,020028,元大特選電動車N,20.5,0.0,0.0,09/11,,100.0,97.8,96.3,96.8,96.9,78.4,70.0,38.5,50.5,,72.3
5,020031,統一IC設計臺灣N,10.63,-0.3,-2.74,09/11,100.0,100.0,100.0,91.8,46.3,54.3,14.9,-1.43,14.3,19.2,,13.7
6,020029,元大ESG高股息N,20.22,0.11,0.55,09/11,100.0,50.0,88.9,88.9,86.4,83.7,67.5,69.2,70.4,41.5,,69.0
7,020025,統一亞洲半導體N,38.52,-1.36,-3.41,09/11,54.6,80.0,86.0,81.8,86.8,79.5,-25.8,-0.86,-12.2,20.8,,-11.0
8,2881B,富邦金乙特,60.9,0.0,0.0,09/11,98.5,63.5,42.9,76.9,37.8,29.9,1.32,-0.39,0.97,-2.44,,1.56
9,00836B,永豐10年A公司債,27.3,-0.17,-0.62,09/11,63.0,60.8,68.2,72.9,72.6,37.4,18.9,16.8,74.2,82.7,,80.4
10,00788B,元大10年IG電能債,28.5,-0.19,-0.66,09/11,77.5,65.3,58.5,69.2,67.2,60.0,56.1,58.2,45.2,-2.24,,50.2
11,020039,元大加權N,14.76,-0.24,-1.6,09/11,100.0,16.7,33.3,67.7,89.5,87.2,49.2,50.4,34.7,,,40.1
12,00666R,富邦恒生國企反1,9.25,0.05,0.54,09/11,95.4,78.1,68.8,67.3,21.0,-22.0,-29.4,-14.7,-0.71,-2.08,-2.26,-7.63
13,00641R,富邦日本反1,3.75,0.03,0.81,09/11,33.0,36.0,43.5,67.1,46.8,11.0,-7.12,-3.08,-3.75,-3.67,-2.5,-0.02
14,00900,富邦特選高股息30,19.52,0.06,0.31,09/11,82.3,64.0,68.9,64.5,73.0,69.1,57.1,58.5,28.1,16.8,,56.1
15,00654R,富邦印度反1,6.99,0.07,1.01,09/11,48.8,60.5,49.4,64.0,56.9,51.2,18.5,14.5,20.9,4.65,-1.41,17.6
16,2752,豆府,177.0,-2.5,-1.39,09/11,0.0,0.0,0.0,62.4,39.2,17.5,7.47,1.8,2.25,-0.59,,2.33
17,009818,華南永昌NASDAQxT,19.8,-0.12,-0.6,09/11,82.2,82.8,49.2,61.7,65.2,62.7,62.7,,,,,
18,00669R,國泰美國道瓊反1,5.28,0.03,0.57,09/11,65.9,28.7,41.8,60.9,51.8,30.4,7.69,12.1,6.94,5.55,,13.2
19,00986B,FT金融債10+,9.41,-0.06,-0.63,09/11,71.9,64.1,64.1,60.6,-69.5,-68.9,-77.8,-24.8,,,,-4.9
20,020038,元大ESG配息N,15.62,0.12,0.77,09/11,100.0,100.0,70.6,59.0,19.3,31.7,58.4,46.5,56.7,25.0,,51.2
21,00861,元大全球未來通訊,84.85,-1.25,-1.45,09/11,52.8,65.4,63.0,57.1,37.0,25.6,-9.74,2.62,9.16,26.2,,7.73
22,00402A,主動安聯美國科技,9.46,-0.08,-0.84,09/11,62.3,41.9,46.0,57.1,30.5,34.4,36.0,,,,,
23,9926,新海,49.4,-0.05,-0.1,09/11,-11.1,-9.99,13.3,56.7,27.3,8.84,22.1,6.31,2.52,1.33,0.94,3.7
24,2597,潤弘,169.0,-3.0,-1.74,09/11,15.2,26.5,56.4,56.6,47.2,39.7,11.8,8.15,7.12,3.32,1.73,6.77
25,00706L,期元大S&P日圓正2,20.09,-0.18,-0.89,09/11,71.6,62.6,60.6,55.8,44.0,37.9,36.0,30.2,6.73,-4.98,,26.1
26,009824,群益美國科技巨頭,10.02,-0.05,-0.5,09/11,49.5,29.9,34.1,55.6,45.2,40.8,,,,,,
27,00932,兆豐永續高息等權,17.2,-0.06,-0.35,09/11,74.9,61.5,73.0,55.4,59.8,66.0,57.3,66.7,64.7,5.62,,66.1
28,020030,統一智慧電動車N,19.67,-0.2,-1.01,09/11,-71.4,-77.8,-33.3,54.9,62.0,65.2,49.7,36.3,44.9,79.3,,44.0
29,00693U,期街口S&P黃豆,24.0,0.27,1.14,09/11,24.2,52.6,58.5,54.8,49.1,23.1,36.8,18.0,1.09,-6.26,,12.4
30,00717,富邦美國特別股,14.44,-0.1,-0.69,09/11,54.2,69.2,69.8,54.8,62.7,64.6,65.8,73.8,65.9,52.4,,68.2
31,00403A,主動統一升級50,10.17,-0.17,-1.64,09/11,-12.2,11.3,41.2,52.8,47.4,47.8,10.6,,,,,
32,00984B,大華優利美A債15,15.46,-0.07,-0.45,09/11,33.0,44.9,46.8,52.8,32.1,27.2,35.5,38.1,-11.8,,,-11.1
33,6923,中台,76.3,-0.2,-0.26,09/11,49.6,50.9,46.2,52.4,16.2,22.4,1.34,-2.12,-0.09,,,-3.71
34,2712,遠雄來,14.25,-0.2,-1.38,09/11,0.0,33.3,46.2,51.9,33.2,15.0,16.6,11.6,5.83,2.59,0.42,8.29
35,5876,上海商銀,48.65,0.75,1.57,09/11,60.6,50.2,36.5,51.6,40.0,26.3,20.6,12.5,0.57,7.32,,6.02
36,00898,國泰基因免疫革命,10.52,-0.1,-0.94,09/11,50.1,67.8,51.5,51.6,36.6,53.8,55.6,54.1,47.4,41.2,,50.1
37,020020,元大台股領航N,29.16,0.0,0.0,09/11,,20.0,33.3,51.5,77.5,92.8,42.1,25.1,33.1,29.3,,33.8
38,00955,中信日本商社,16.43,0.08,0.49,09/11,76.6,62.0,61.0,50.9,45.3,46.6,31.1,12.9,-10.6,,,-6.67
39,2540,愛山林,49.1,-0.35,-0.71,09/11,48.5,49.6,58.9,50.3,7.89,6.1,5.86,2.32,-2.83,-1.25,-0.9,-0.68
40,00725B,國泰投資級公司債,33.4,-0.14,-0.42,09/11,55.2,63.6,58.8,49.6,45.7,26.7,20.7,28.5,17.9,-5.67,,28.2
41,1435,中福,22.65,-0.65,-2.79,09/11,-62.2,12.2,32.7,49.5,37.0,35.5,6.99,5.01,2.49,1.5,0.07,4.1
42,2412,中華電,140.5,1.0,0.72,09/11,68.6,64.2,61.4,49.4,37.1,14.5,7.98,4.46,3.33,3.6,-1.23,5.2
43,020000,富邦特選蘋果N,30.53,-0.55,-1.77,09/11,50.0,9.09,83.9,47.4,-13.6,-12.9,-0.97,1.05,11.8,3.88,,6.22
44,00895,富邦未來車,49.65,-0.75,-1.49,09/11,69.9,61.1,62.0,47.1,44.3,31.2,24.3,27.5,18.4,16.2,,25.2
45,00733,富邦臺灣中小,66.35,-1.3,-1.92,09/11,12.5,14.3,37.5,46.5,27.9,33.8,6.36,26.5,29.6,-0.65,,31.3
46,6470,宇智,43.25,-0.25,-0.57,09/11,14.1,53.3,47.1,46.3,35.4,28.7,10.4,6.19,1.17,1.01,-0.04,1.19
47,00885,富邦越南,18.45,-0.08,-0.43,09/11,68.6,65.6,57.8,46.0,48.2,27.8,25.3,30.9,23.1,18.6,,22.9
48,2820,華票,17.4,0.35,2.05,09/11,70.0,65.5,61.4,45.5,31.7,19.6,4.99,6.15,4.22,6.26,0.75,4.97
49,2882A,國泰特,60.3,0.0,0.0,09/11,0.0,0.0,0.0,45.4,11.3,11.3,1.21,2.13,1.09,-0.05,,2.26
50,009817,國泰日本不動產,9.06,-0.04,-0.44,09/11,87.8,50.1,46.8,44.0,25.8,16.2,37.2,27.3,,,,
51,2008,高興昌,30.55,-0.25,-0.81,09/11,-75.0,-39.5,17.1,43.7,21.8,6.2,20.6,6.28,4.6,0.91,0.11,5.92
52,009820,元大納斯達克精選,9.77,-0.14,-1.41,09/11,24.1,48.6,40.5,43.5,32.8,45.4,38.6,,,,,
