證券代號,證券名稱,交易別,成交價,成交股數,成交金額
6464,台數科,逐筆交易,78.00,"300,000","23,400,000"
00918,大華優利高填息30,配對交易,30.69,"500,000","15,345,000"
00919,群益台灣精選高息,配對交易,28.95,"2,000,000","57,900,000"
2330,台積電,配對交易,"2,494.73","24,180","60,322,571"
2330,台積電,配對交易,"2,494.70","14,820","36,971,454"
2330,台積電,配對交易,"2,493.49","184,000","458,802,160"
2330,台積電,配對交易,"2,493.47","216,000","538,589,520"
2330,台積電,配對交易,"2,492.08","132,000","328,954,560"
2330,台積電,配對交易,"2,492.06","268,000","667,872,080"
2360,致茂,配對交易,"2,343.38","12,000","28,120,560"
2376,技嘉,配對交易,366.50,"1,300,000","476,450,000"
2382,廣達,配對交易,341.38,"144,480","49,322,582"
2382,廣達,配對交易,341.36,"191,520","65,377,267"
2404,漢唐,配對交易,"1,228.72","20,580","25,287,058"
2404,漢唐,配對交易,"1,228.71","21,420","26,318,968"
2449,京元電子,配對交易,310.76,"856,000","266,010,560"
2454,聯發科,配對交易,"5,018.13","5,000","25,090,650"
2834,臺企銀,配對交易,20.05,"900,000","18,045,000"
2880,華南金,配對交易,45.96,"352,000","16,177,920"
2880,華南金,配對交易,45.93,"906,000","41,612,580"
2882,國泰金,配對交易,123.00,"500,000","61,500,000"
2892,第一金,配對交易,39.82,"535,000","21,303,700"
3443,創意,配對交易,"8,394.39","2,184","18,333,348"
3443,創意,配對交易,"8,394.34","1,816","15,244,121"
5871,中租-KY,配對交易,108.65,"243,000","26,401,950"
5871,中租-KY,配對交易,106.73,"242,000","25,828,660"
6415,矽力*-KY,配對交易,426.32,"62,000","26,431,840"
6669,緯穎,配對交易,"2,105.00","36,000","75,780,000"
6669,緯穎,配對交易,"2,100.00","96,095","201,799,500"
6669,緯穎,配對交易,"1,905.00","97,279","185,316,495"
總計,,,,"10,163,374","3,883,910,105"
