排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00685L,群益臺灣加權正2,12.31,0.49,4.15,350088,09/01,3311,1403,2780,6945,4652.0,12090.0,19258.0,19182.0,19146.0,19155.0
2,2409,友達,26.4,-0.25,-0.94,107148,09/01,1007,3456,2879,5960,9892.0,14516.0,7924.0,7008.0,19733.0,19539.0
3,00631L,元大台灣50正2,37.26,1.44,4.02,271661,09/01,2238,1261,1938,2957,3706.0,6216.0,6775.0,21604.0,19863.0,22095.0
4,00981A,主動統一台股增長,30.37,0.97,3.3,234948,09/01,-1082,1014,1284,1910,-37.0,-1033.0,1270.0,3408.0,4259.0,2154.0
5,2303,聯電,132.5,3.5,2.71,223238,09/01,394,-160,2214,1733,2392.0,1345.0,832.0,1822.0,4090.0,3913.0
6,3481,群創,49.3,-0.55,-1.1,137988,09/01,826,2139,1944,1632,1047.0,977.0,-2297.0,-8555.0,3624.0,-2331.0
7,5314,世紀*,35.3,-0.7,-1.94,5352,09/01,81,-395,884,1519,5840.0,5727.0,5669.0,5781.0,4110.0,5689.0
8,00403A,主動統一升級50,10.45,0.23,2.25,442224,09/01,997,80,669,1257,422.0,3294.0,3284.0,,,
9,2426,鼎元,107.5,9.7,9.92,68553,09/01,1052,997,735,1161,1924.0,2260.0,2417.0,2457.0,2456.0,2469.0
10,8105,凌巨,15.85,-0.25,-1.55,5819,09/01,2,94,898,898,893.0,404.0,549.0,732.0,773.0,735.0
11,9958,世紀鋼,90.6,0.3,0.33,1613,09/01,335,741,774,894,2660.0,2653.0,2640.0,2643.0,2548.0,2568.0
12,1301,台塑,67.8,1.6,2.42,69472,09/01,191,408,392,871,716.0,960.0,381.0,-464.0,-120.0,509.0
13,6190,萬泰科,71.6,1.0,1.42,2973,09/01,72,241,675,868,863.0,838.0,534.0,468.0,226.0,741.0
14,1326,台化,74.3,6.0,8.78,119284,09/01,583,735,720,793,787.0,550.0,890.0,133.0,-273.0,198.0
15,3037,欣興,971.0,-28.0,-2.8,94480,09/01,-2042,166,743,637,494.0,989.0,1229.0,-1011.0,316.0,-846.0
16,3605,宏致,125.5,-13.5,-9.71,7867,09/01,344,512,646,606,349.0,1732.0,1730.0,1757.0,1757.0,1731.0
17,00673R,期元大S&P原油反1,11.89,-0.17,-1.41,39137,09/01,-246,-319,576,604,467.0,627.0,340.0,621.0,890.0,805.0
18,3374,精材,421.5,-1.0,-0.24,22316,09/01,55,225,508,603,518.0,663.0,581.0,727.0,310.0,742.0
19,4303,信立,37.55,-0.6,-1.57,1278,09/01,-10,-52,428,599,584.0,576.0,587.0,571.0,469.0,559.0
20,6182,合晶,116.0,10.5,9.95,72837,09/01,561,492,489,578,41.0,239.0,-234.0,577.0,1148.0,382.0
21,6186,新潤,31.35,-0.65,-2.03,914,09/01,141,141,153,564,563.0,564.0,564.0,561.0,564.0,564.0
22,1312,國喬,15.65,0.1,0.64,139318,09/01,-882,196,555,563,445.0,413.0,298.0,328.0,475.0,413.0
23,4939,亞電,87.1,-2.1,-2.35,4935,09/01,-342,-686,-1004,516,979.0,936.0,1187.0,955.0,1141.0,361.0
24,1303,南亞,234.5,-8.0,-3.3,129836,09/01,-836,141,-866,502,368.0,-732.0,-1553.0,-2510.0,-411.0,-3554.0
25,6770,力積電,70.8,-2.2,-3.01,151879,09/01,-352,-7,212,467,-4293.0,-3915.0,-6444.0,-3909.0,-1557.0,-17117.0
26,8358,金居,526.0,-14.0,-2.59,31423,09/01,161,-16,206,424,448.0,826.0,203.0,-2132.0,-7279.0,-3533.0
27,1717,長興,84.7,2.2,2.67,52664,09/01,64,264,299,396,386.0,725.0,425.0,436.0,154.0,668.0
28,2313,華通,252.0,3.5,1.41,55591,09/01,100,201,-112,386,593.0,1197.0,1633.0,-755.0,-292.0,586.0
29,00680L,元大美債20正2,6.35,-0.13,-2.01,11373,09/01,370,368,322,370,-250.0,306.0,79.0,19.0,-81.0,218.0
30,2375,凱美,127.0,0.0,0.0,5031,09/01,12,7,10,346,65.0,643.0,78.0,530.0,640.0,382.0
31,3219,倚強科,89.2,-1.8,-1.98,1414,09/01,2,132,185,324,440.0,441.0,440.0,409.0,151.0,366.0
32,8111,立碁,75.4,6.8,9.91,34425,09/01,235,531,440,290,663.0,294.0,796.0,516.0,682.0,37.0
33,2492,華新科,302.5,7.5,2.54,35973,09/01,2,-126,19,282,290.0,748.0,366.0,623.0,736.0,540.0
34,3450,聯鈞,625.0,-21.0,-3.25,16285,09/01,-33,-356,172,274,74.0,495.0,-31.0,-180.0,157.0,-111.0
35,3105,穩懋,492.0,44.5,9.94,56845,09/01,332,299,101,265,407.0,349.0,920.0,107.0,1085.0,430.0
36,6179,亞通,30.2,-0.3,-0.98,3898,09/01,-21,81,239,262,261.0,349.0,375.0,43.0,223.0,190.0
37,3406,玉晶光,1005.0,0.0,0.0,13040,09/01,1,64,188,256,236.0,350.0,384.0,370.0,292.0,332.0
38,00663L,國泰臺灣加權正2,107.85,4.35,4.2,8565,09/01,181,40,128,245,97.0,281.0,27.0,9.0,721.0,-883.0
39,6209,今國光,81.9,2.4,3.02,21793,09/01,24,83,74,228,259.0,326.0,117.0,-46.0,105.0,-3437.0
40,5291,邑昇,72.4,2.9,4.17,2688,09/01,74,188,202,222,221.0,321.0,312.0,156.0,324.0,323.0
41,0050,元大台灣50,108.45,2.2,2.07,111067,09/01,127,114,134,208,70.0,-185.0,-674.0,-56.0,41.0,-1083.0
42,00405A,主動富邦台灣龍耀,8.93,0.18,2.06,115863,09/01,42,41,73,175,-317.0,202.0,,,,
43,2491,吉祥全,45.75,-5.05,-9.94,1717,09/01,-145,2,123,162,176.0,174.0,169.0,159.0,182.0,156.0
44,6269,台郡,75.2,0.3,0.4,21713,09/01,50,66,67,159,120.0,165.0,181.0,143.0,-296.0,67.0
45,2455,全新,524.0,47.0,9.85,28052,09/01,148,199,219,158,226.0,358.0,328.0,-58.0,156.0,437.0
46,5425,台半,95.2,0.4,0.42,13402,09/01,61,30,-3,158,124.0,263.0,-259.0,280.0,262.0,238.0
47,4908,前鼎,229.5,20.5,9.81,2058,09/01,35,45,-42,156,171.0,130.0,117.0,-68.0,137.0,150.0
48,3167,大量,800.0,6.0,0.76,4500,09/01,2,57,110,155,78.0,110.0,81.0,-252.0,-145.0,-744.0
49,8103,瀚荃,126.5,7.5,6.3,17338,09/01,78,104,82,155,315.0,346.0,329.0,309.0,331.0,331.0
50,3441,聯一光,133.0,-3.0,-2.21,3262,09/01,-89,-237,-725,151,799.0,399.0,1211.0,1234.0,1232.0,1205.0
51,3376,新日興,213.0,-1.0,-0.47,5411,09/01,-11,-44,63,149,151.0,184.0,169.0,80.0,-39.0,-24.0
52,3189,景碩,874.0,55.0,6.72,36368,09/01,128,48,51,143,155.0,161.0,-165.0,-262.0,-66.0,-517.0
53,9105,泰金寶-DR,8.64,-0.07,-0.8,27454,09/01,-35,136,136,136,-437.0,-385.0,-30015.0,79.0,87.0,9.0
54,4958,臻鼎-KY,535.0,35.0,7.0,71767,09/01,45,91,134,135,-71.0,69.0,342.0,129.0,-453.0,34.0
55,4991,環宇-KY,544.0,5.0,0.93,9315,09/01,23,31,-80,133,112.0,168.0,91.0,47.0,-3466.0,-346.0
56,6840,東研信超,92.5,-1.5,-1.6,476,09/01,-56,-67,4,131,36.0,211.0,210.0,210.0,,213.0
57,6933,AMAX-KY,314.5,28.5,9.97,3419,09/01,110,123,128,131,126.0,133.0,136.0,134.0,128.0,133.0
58,2887,台新新光金,40.3,1.75,4.54,89499,09/01,109,109,107,130,-431.0,-106.0,-17446.0,-75.0,-392.0,-8983.0
59,8150,南茂,93.2,4.1,4.6,49571,09/01,116,103,104,124,-57.0,-914.0,51.0,-218.0,280.0,39.0
60,2481,強茂,157.0,6.0,3.97,36387,09/01,36,20,15,113,179.0,397.0,-16.0,286.0,550.0,395.0
61,1409,新纖,25.65,1.05,4.27,65478,09/01,70,84,87,112,53.0,23.0,-139.0,18.0,72.0,10.0
62,3135,凌航,173.0,2.0,1.17,1314,09/01,168,168,168,110,38.0,53.0,-13.0,,,
63,3017,奇鋐,3410.0,-15.0,-0.44,3085,09/01,21,76,76,109,117.0,65.0,86.0,-271.0,-26.0,-314.0
64,1709,和益,36.4,2.95,8.82,31426,09/01,77,41,107,107,70.0,99.0,107.0,107.0,107.0,107.0
65,2371,大同,28.65,0.6,2.14,9888,09/01,31,11,-23,106,234.0,571.0,634.0,741.0,-558.0,742.0
66,2883,凱基金,34.95,1.1,3.25,63652,09/01,30,90,104,106,129.0,-102.0,128.0,-146.0,183.0,-262.0
67,2834,臺企銀,17.1,0.15,0.88,57899,09/01,49,92,102,103,96.0,124.0,122.0,121.0,98.0,91.0
68,2327,國巨*,568.0,23.0,4.22,57763,09/01,-5,-135,25,102,-257.0,-397.0,-691.0,73.0,-368.0,145.0
69,3339,泰谷,47.4,0.65,1.39,6667,09/01,-4,84,79,100,87.0,119.0,63.0,62.0,-132.0,86.0
70,4977,眾達-KY,178.5,3.5,2.0,6878,09/01,170,170,170,99,6.0,139.0,-101.0,-524.0,-63.0,-142.0
71,3363,上詮,786.0,39.0,5.22,7871,09/01,1,15,7,98,111.0,247.0,160.0,54.0,-1556.0,-1357.0
72,00407A,主動凱基台灣,9.99,0.23,2.36,133025,09/01,27,26,37,97,142.0,354.0,,,,
73,3673,TPK-KY,67.8,-0.4,-0.59,4936,09/01,13,65,78,97,113.0,105.0,-153.0,159.0,37.0,158.0
74,6207,雷科,107.5,2.0,1.9,2906,09/01,29,-11,-4,97,31.0,-41.0,-1467.0,4.0,249.0,167.0
75,1711,永光,44.0,0.65,1.5,5016,09/01,24,31,31,93,108.0,227.0,-1330.0,-413.0,209.0,274.0
76,2449,京元電子,279.0,22.0,8.56,53350,09/01,137,-44,104,92,-36.0,206.0,116.0,-763.0,-1100.0,-1281.0
77,3081,聯亞,3425.0,-105.0,-2.97,2633,09/01,-18,29,24,92,146.0,256.0,208.0,-58.0,178.0,-183.0
78,2402,毅嘉,62.2,2.5,4.19,6076,09/01,39,83,83,91,87.0,148.0,-292.0,4.0,-587.0,-400.0
79,00642U,期元大S&P石油,28.86,0.38,1.33,1385,09/01,92,165,179,90,192.0,235.0,-1818.0,768.0,867.0,905.0
80,3715,定穎投控,132.5,12.0,9.96,9357,09/01,60,93,114,83,5.0,171.0,479.0,-50.0,-6402.0,219.0
81,7777,能率亞洲,39.9,-0.7,-1.72,1721,09/01,20,25,45,83,95.0,91.0,,,,
82,1727,中華化,95.3,-4.6,-4.6,7631,09/01,-37,-24,2,78,8.0,280.0,-42.0,-48.0,-316.0,-295.0
83,1815,富喬,129.0,2.5,1.98,69204,09/01,-50,-725,-16,76,757.0,1329.0,1357.0,-1223.0,-13535.0,-3332.0
84,3543,州巧,48.3,-5.0,-9.38,6419,09/01,-86,-198,-79,75,67.0,73.0,227.0,201.0,-521.0,165.0
85,2618,長榮航,42.4,0.4,0.95,21244,09/01,87,80,34,73,167.0,-22.0,681.0,121.0,427.0,645.0
86,3078,僑威,48.45,0.55,1.15,914,09/01,82,82,82,73,67.0,47.0,75.0,62.0,82.0,66.0
87,2354,鴻準,65.9,1.2,1.85,24380,09/01,20,7,13,71,15.0,90.0,88.0,108.0,-158.0,69.0
88,2801,彰銀,25.2,0.05,0.2,25542,09/01,0,14,14,71,78.0,123.0,123.0,84.0,-187.0,64.0
89,00878,國泰永續高股息,33.76,0.58,1.75,74969,09/01,19,53,62,69,-160.0,104.0,-24.0,98.0,41.0,-123.0
90,4906,正文,38.2,2.0,5.52,17547,09/01,24,26,15,69,24.0,128.0,-345.0,44.0,68.0,39.0
91,6505,台塑化,76.7,3.2,4.35,30357,09/01,64,75,62,67,25.0,-481.0,213.0,156.0,-196.0,82.0
92,00671R,富邦NASDAQ反1,2.43,-0.01,-0.41,1299,09/01,0,0,14,66,108.0,28.0,-359.0,-989.0,85.0,-224.0
93,2421,建準,177.0,-2.5,-1.39,12943,09/01,-24,44,61,65,52.0,44.0,65.0,-7.0,-72.0,-25.0
94,3016,嘉晶,104.0,1.0,0.97,7198,09/01,10,25,28,65,-134.0,-76.0,-448.0,-81.0,-39.0,-328.0
95,1316,上曜,10.95,0.0,0.0,3030,09/01,-18,-13,81,64,88.0,20.0,150.0,148.0,54.0,-549.0
96,2880,華南金,41.95,0.6,1.45,23432,09/01,34,69,73,63,70.0,70.0,71.0,52.0,-67.0,63.0
97,6668,中揚光,42.85,-1.15,-2.61,2039,09/01,-1,-17,-7,63,58.0,47.0,70.0,64.0,-481.0,60.0
98,6153,嘉聯益,17.95,0.2,1.13,5290,09/01,3,4,7,61,77.0,137.0,17.0,-194.0,-767.0,-732.0
99,3504,揚明光,87.2,-3.1,-3.43,4351,09/01,-21,-15,-138,60,96.0,70.0,245.0,190.0,138.0,233.0
100,4510,高鋒,44.55,-0.2,-0.45,739,09/01,-7,-10,-3,60,-17.0,188.0,-88.0,-305.0,-933.0,-109.0
101,3090,日電貿,173.0,-2.0,-1.14,9068,09/01,43,69,71,58,47.0,75.0,-328.0,63.0,102.0,20.0
102,3008,大立光,7580.0,-70.0,-0.92,3399,09/01,3,12,16,56,70.0,71.0,94.0,89.0,96.0,71.0
103,3324,雙鴻,1375.0,125.0,10.0,9283,09/01,43,54,62,56,5.0,-128.0,1.0,-467.0,-74.0,-478.0
104,2367,燿華,44.65,0.2,0.45,3986,09/01,3,39,21,55,-51.0,450.0,-1510.0,-5404.0,327.0,276.0
105,6199,天品,93.1,0.3,0.32,717,09/01,-21,40,48,55,54.0,49.0,55.0,53.0,51.0,53.0
106,4927,泰鼎-KY,41.75,1.4,3.47,4442,09/01,4,-51,12,54,-211.0,-197.0,-47.0,-311.0,-3787.0,-846.0
