排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,6949,沛爾生醫*-創,54.9,-5.5,-9.11,34557,09/09,-366,3538,2777,103534,103531.0,103546.0,103486.0,104662.0,107347.0,105416.0
2,00673R,期元大S&P原油反1,10.93,-0.07,-0.64,31172,09/09,1909,-8490,-5659,19982,38788.0,55993.0,21041.0,76583.0,90448.0,104681.0
3,00981A,主動統一台股增長,29.92,0.19,0.64,126233,09/09,1881,9623,7543,19139,7449.0,-5570.0,31388.0,119628.0,156005.0,87263.0
4,009828,中信台日韓PCB,9.71,0.08,0.83,49653,09/09,2292,4806,3929,18703,,,,,,
5,2303,聯電,141.5,4.5,3.28,270645,09/09,15491,21116,29859,18380,30705.0,35558.0,24488.0,126892.0,159271.0,177171.0
6,2409,友達,30.5,0.9,3.04,590065,09/09,12117,-7995,3504,8754,10554.0,26036.0,24296.0,65175.0,170207.0,110546.0
7,2892,第一金,37.8,-0.05,-0.13,30639,09/09,-99,-19,8118,8064,6460.0,7379.0,-5668.0,948.0,6576.0,346.0
8,00632R,元大台灣50反1,9.7,0.0,0.0,74528,09/09,2771,2793,2621,6686,5208.0,21729.0,-6959.0,42515.0,65994.0,62860.0
9,3231,緯創,189.0,2.5,1.34,66841,09/09,323,5358,6511,6346,12715.0,12511.0,12526.0,-6471.0,6914.0,841.0
10,8064,東捷,134.0,-0.5,-0.37,31387,09/09,1996,3318,4298,5988,6121.0,5611.0,3917.0,6363.0,5282.0,4570.0
11,00918,大華優利高填息30,35.46,0.02,0.06,51761,09/09,784,1336,3474,5903,11827.0,12454.0,2729.0,12331.0,10349.0,11814.0
12,3481,群創,50.1,1.3,2.66,302977,09/09,-5988,-455,1146,5530,13449.0,-22426.0,-43519.0,-80731.0,156245.0,112025.0
13,6147,頎邦,198.0,11.5,6.17,48460,09/09,-746,373,1015,5281,8965.0,8963.0,-4390.0,37256.0,36499.0,37128.0
14,00919,群益台灣精選高息,32.58,-0.13,-0.4,128184,09/09,1099,2010,3071,4400,7102.0,7103.0,-815.0,5189.0,-5162.0,7822.0
15,6620,漢達,132.0,8.0,6.45,2935,09/09,519,2235,2716,4095,4902.0,5072.0,,,,
16,00676R,富邦臺灣加權反1,5.38,0.01,0.19,3125,09/09,-31,157,3835,3945,4861.0,6515.0,5107.0,9039.0,4531.0,13535.0
17,6505,台塑化,87.5,7.9,9.92,45847,09/09,3303,3117,2803,3006,1745.0,1447.0,3895.0,2098.0,7395.0,9373.0
18,009829,大華韓國KOSPI50,11.12,-0.06,-0.54,24369,09/09,1897,2482,1812,2459,5973.0,,,,,
19,6179,亞通,36.4,3.3,9.97,25974,09/09,1259,2244,2418,2441,4632.0,3451.0,3998.0,8296.0,4260.0,9634.0
20,00984D,主動聯博全球非投,9.83,0.01,0.1,8875,09/09,110,635,1736,2440,4297.0,908.0,14905.0,19471.0,,
21,00664R,國泰臺灣加權反1,1.58,0.0,0.0,15466,09/09,14,355,131,2280,-1314.0,5603.0,-42112.0,-28564.0,-55430.0,-25741.0
22,2887,台新新光金,42.4,-0.4,-0.93,69029,09/09,454,668,1037,2232,1420.0,2393.0,-6612.0,-9917.0,-68126.0,-40930.0
23,8431,匯鑽科,61.2,-2.1,-3.32,1889,09/09,15,-300,-152,2228,3365.0,3312.0,2611.0,1170.0,1727.0,-1366.0
24,00929,復華台灣科技優息,29.12,0.23,0.8,16805,09/09,-16,836,1286,2199,1019.0,3290.0,5609.0,6595.0,2202.0,4200.0
25,3624,光頡,103.5,6.9,7.14,23545,09/09,1044,1757,3047,2101,3191.0,5907.0,2656.0,4500.0,8072.0,4141.0
26,2812,台中銀,19.15,-0.25,-1.29,28990,09/09,243,298,384,2007,1666.0,1606.0,-2505.0,281.0,-884.0,897.0
27,4979,華星光,610.0,5.0,0.83,16117,09/09,821,235,1471,1982,364.0,566.0,2126.0,2475.0,-6510.0,-2923.0
28,2884,玉山金,44.25,-1.3,-2.85,79995,09/09,495,1665,1220,1981,2379.0,2113.0,-1034.0,4631.0,5273.0,-988.0
29,00953B,群益優選非投等債,9.5,-0.01,-0.11,22696,09/09,-72,194,4036,1938,-7054.0,4773.0,28975.0,34826.0,74439.0,51925.0
30,3714,富采,63.7,-1.2,-1.85,14622,09/09,451,609,992,1936,955.0,2247.0,-9659.0,11736.0,12905.0,11943.0
31,3702,大聯大,105.0,0.5,0.48,10213,09/09,1420,1439,2536,1923,3052.0,4857.0,6982.0,8657.0,9700.0,6159.0
32,2464,盟立,197.5,3.0,1.54,7665,09/09,325,626,1178,1821,3134.0,-604.0,8199.0,10871.0,9783.0,10757.0
33,2351,順德,237.5,10.0,4.4,5066,09/09,382,178,749,1799,2088.0,4710.0,-12085.0,10934.0,7749.0,9647.0
34,00961,FT臺灣永續高息,13.49,0.05,0.37,17203,09/09,216,326,947,1770,1150.0,4713.0,6713.0,7416.0,5029.0,7570.0
35,3605,宏致,129.5,5.5,4.44,25273,09/09,913,2957,4166,1750,5285.0,5780.0,14206.0,12763.0,8789.0,13305.0
36,2313,華通,228.0,-3.0,-1.3,20924,09/09,296,962,3916,1694,6763.0,7521.0,-4598.0,4161.0,9135.0,1111.0
37,00409A,主動復華全球50,9.85,-0.05,-0.51,21429,09/09,-248,-382,149,1650,,,,,,
38,00885,富邦越南,18.54,0.07,0.38,2300,09/09,3,-99,-72,1581,1353.0,1501.0,1458.0,-1201.0,-1467.0,-2440.0
