排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,5905,南仁湖,7.26,0.0,0.0,09/24,,,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2,009821,野村稀土關鍵資源,14.03,-0.3,-2.09,09/24,-89.8,-89.8,-89.8,-85.5,,-87.9,-98.4,,,
3,3661,世芯-KY,3770.0,10.0,0.27,09/24,-29.6,-58.2,-61.2,-80.8,-54.3,-51.2,-93.8,-94.7,-91.0,-86.9
4,2323,中環,10.8,0.0,0.0,09/24,0.0,0.0,0.0,-75.5,-98.0,-98.5,-99.3,-99.1,-99.1,-98.6
5,009815,大華美國MAG7+,11.93,-0.1,-0.83,09/24,-75.4,-75.4,-75.4,-75.4,-80.8,-87.6,-91.2,-95.3,,
6,8443,阿瘦,11.2,-0.05,-0.44,09/24,0.0,0.0,-75.0,-75.0,-75.0,-75.0,-94.4,-99.3,-97.8,-99.3
7,00692,富邦公司治理,96.7,0.2,0.21,09/24,-69.2,-69.2,-69.2,-69.2,-69.2,-69.3,-79.3,-76.7,-78.3,-64.8
8,00902,中信電池及儲能,12.45,-0.1,-0.8,09/24,-65.8,-65.8,-65.8,-65.8,-65.8,-86.2,-77.3,-81.2,-85.2,-82.0
9,3716,中化控股,33.95,0.0,0.0,09/24,0.0,0.0,-56.0,-57.0,-49.6,-41.5,-35.8,28.2,46.2,48.0
10,00994A,主動第一金台股優,17.4,0.11,0.64,09/24,-48.5,-48.5,-48.5,-54.6,-58.5,-64.7,-64.3,17.5,,
11,2027,大成鋼,47.6,1.0,2.15,09/24,-31.5,-31.5,-44.2,-54.0,-54.1,-69.6,-97.9,-99.5,-95.9,-98.7
12,4207,環泰,19.55,-0.15,-0.76,09/24,-16.8,-17.3,-51.0,-51.0,-64.7,-64.7,-65.3,-52.9,-34.1,-50.1
13,6257,矽格,243.0,-4.0,-1.62,09/24,-18.9,-21.5,-38.3,-47.0,-49.3,13.5,-24.7,-58.1,14.6,-45.2
14,1103,嘉泥,13.05,-0.1,-0.76,09/24,-24.9,-25.2,-46.4,-47.0,-46.0,-33.7,-36.9,-46.7,-55.5,-44.7
15,1611,中電,11.4,0.05,0.44,09/24,-10.2,-13.6,-45.3,-45.6,-39.8,-46.3,-22.9,-4.43,-10.8,-33.0
16,3711,日月光投控,699.0,6.0,0.87,09/24,-4.43,-29.1,-38.1,-45.1,-41.6,-56.3,-67.7,-57.8,-87.8,-51.0
17,5531,鄉林,6.98,-0.05,-0.71,09/24,0.95,1.42,-44.7,-44.6,-43.8,-40.0,-19.2,2454.0,-4.45,205.0
18,009829,大華韓國KOSPI50,11.04,-0.08,-0.72,09/24,-29.6,-50.7,-50.7,-42.9,-5.77,,,,,
19,6505,台塑化,87.2,-0.1,-0.11,09/24,-8.1,-27.6,-36.3,-42.4,-19.6,-9.17,-68.3,-87.5,-81.9,-66.3
20,1201,味全,11.6,-0.05,-0.43,09/24,3.08,2.28,-42.0,-41.5,-36.6,-29.6,-21.0,23.5,26.8,37.0
21,1737,臺鹽,30.05,-0.15,-0.5,09/24,-9.95,-8.94,-41.4,-39.4,-25.2,20.3,47.9,61.4,97.9,82.9
22,8046,南電,1240.0,30.0,2.48,09/24,-27.9,-39.0,-44.7,-39.4,-37.3,-10.0,69.3,-22.2,-75.7,-11.5
23,3231,緯創,184.5,4.5,2.5,09/24,-10.7,-26.0,-26.8,-39.4,-43.4,-31.6,9.39,-3.49,211.0,32.2
24,00885,富邦越南,18.04,-0.23,-1.26,09/24,-7.97,-16.3,-38.3,-38.7,-37.3,-44.8,-43.3,-72.8,-84.5,-82.4
25,8150,南茂,112.0,5.0,4.67,09/24,-21.0,-26.3,-36.6,-38.0,-39.3,-34.5,148.0,80.7,92.7,11.7
26,2006,東和鋼鐵,87.8,2.0,2.33,09/24,-35.4,-36.0,-35.5,-37.8,-38.1,-39.8,-82.1,-65.3,-70.7,-71.1
27,00409A,主動復華全球50,10.15,0.01,0.1,09/24,-16.1,-35.7,-28.7,-37.3,-42.1,,,,,
28,6526,達發,840.0,0.0,0.0,09/24,-8.82,-23.9,-36.6,-36.2,-40.8,-52.9,-64.2,-71.7,-20.0,-56.9
29,00923,群益台ESG低碳50,41.78,-0.06,-0.14,09/24,-6.75,-31.0,-31.0,-35.3,-35.3,-46.6,446.0,81.9,204.0,726.0
30,009805,台新美國電力基建,14.95,-0.2,-1.32,09/24,-35.1,-35.1,-35.1,-35.1,-31.8,-18.3,-53.6,-57.7,39.9,-28.2
31,3022,威強電,93.1,2.4,2.65,09/24,-33.6,-33.6,-33.8,-34.8,-36.5,-34.8,-57.6,-73.6,-66.9,-63.5
32,009803,玉山市值動能50,21.66,0.0,0.0,09/24,0.0,0.0,0.0,-33.7,13.6,45.4,32.1,92.5,373.0,5.07
33,00904,台新臺灣半導體30,43.36,-0.13,-0.3,09/24,-33.3,-33.3,-33.3,-33.3,-37.1,-37.1,-38.8,-34.3,385.0,214.0
34,009826,貝萊德世界股票,10.06,-0.06,-0.59,09/24,-15.8,-32.5,-32.5,-33.1,-38.9,-11.5,,,,
35,00836B,永豐10年A公司債,27.15,-0.38,-1.38,09/24,-32.1,-32.1,-32.1,-32.1,-32.1,-17.4,-55.8,-86.9,-86.9,-86.9
36,2538,基泰,8.71,0.04,0.46,09/24,0.23,-7.67,-35.5,-32.1,-26.1,-7.91,37.7,58.7,33.9,25.0
37,2301,光寶科,287.0,3.5,1.23,09/24,-25.0,-27.6,-30.6,-31.6,-38.2,-27.9,-89.4,-95.5,-94.6,-69.7
38,6168,宏齊,44.0,2.8,6.8,09/24,-14.6,-12.5,-12.0,-31.5,-43.5,-49.4,-41.8,-57.9,-45.0,-39.8
39,00960,野村全球航運龍頭,22.02,-0.19,-0.86,09/24,-31.1,-31.1,-31.1,-31.1,-31.1,-31.1,-43.0,-63.8,43.6,91.4
