證券代號,證券名稱,交易別,成交價,成交股數,成交金額
01009T,王道圓滿R1,配對交易,6.27,"5,135,000","32,196,450"
2027,大成鋼,配對交易,47.95,"559,000","26,804,050"
2027,大成鋼,配對交易,47.94,"372,000","17,833,680"
2201,裕隆,配對交易,30.50,"1,000,000","30,500,000"
2308,台達電,配對交易,"1,697.50","11,000","18,672,500"
2308,台達電,配對交易,"1,679.81","9,607","16,137,935"
2308,台達電,配對交易,"1,679.80","12,650","21,249,470"
2308,台達電,配對交易,"1,679.78","10,350","17,385,723"
2308,台達電,配對交易,"1,679.75","12,393","20,817,142"
2317,鴻海,配對交易,249.91,"1,203,650","300,804,172"
2317,鴻海,配對交易,249.90,"63,350","15,831,165"
2330,台積電,配對交易,"2,710.00","7,000","18,970,000"
2330,台積電,配對交易,"2,472.42","20,000","49,448,400"
2330,台積電,配對交易,"2,472.41","10,000","24,724,100"
2330,台積電,配對交易,"2,467.67","50,000","123,383,500"
2330,台積電,配對交易,"2,452.50","31,000","76,027,500"
2330,台積電,配對交易,"2,450.00","229,000","561,050,000"
2330,台積電,配對交易,"2,448.50","251,000","614,573,500"
2330,台積電,配對交易,"2,446.02","11,527","28,195,273"
2330,台積電,配對交易,"2,445.99","14,473","35,400,813"
2330,台積電,配對交易,"2,445.98","6,220","15,213,996"
2330,台積電,配對交易,"2,445.97","6,500","15,898,805"
2330,台積電,配對交易,"2,445.96","45,780","111,976,049"
2330,台積電,配對交易,"2,445.95","71,220","174,200,559"
2330,台積電,配對交易,"2,445.94","7,500","18,344,550"
2330,台積電,配對交易,"2,445.93","6,780","16,583,405"
2345,智邦,配對交易,"1,974.57","310,000","612,116,700"
2383,台光電,配對交易,"5,392.50","17,000","91,672,500"
2383,台光電,配對交易,"5,387.50","49,000","263,987,500"
2451,創見,配對交易,259.00,"80,000","20,720,000"
2881,富邦金,配對交易,147.75,"258,000","38,119,500"
2883,凱基金,配對交易,37.13,"528,000","19,604,640"
2883,凱基金,配對交易,37.10,"473,000","17,548,300"
2883,凱基金,配對交易,33.10,"1,000,000","33,100,000"
2885,元大金,配對交易,69.65,"247,000","17,203,550"
2885,元大金,配對交易,69.64,"1,124,000","78,275,360"
2885,元大金,配對交易,69.45,"453,000","31,460,850"
2890,永豐金,配對交易,42.83,"1,102,000","47,198,660"
3037,欣興,配對交易,993.00,"18,000","17,874,000"
3037,欣興,配對交易,987.57,"127,000","125,421,390"
3037,欣興,配對交易,987.56,"43,000","42,465,080"
3167,大量,配對交易,810.00,"1,100,000","891,000,000"
4915,致伸,配對交易,62.36,"389,760","24,305,434"
4915,致伸,配對交易,62.32,"282,240","17,589,197"
總計,,,,"16,758,000","4,791,885,396"
