股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-56.58689536156242,"5日衰退,30日衰退,10日衰退,20日衰退",-1.8606367965913648
00401A,主動摩根台灣鑫收,-9.322108539540674,"5日衰退,30日衰退,10日衰退,20日衰退",-4.8627131533560775
00402A,主動安聯美國科技,3.5215949188227214,10日衰退,-1.2761925734340611
00403A,主動統一升級50,-38.71200104073782,10日衰退,-2.3689176371136185
00404A,主動聯博動能50,-26.719850420192547,"5日衰退,10日衰退",-3.8643710429732074
00405A,主動富邦台灣龍耀,-57.90635589581803,"5日衰退,30日衰退,10日衰退,20日衰退",-3.533548891350364
00406A,主動中信台灣收益,-70.45209703909381,"5日衰退,30日衰退,10日衰退,20日衰退",-5.435030704413549
00410A,主動永豐科技趨勢,99.47966593006629,"5日衰退,10日衰退",-11.537853229553164
0050,元大台灣50,-8.58426404883011,"5日衰退,30日衰退",-0.8284526984578031
0052,富邦科技,-62.15096320093457,10日衰退,-2.196538357868185
0053,元大電子,-11.4941890268322,5日衰退,-1.3209611533840615
0055,元大MSCI金融,-6.819623880738063,"5日衰退,30日衰退,10日衰退,20日衰退",-2.07064227094874
0057,富邦摩台,-10.70459070072037,"30日衰退,10日衰退",-2.027570399476101
00631L,元大台灣50正2,-52.57178287977513,30日衰退,-2.3207599412666866
00632R,元大台灣50反1,-20.91268850933233,"5日衰退,30日衰退,10日衰退,20日衰退",-1.5371467092249418
00633L,富邦上証正2,50.529743057092745,"30日衰退,10日衰退",-2.2764552141400785
00634R,富邦上証反1,13.2191430442511,10日衰退,-2.1888069511780994
00635U,期元大S&P黃金,-58.98578763421722,"5日衰退,10日衰退,20日衰退",-11.345999481437623
00637L,元大滬深300正2,69.12835094603989,"30日衰退,10日衰退,20日衰退",-1.2742351015115219
00641R,富邦日本反1,-21.89719257489754,20日衰退,-3.8679947245297797
00646,元大S&P500,-22.685638679482093,"5日衰退,30日衰退,10日衰退,20日衰退",-1.4283527137143501
00647L,元大S&P500正2,29.624036783042392,"10日衰退,20日衰退",-1.286511845386535
00650L,復華香港正2,45.73165147709108,"5日衰退,10日衰退",-0.8270437418256549
00652,富邦印度,10.970121241910379,10日衰退,-1.029355666286607
00653L,富邦印度正2,32.02833527086724,10日衰退,-0.9438373770474087
00655L,國泰中國A50正2,55.7382956623762,"30日衰退,20日衰退",-2.657925049173535
00656R,國泰中國A50反1,8.858739499926315,"5日衰退,30日衰退,10日衰退,20日衰退",-2.2129773542270463
00662,富邦NASDAQ,-31.37290099327982,"30日衰退,10日衰退,20日衰退",-1.2467664970622323
00663L,國泰臺灣加權正2,-82.42587807915399,10日衰退,-1.0571820140836508
00664R,國泰臺灣加權反1,-9.828763191363084,"30日衰退,10日衰退,20日衰退",-5.636906817080172
00666R,富邦恒生國企反1,-8.094902672385352,"5日衰退,30日衰退,10日衰退,20日衰退",-4.569286113371846
00668,國泰美國道瓊,-12.190646799412,20日衰退,-24.41584135809596
00670L,富邦NASDAQ正2,-18.4226080757016,"30日衰退,10日衰退",-1.3090368786052267
00673R,期元大S&P原油反1,-54.67880276793822,"5日衰退,30日衰退,10日衰退,20日衰退",-7.232472459593893
00676R,富邦臺灣加權反1,-31.649080298918754,"5日衰退,30日衰退,10日衰退,20日衰退",-0.6975577939659807
00678,群益那斯達克生技,-18.67445549242424,"5日衰退,30日衰退,10日衰退,20日衰退",-7.255351782097911
00685L,群益臺灣加權正2,-55.474543786732475,30日衰退,-4.436035685442221
00686R,群益臺灣加權反1,-40.3182535181366,"5日衰退,30日衰退,10日衰退,20日衰退",-1.1138899061323144
00700,富邦恒生國企,32.76983710095989,20日衰退,-3.5160737700345948
00708L,期元大S&P黃金正2,-65.60260886368634,"10日衰退,20日衰退",-1.3008251006643832
00712,復華富時不動產,-23.799842385056568,"5日衰退,30日衰退,10日衰退,20日衰退",-2.322173098858972
00714,群益道瓊美國地產,5.436696068171625,"30日衰退,10日衰退,20日衰退",-5.107504794257085
00728,第一金工業30,24.203120513405878,"30日衰退,10日衰退",-0.8982182837063704
00735,國泰臺韓科技,-59.713967361936675,5日衰退,-1.4763205066236509
00738U,期元大道瓊白銀,-55.71557381285403,10日衰退,-1.7818046681196265
00739,元大MSCI A股,14.631788858652154,10日衰退,-0.8771760482279447
00753L,中信中國50正2,0.42883178573950254,"5日衰退,10日衰退,20日衰退",-1.558511402035867
00762,元大全球AI,-0.959551210746984,10日衰退,-1.1581210996542963
00763U,期街口道瓊銅,-26.373034214050897,"5日衰退,30日衰退,10日衰退,20日衰退",-3.8213332750279534
00770,國泰北美科技,-11.782466711134168,"5日衰退,30日衰退,10日衰退,20日衰退",-1.6803302814520436
00771,元大US高息特別股,-4.030527240773287,20日衰退,-1.4816028119507911
00830,國泰費城半導體,-29.320895813904382,"5日衰退,30日衰退,10日衰退,20日衰退",-1.0970707728917475
00852L,國泰美國道瓊正2,36.431870890615656,10日衰退,-1.0127913927077117
00865B,國泰US短期公債,-67.51954203787986,"5日衰退,30日衰退,10日衰退,20日衰退",-0.6972308376597027
00875,國泰網路資安,-1.5827048305310907,"30日衰退,10日衰退,20日衰退",-2.0453753524765235
00876,元大全球5G,14.323404849562015,"30日衰退,10日衰退",-1.1634342553473687
00878,國泰永續高股息,8.4867328634538,"30日衰退,20日衰退",-1.3795588750636316
00881,國泰台灣科技龍頭,-21.301385581311393,"30日衰退,20日衰退",-14.072781606430997
00891,中信關鍵半導體,-42.45336823580254,"30日衰退,20日衰退",-3.3920857136452014
00892,富邦台灣半導體,-12.930926953105695,"5日衰退,10日衰退",-0.6570646373372231
00894,中信小資高價30,-23.34342330533954,"30日衰退,20日衰退",-4.780686972861375
00896,中信綠能及電動車,-49.993990806323,"5日衰退,30日衰退,10日衰退,20日衰退",-3.4851619359013313
00904,台新臺灣半導體30,-52.980449807731226,"5日衰退,10日衰退,20日衰退",-1.3652353328636337
00908,富邦入息REITs+,1.866616689911669,"30日衰退,10日衰退,20日衰退",-2.5905744101560977
00909,國泰數位支付服務,-20.326021704903283,"5日衰退,10日衰退,20日衰退",-2.2160666659122015
00910,第一金太空衛星,-74.38138508252204,"5日衰退,30日衰退,10日衰退,20日衰退",-3.316576165052254
00911,兆豐洲際半導體,-16.464527049964513,"5日衰退,30日衰退,10日衰退,20日衰退",-1.089617627997411
00912,中信臺灣智慧50,-1.0229799323639983,10日衰退,-2.4273608002702125
00917,中信特選金融,-45.25074921109991,"5日衰退,10日衰退,20日衰退",-0.8128683431471515
00918,大華優利高填息30,-6.804931287836404,"5日衰退,30日衰退,10日衰退,20日衰退",-5.72897525008314
00919,群益台灣精選高息,1.7319922721629166,5日衰退,-0.6859625829737328
00921,兆豐龍頭等權重,96.37438743837868,"5日衰退,10日衰退",-3.8209877670257413
00923,群益台ESG低碳50,-14.602419408493656,"30日衰退,20日衰退",-7.85303626392663
00926,凱基全球菁英55,4.232166721163278,"30日衰退,20日衰退",-4.232225309250129
00927,群益半導體收益,-47.05733935920381,"30日衰退,20日衰退",-1.2944972546396087
00929,復華台灣科技優息,57.33306892296218,"5日衰退,30日衰退,10日衰退,20日衰退",-1.0096987728292248
00930,永豐ESG低碳高息,124.73347186836936,5日衰退,-1.5339634692056734
00934,中信成長高股息,33.65713049377423,5日衰退,-1.118518037838939
00935,野村臺灣新科技50,-40.76177893222578,30日衰退,-2.585061915870739
00938,凱基優選30,11.86972064793601,"30日衰退,20日衰退",-3.8154424022301168
00945B,凱基美國非投等債,-12.451272946783625,"30日衰退,20日衰退",-3.436878686550319
00947,台新臺灣IC設計,-52.90675836863056,"30日衰退,10日衰退,20日衰退",-3.9544008322437563
00951,台新日本半導體,18.05006478674716,"5日衰退,30日衰退,10日衰退,20日衰退",-3.3613711320617554
00953B,群益優選非投等債,-18.145908668705246,"5日衰退,30日衰退,10日衰退,20日衰退",-3.2082035635077535
00954,中信日本半導體,-38.08613842417052,"5日衰退,30日衰退,20日衰退",-0.8242417586715689
00956,中信日經高股息,-12.924388771506187,10日衰退,-0.8445879983869489
00960,野村全球航運龍頭,157.63728968820908,"10日衰退,20日衰退",-6.653153569694126
00961,FT臺灣永續高息,-39.50441635058989,"5日衰退,30日衰退,10日衰退,20日衰退",-3.127050600457487
00962,台新AI優息動能,-6.384586881110059,"5日衰退,30日衰退,10日衰退,20日衰退",-15.180029986391872
00963,中信全球高股息,-30.56994074808802,"30日衰退,10日衰退,20日衰退",-1.8991411589510925
00964,中信亞太高股息,-83.95578588538787,"5日衰退,30日衰退,10日衰退,20日衰退",-5.0860718014863835
00965,元大航太防衛科技,36.43402270341987,"5日衰退,10日衰退",-0.6671656800747456
009800,中信NASDAQ,7.143312287781279,"5日衰退,10日衰退,20日衰退",-1.156928786875345
009801,中信美國創新科技,24.085812193147532,"30日衰退,20日衰退",-9.766590529285772
009802,富邦旗艦50,-3.6036752476273537,"5日衰退,30日衰退,10日衰退,20日衰退",-6.511125845240728
009803,玉山市值動能50,-24.14184276781476,"5日衰退,30日衰退,10日衰退,20日衰退",-5.068881236685904
009805,台新美國電力基建,1.341117403260912,"5日衰退,30日衰退,10日衰退,20日衰退",-3.476270034671211
00980A,主動野村臺灣優選,-56.05791424283393,"5日衰退,10日衰退,20日衰退",-1.098110526976285
009811,統一美國50,39.716918337201946,"10日衰退,20日衰退",-1.336252249786824
009816,凱基台灣TOP50,-27.7131823231081,30日衰退,-2.56417054169005
009817,國泰日本不動產,15.038930592603274,10日衰退,-0.8412253283569964
009819,中信數據及電力,-50.71377141254773,"30日衰退,10日衰退,20日衰退",-1.294486993593985
00981A,主動統一台股增長,-65.21534321901356,"5日衰退,30日衰退,10日衰退,20日衰退",-3.2758934554069725
00981T,平衡凱基雙核收息,-4.339045549744534,"30日衰退,20日衰退",-8.610314443219437
009821,野村稀土關鍵資源,-54.223716335795636,"5日衰退,10日衰退",-0.9822697784675825
009824,群益美國科技巨頭,-8.114139340501973,"10日衰退,20日衰退",-0.9136443036624762
009826,貝萊德世界股票,-54.577437281864576,"5日衰退,10日衰退,20日衰退",-5.021156854291021
009829,大華韓國KOSPI50,-18.42782220431732,5日衰退,-14.601867106783274
00982A,主動群益台灣強棒,-50.83971352412719,"30日衰退,10日衰退,20日衰退",-0.8867456058369925
00982D,主動富邦動態入息,101.31158883863989,"5日衰退,30日衰退,10日衰退,20日衰退",-0.9159404481144975
00983D,主動富邦複合收益,46.022549209670146,"5日衰退,30日衰退,10日衰退,20日衰退",-0.9022517095387954
00984A,主動安聯台灣高息,-74.45389796181507,"5日衰退,10日衰退",-1.1921482894893671
00984D,主動聯博全球非投,-86.28027171044431,"5日衰退,30日衰退,10日衰退,20日衰退",-2.177988490832959
00985A,主動野村台灣50,-24.135888186124085,"5日衰退,10日衰退",-0.9820993625281247
00985B,群益ESG投等債0-5,11.862136222507269,"5日衰退,30日衰退,10日衰退,20日衰退",-6.247917375540089
00987A,主動台新優勢成長,-46.93674986989456,"5日衰退,30日衰退,10日衰退,20日衰退",-0.6569546868394198
00988A,主動統一全球創新,-64.17550530993196,"5日衰退,30日衰退,10日衰退,20日衰退",-2.666170374480828
00989A,主動摩根美國科技,-28.044856593709493,"5日衰退,30日衰退,10日衰退,20日衰退",-2.487974266375627
00991A,主動復華未來50,-68.58474778579206,"5日衰退,30日衰退,10日衰退,20日衰退",-5.644616907460751
00991B,貝萊德A級公司債,93.4317967870214,20日衰退,-2.190024659460917
00992A,主動群益科技創新,-61.0045367736114,"5日衰退,30日衰退,10日衰退,20日衰退",-2.2332845712640577
00994A,主動第一金台股優,-59.20304584248623,"5日衰退,10日衰退,20日衰退",-0.6439880376332212
00995A,主動中信台灣卓越,-32.6356838866812,"5日衰退,30日衰退,10日衰退,20日衰退",-2.12846307788514
00997A,主動群益美國增長,-35.37096168620044,"5日衰退,30日衰退,10日衰退,20日衰退",-1.232774734890647
00999A,主動野村臺灣高息,-51.893651866584115,"5日衰退,10日衰退,20日衰退",-1.670936584788791
1101,台泥,11.545991113487046,"5日衰退,10日衰退",-2.0088089105265166
1409,新纖,9.902760739856506,"5日衰退,30日衰退,20日衰退",-0.7627292098594651
1476,儒鴻,30.54337025387857,20日衰退,-1.6706460847998628
1477,聚陽,4.578268245084949,"30日衰退,20日衰退",-3.965768958651978
1515,力山,2.707403422538277,"5日衰退,30日衰退,10日衰退,20日衰退",-0.5821038884465222
1597,直得,4.590506942028642,"5日衰退,30日衰退,10日衰退,20日衰退",-2.672179682140415
1617,榮星,19.992450802201816,5日衰退,-0.7630251063772064
1707,葡萄王,13.51977051759923,"5日衰退,10日衰退",-1.2187985899412421
1714,和桐,17.243210674601315,"5日衰退,30日衰退",-0.8461731939255976
1718,中纖,6.025361056498447,30日衰退,-2.552864487124694
1720,生達,4.853613242835482,5日衰退,-0.633290879056073
1786,科妍,0.06785097167502574,"5日衰退,10日衰退",-1.0684543626064595
1810,和成,2.2604793630408495,"5日衰退,30日衰退,20日衰退",-0.7324564699450491
2106,建大,7.820693273570779,5日衰退,-0.5701745750819445
2236,百達-KY,52.1367885107744,30日衰退,-3.047235149179052
2241,艾姆勒,7.841521215220627,30日衰退,-2.799833435220828
2243,宏旭-KY,27.670605950425287,"5日衰退,30日衰退",-0.5913953435540549
2305,全友,2.9593868619423573,"5日衰退,30日衰退",-0.8337846677043657
2324,仁寶,23.669632611213615,"5日衰退,10日衰退",-0.9358995317066388
2327,國巨*,49.64417425368461,"5日衰退,30日衰退,10日衰退,20日衰退",-1.8938044387085853
2332,友訊,5.888677463097308,"30日衰退,10日衰退,20日衰退",-1.1938457059062246
2337,旺宏,22.71582440964453,"5日衰退,30日衰退",-1.0182849516613999
2344,華邦電,26.87040362813602,"5日衰退,30日衰退,10日衰退",-2.635512202256919
2345,智邦,58.25593343207871,"30日衰退,20日衰退",-1.6039476988202352
2359,所羅門,6.661935512706833,"5日衰退,10日衰退",-1.4172188649078805
2364,倫飛,19.026446876048414,"5日衰退,10日衰退",-1.9483886035768698
2368,金像電,22.935577916925915,"30日衰退,20日衰退",-1.3404541180461678
2375,凱美,9.563587746047324,"5日衰退,30日衰退,10日衰退,20日衰退",-3.04233208190554
2388,威盛,16.20811825649374,20日衰退,-2.166663134162164
2392,正崴,9.050926468165036,5日衰退,-0.9305289868223596
2401,凌陽,17.53476057129808,20日衰退,-1.3374085013219492
2404,漢唐,21.821809200765944,"5日衰退,30日衰退,10日衰退,20日衰退",-0.5898632425018384
2406,國碩,7.787249708539208,"30日衰退,10日衰退,20日衰退",-0.83051194128688
2408,南亞科,21.654684485764847,"5日衰退,10日衰退",-2.3667604031967073
2425,承啟,5.911991882782496,"30日衰退,20日衰退",-3.284969712120141
2426,鼎元,10.681454230340874,5日衰退,-4.548160332322972
2428,興勤,15.827786486410412,"5日衰退,30日衰退,10日衰退,20日衰退",-1.0416748788875214
2434,統懋,1.928872972972973,"30日衰退,20日衰退",-2.027535135135135
2436,偉詮電,10.068331803421081,10日衰退,-1.1795806478656736
2439,美律,-9.76529067651243,30日衰退,-2.2342631248225917
2442,新美齊,2.091423072883712,"5日衰退,10日衰退",-0.8501832537885314
2449,京元電子,21.97340839249723,30日衰退,-3.2796067960776654
2457,飛宏,5.794311971896028,5日衰退,-0.6932189001651183
