股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,5.6,"20日,5日"
00401A,主動摩根台灣鑫收,7.76,"20日,5日"
00403A,主動統一升級50,4.35,20日
00405A,主動富邦台灣龍耀,4.02,5日
0050,元大台灣50,7.768829464198256,"20日,5日,120日,60日"
0055,元大MSCI金融,1.4688297644794068,5日
00631L,元大台灣50正2,1.388948958411069,"20日,5日"
00634R,富邦上証反1,8.71,"20日,60日"
00642U,期元大S&P石油,4.72,120日
00643,群益深証中小,15.67,120日
00647L,元大S&P500正2,5.7443890274314215,20日
00651R,復華香港反1,2.41,"20日,5日"
00657,國泰日經225,8.05,20日
00661,元大日經225,6.718537886872999,"20日,5日,120日,60日"
00663L,國泰臺灣加權正2,2.22,5日
00666R,富邦恒生國企反1,7.85,120日
00674R,期元大S&P黃金反1,7.85,"120日,60日"
00678,群益那斯達克生技,6.29,"5日,60日"
00680L,元大美債20正2,1.82,5日
00681R,元大美債20反1,18.6,"120日,60日"
00683L,期元大美元指正2,19.17,"120日,60日"
00688L,國泰20年美債正2,2.28,5日
00689R,國泰20年美債反1,34.78,"20日,120日,60日"
00693U,期街口S&P黃豆,2.27,20日
00701,國泰股利精選30,5.031577611197832,60日
00714,群益道瓊美國地產,4.51,"20日,60日"
00715L,期街口布蘭特正2,5.47,5日
00717,富邦美國特別股,1.11,5日
00730,富邦臺灣優質高息,4.648004970017826,"20日,120日,60日"
00731,復華富時高息低波,11.662372881355932,"20日,5日,120日,60日"
00733,富邦臺灣中小,7.552008912099452,"20日,5日,120日,60日"
00735,國泰臺韓科技,8.03365171230533,"5日,120日,60日"
00736,國泰新興市場,17.71,20日
00763U,期街口道瓊銅,4.27,120日
00830,國泰費城半導體,6.591151997586086,"20日,5日,120日,60日"
00865B,國泰US短期公債,1.93,20日
00875,國泰網路資安,7.69,"20日,5日,120日,60日"
00876,元大全球5G,1.51,5日
00897,富邦基因免疫生技,4.16,"20日,60日"
00900,富邦特選高股息30,3.0746102035175515,60日
00903,富邦元宇宙,3.06,5日
00904,新光臺灣半導體30,3.0071030351626065,120日
00907,永豐優息存股,5.93,"20日,120日,60日"
00908,富邦入息REITs+,6.03,"20日,120日,60日"
00910,第一金太空衛星,6.5,"20日,5日,60日"
00912,中信臺灣智慧50,3.15,60日
00913,兆豐台灣晶圓製造,5.46,"5日,120日,60日"
00917,中信特選金融,3.4,"20日,60日"
00920,富邦ESG綠色電力,5.49,"20日,5日"
00922,國泰台灣領袖50,20.83,"20日,5日,60日"
00923,群益台ESG低碳50,0.7914535669701843,5日
