排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,1815,富喬,127.5,1.5,1.19,09/11,1.24,3.1,4.88,7.37,6.8,10.2,12.4,9.76,11.1,12.8,11.7,10.2
2,3406,玉晶光,1060.0,-10.0,-0.93,09/11,0.64,2.68,3.45,3.44,6.1,9.78,7.9,7.1,7.86,11.4,12.8,5.27
3,6510,精測,3480.0,-190.0,-5.18,09/11,-0.25,0.34,1.29,3.22,6.39,5.47,2.14,-3.3,3.34,11.5,7.7,0.62
4,3624,光頡,124.5,11.0,9.69,09/11,1.96,1.96,1.96,2.3,2.3,2.3,1.15,2.76,2.76,0.24,2.76,2.76
5,00694B,富邦美債1-3,41.48,0.08,0.19,09/11,0.0,0.0,0.54,2.24,3.87,3.87,3.87,3.87,5.24,-7.24,,4.19
6,3105,穩懋,437.5,-24.0,-5.2,09/11,0.01,0.45,1.0,2.18,2.8,5.31,3.58,8.5,9.96,9.66,6.87,9.7
7,3529,力旺,2580.0,-150.0,-5.49,09/11,-0.06,0.16,0.45,2.07,1.95,1.39,1.63,0.8,0.36,-1.88,6.29,1.94
8,3026,禾伸堂,744.0,-59.0,-7.35,09/11,0.46,0.46,1.1,1.44,2.29,2.06,7.17,14.9,15.1,15.3,14.4,14.7
9,6727,亞泰金屬,507.0,-14.0,-2.69,09/11,0.49,0.49,0.49,1.06,2.19,3.62,3.62,3.62,3.62,3.62,,3.62
10,6531,愛普*,988.0,-42.0,-4.08,09/11,0.13,0.65,0.96,0.96,1.27,-1.16,-2.16,4.29,3.95,4.02,4.33,2.89
11,6278,台表科,186.5,-5.0,-2.61,09/11,0.11,0.11,0.4,0.85,1.07,2.46,2.07,-3.64,-9.93,11.2,11.8,-7.34
12,6515,穎崴,6890.0,-305.0,-4.24,09/11,0.03,0.07,0.45,0.8,2.76,-0.51,-4.06,-5.36,2.73,2.73,,-2.25
13,6223,旺矽,5620.0,0.0,0.0,09/11,0.05,0.08,0.3,0.7,0.19,-2.27,-0.4,1.69,0.61,16.0,14.3,0.16
14,2481,強茂,150.0,-4.5,-2.91,09/11,0.0,0.1,0.1,0.69,1.84,1.68,0.34,7.55,7.45,11.3,11.9,3.91
15,3532,台勝科,423.0,13.0,3.17,09/11,0.09,0.09,0.45,0.69,1.08,3.47,4.25,5.2,5.99,5.14,2.72,5.55
16,3374,精材,463.5,-24.5,-5.02,09/11,0.64,0.64,0.64,0.64,3.5,4.92,4.37,4.24,4.92,2.5,3.1,5.03
17,6640,均華,1170.0,-40.0,-3.31,09/11,0.0,0.15,0.15,0.6,1.99,2.22,2.25,1.98,0.33,2.42,,1.84
18,6271,同欣電,220.0,-7.0,-3.08,09/11,0.0,0.5,0.5,0.59,0.31,0.31,1.29,2.07,2.72,2.05,-6.35,2.57
19,00652,富邦印度,31.86,-0.17,-0.53,09/11,0.0,0.0,0.19,0.57,0.76,1.09,1.9,1.9,1.9,1.52,1.63,1.9
20,8028,昇陽半導體,225.5,-4.0,-1.74,09/11,0.02,0.02,0.02,0.49,0.06,-1.98,-3.25,-0.59,-0.31,0.14,,0.73
21,2357,華碩,924.0,-65.0,-6.57,09/11,0.12,0.14,0.13,0.49,0.81,0.89,0.29,1.35,4.59,9.97,14.3,0.31
22,3167,大量,828.0,-20.0,-2.36,09/11,0.17,0.12,-0.1,0.46,0.34,1.27,-1.54,-0.53,3.64,7.6,7.56,-2.13
23,6147,頎邦,181.0,-9.5,-4.99,09/11,0.0,0.47,0.47,0.44,0.33,0.42,-5.23,0.46,-5.87,-1.32,2.54,-0.6
24,00645,富邦日本,56.9,-0.3,-0.52,09/11,0.0,0.0,0.23,0.38,0.53,1.09,2.22,2.22,2.22,2.22,1.99,2.22
25,2855,統一證,51.9,0.2,0.39,09/11,0.07,0.15,0.29,0.38,0.7,1.14,2.07,6.86,6.95,7.02,6.97,6.72
26,6206,飛捷,138.0,3.0,2.22,09/11,0.18,0.28,0.38,0.38,0.37,0.36,0.33,0.33,-3.84,0.32,0.9,-0.55
27,2637,慧洋-KY,101.0,0.5,0.5,09/11,0.25,0.3,0.3,0.37,0.41,-1.12,-0.54,-2.71,-5.2,0.51,5.52,-4.26
28,8112,至上,84.6,-1.3,-1.51,09/11,0.0,0.0,0.35,0.37,0.4,0.65,4.01,2.35,2.12,4.06,2.24,0.21
29,5347,世界,157.5,-4.0,-2.48,09/11,0.01,0.13,0.13,0.33,0.24,0.23,1.56,-1.5,-8.85,8.95,9.16,-5.85
30,6442,光聖,1670.0,-130.0,-7.22,09/11,0.0,0.2,0.06,0.33,0.91,1.28,0.23,-3.79,0.36,5.89,5.83,-3.25
31,3491,昇達科,1415.0,60.0,4.43,09/11,0.1,0.15,0.15,0.33,1.21,2.83,2.49,2.54,-0.6,7.24,6.03,1.58
32,2436,偉詮電,67.1,-1.1,-1.61,09/11,0.03,0.13,0.34,0.33,0.33,0.32,0.21,0.39,-0.63,0.37,0.14,0.44
33,2360,致茂,2160.0,-20.0,-0.92,09/11,0.02,0.02,0.18,0.32,0.3,-0.24,-0.8,-0.2,0.67,3.01,4.41,-0.3
34,2376,技嘉,349.0,-2.5,-0.71,09/11,0.08,0.14,0.14,0.31,0.46,0.32,1.89,4.01,3.66,-2.66,0.92,3.96
35,2303,聯電,140.5,-2.0,-1.4,09/11,0.01,0.11,0.15,0.31,0.38,-0.28,-3.46,-8.94,-13.0,3.49,6.58,-10.1
36,2542,興富發,46.5,0.0,0.0,09/11,0.05,0.08,0.14,0.29,0.83,1.15,3.77,6.81,6.39,3.87,3.55,6.36
37,4938,和碩,91.0,0.0,0.0,09/11,0.01,0.06,0.1,0.28,0.45,0.87,-0.68,3.6,-2.06,2.94,3.46,1.51
38,2027,大成鋼,46.5,-1.7,-3.53,09/11,0.08,0.16,0.16,0.28,0.72,-0.15,1.51,-1.32,1.86,-1.47,0.49,-0.4
39,2887,台新新光金,42.65,0.5,1.19,09/11,0.0,0.05,0.13,0.25,0.34,0.78,1.77,2.18,7.91,12.7,12.8,3.25
40,4958,臻鼎-KY,495.0,0.5,0.1,09/11,0.0,0.0,0.04,0.25,0.89,0.56,2.52,4.73,2.67,1.43,5.54,4.33
41,6683,雍智科技,1290.0,0.0,0.0,09/11,0.0,0.0,0.09,0.24,0.01,-2.08,-0.62,-0.29,1.26,0.81,,1.07
42,6620,漢達,124.0,-2.5,-1.98,09/11,0.0,0.0,0.0,0.24,0.24,0.24,0.24,0.24,,,,0.24
43,6121,新普,380.5,2.0,0.53,09/11,0.17,0.18,0.19,0.24,0.29,0.34,-0.7,-3.92,-9.83,1.73,9.79,-7.7
44,2801,彰銀,27.9,1.05,3.91,09/11,0.06,0.11,0.12,0.22,0.31,0.3,1.86,2.0,1.45,0.98,2.04,1.09
45,6187,萬潤,1250.0,-30.0,-2.34,09/11,0.0,-0.2,-0.2,0.21,0.73,3.83,3.47,11.6,10.7,11.8,8.57,12.2
46,3264,欣銓,230.5,-9.5,-3.96,09/11,0.0,0.24,0.2,0.21,0.25,0.36,0.55,-2.17,2.15,8.32,13.4,3.21
47,006205,富邦上証,39.65,-0.52,-1.29,09/11,0.0,0.07,0.1,0.2,0.44,0.5,0.57,-0.6,-0.6,-2.74,-57.9,-0.6
48,2884,玉山金,46.3,1.35,3.0,09/11,0.01,0.05,0.07,0.18,0.28,0.82,1.53,0.23,3.24,5.06,5.42,0.5
49,3413,京鼎,279.5,-4.0,-1.41,09/11,0.11,0.18,0.18,0.18,-0.06,-0.12,0.94,-1.05,-2.73,1.06,0.7,-0.99
50,6805,富世達,2150.0,-40.0,-1.83,09/11,-0.14,-0.3,0.15,0.17,-2.11,4.51,7.34,1.09,6.26,,,-0.74
51,009803,玉山市值動能50,21.76,-0.4,-1.81,09/11,0.1,0.1,0.1,0.16,0.16,0.22,0.37,1.41,1.41,,,1.41
