排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3231,緯創,180.0,-0.5,-0.28,09/23,-574573.0,-609791.0,-779069.0,-1691179,-1686388.0,-757255.0,262338.0,88954.0,1430961.0,575194.0
2,3711,日月光投控,693.0,0.0,0.0,09/23,-312802.0,-488606.0,-614878.0,-648051,-633529.0,-957657.0,-1834566.0,-1586697.0,-3119181.0,-1467914.0
3,3008,大立光,6190.0,-215.0,-3.36,09/23,-36313.0,-81343.0,-153169.0,-343387,-1115782.0,-2679918.0,-981099.0,-2456312.0,-1107364.0,-1637888.0
4,3661,世芯-KY,3760.0,45.0,1.21,09/23,-105547.0,-126018.0,-406559.0,-333016,-112866.0,-96177.0,-1530797.0,-1967617.0,-1133457.0,-876887.0
5,2308,台達電,1900.0,0.0,0.0,09/23,-331869.0,-330330.0,-314186.0,-327140,-138719.0,-331186.0,-548221.0,668652.0,538105.0,838037.0
6,8299,群聯,2215.0,30.0,1.37,09/23,-51032.0,-205985.0,-218271.0,-325307,-558459.0,374962.0,1640838.0,2750731.0,3314017.0,3299477.0
7,6669,緯穎,2105.0,-10.0,-0.47,09/23,-190455.0,-232535.0,-226538.0,-265557,-45119.0,1114825.0,932636.0,2006763.0,3761397.0,2801318.0
8,2327,國巨*,573.0,2.0,0.35,09/23,-291.0,-78001.0,-80991.0,-210385,48486.0,256189.0,1458270.0,908639.0,152746.0,571596.0
9,3036,文曄,206.0,1.0,0.49,09/23,-51010.0,-44086.0,-116728.0,-161859,-570164.0,-293919.0,-656949.0,326025.0,941602.0,713139.0
10,2382,廣達,341.5,-0.5,-0.15,09/23,-6520.0,-140505.0,-152787.0,-154598,-296495.0,-1192350.0,-5410587.0,-794239.0,-1372027.0,-1273025.0
11,2454,聯發科,5185.0,5.0,0.1,09/23,-48807.0,-123872.0,-123578.0,-129573,-94499.0,-22659.0,883996.0,618942.0,346510.0,120083.0
12,2409,友達,34.7,-1.95,-5.32,09/23,-57041.0,-74517.0,-125674.0,-119021,-345106.0,-380364.0,-371036.0,-364767.0,414590.0,434077.0
13,2379,瑞昱,761.0,6.0,0.79,09/23,-19225.0,-46525.0,-106360.0,-117181,-219045.0,-352750.0,-1196283.0,-481088.0,552893.0,152179.0
14,3665,貿聯-KY,2340.0,95.0,4.23,09/23,-60081.0,-22637.0,-78398.0,-113079,-203919.0,-615829.0,1116089.0,1604460.0,1760352.0,783212.0
15,1216,統一,75.4,0.8,1.07,09/23,-15640.0,-24439.0,-44495.0,-97754,-215501.0,-573363.0,-1119005.0,-795386.0,157429.0,-359854.0
16,6257,矽格,247.0,-2.0,-0.8,09/23,-5993.0,-58969.0,-100713.0,-97480,-110218.0,31557.0,-65979.0,-173990.0,-73631.0,-127079.0
17,2449,京元電子,304.0,-13.0,-4.1,09/23,-90496.0,-220393.0,-170522.0,-96908,38001.0,516833.0,1056991.0,367227.0,1727097.0,1452304.0
18,2317,鴻海,256.0,3.0,1.19,09/23,-25321.0,-57429.0,-98670.0,-85712,-411008.0,-245959.0,-828064.0,-2733091.0,-708313.0,-566232.0
19,8046,南電,1210.0,45.0,3.86,09/23,-116462.0,-190905.0,-145413.0,-72148,-119456.0,136745.0,392990.0,180337.0,-67569.0,234842.0
