排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,6949,沛爾生醫*-創,60.4,-6.7,-9.99,18561,09/08,3.71,2.96,1955.0,1955.0,1946.0,1960.0,1955.0,2512.0,7230.0,3081.0
2,00933B,國泰10Y+金融債,15.4,-0.04,-0.26,9239,09/08,0.42,752.0,752.0,765.0,681.0,1503.0,90.8,41.4,-45.5,-28.2
3,2892,第一金,37.85,0.55,1.47,28543,09/08,0.85,652.0,650.0,553.0,340.0,480.0,-28.2,13.5,222.0,4.93
4,6581,鋼聯,111.5,2.5,2.29,40,09/08,350.0,350.0,350.0,350.0,440.0,440.0,108.0,-20.6,-15.6,17.4
5,4107,邦特,113.0,0.0,0.0,69,09/08,124.0,230.0,245.0,153.0,105.0,-1.3,-63.3,-76.8,-69.0,-66.5
6,00962,台新AI優息動能,15.19,-0.41,-2.63,12387,09/08,59.0,226.0,235.0,307.0,297.0,1189.0,297.0,414.0,507.0,215.0
7,00885,富邦越南,18.47,-0.26,-1.39,1084,09/08,-4.28,-3.19,220.0,166.0,183.0,192.0,151.0,-21.6,-32.8,-51.7
8,7738,東聯互動,168.0,0.0,0.0,81,09/08,4.88,119.0,180.0,187.0,190.0,180.0,244.0,,,
9,00958B,永豐ESG銀行債15+,8.93,-0.03,-0.33,75,09/08,0.0,167.0,167.0,-27.3,-50.0,60.0,167.0,-38.5,-97.7,-55.6
10,009822,華南永昌未來金融,9.98,0.02,0.2,1029,09/08,0.0,0.0,150.0,150.0,66.7,-50.0,-98.5,,,
11,2939,永邑-KY,20.0,0.25,1.27,8,09/08,0.0,6.39,149.0,148.0,149.0,143.0,179.0,1.18,12.8,26.9
12,00770,國泰北美科技,68.35,-0.1,-0.15,1467,09/08,36.7,77.0,130.0,248.0,300.0,575.0,332.0,-21.7,83.1,74.2
13,4706,大恭,35.3,-3.85,-9.83,313,09/08,97.8,107.0,122.0,122.0,117.0,50.8,-4.3,-50.0,-61.8,-59.5
14,6620,漢達,124.0,11.0,9.73,5936,09/08,37.3,53.3,113.0,155.0,228.0,254.0,,,,
15,00921,兆豐龍頭等權重,24.66,-0.01,-0.04,560,09/08,19.2,91.0,104.0,7350.0,7350.0,263.0,4867.0,1142.0,210.0,282.0
16,00701,國泰股利精選30,40.62,-0.08,-0.2,1320,09/08,0.0,300.0,100.0,0.0,-65.7,-73.3,-69.2,-88.9,-98.7,-96.1
17,7823,奧義賽博-KY創,80.7,-2.5,-3.0,61,09/08,0.0,100.0,100.0,100.0,100.0,,,,,
18,00922,國泰台灣領袖50,42.56,-0.29,-0.68,5488,09/08,50.9,106.0,97.1,131.0,29.7,69.7,93.0,-46.3,295.0,179.0
19,3229,晟鈦,55.2,4.6,9.09,2773,09/08,35.8,35.5,88.5,87.7,281.0,,,,,
20,1726,永記,77.5,-0.3,-0.39,50,09/08,87.5,87.5,87.5,87.5,87.5,80.0,9.76,,,
21,00936,台新永續高息中小,21.45,-0.09,-0.42,393,09/08,0.0,-4.76,81.8,53.8,-16.7,66.7,81.8,300.0,-98.7,-96.2
22,2412,中華電,139.0,1.0,0.72,11188,09/08,6.95,76.8,70.9,35.6,58.4,5.02,815.0,197.0,309.0,263.0
23,00404A,主動聯博動能50,9.99,-0.04,-0.4,34321,09/08,47.5,80.3,64.4,131.0,72.2,1.45,314.0,,,
24,00713,元大台灣高息低波,63.65,0.2,0.32,7444,09/08,-1.61,41.2,63.8,71.5,54.9,109.0,187.0,-0.27,-57.8,-35.6
25,00987D,主動統一美債量化,9.94,-0.02,-0.2,3403,09/08,33.3,33.3,60.0,60.0,,,,,,
26,0061,元大寶滬深,24.08,-0.19,-0.78,82,09/08,11.8,26.7,58.3,90.0,46.2,46.2,-24.0,-86.1,-95.4,-93.1
27,7810,捷創科技,219.0,1.5,0.69,112,09/08,72.2,60.3,57.6,45.3,86.0,127.0,,,,
28,009828,中信台日韓PCB,9.63,-0.09,-0.93,71854,09/08,14.6,9.05,56.9,,,,,,,
29,00982T,平衡兆豐台美動能,16.18,-0.16,-0.98,260,09/08,24.1,44.0,56.5,800.0,1700.0,,,300.0,,5.88
30,4530,天意能創,25.95,-1.95,-6.99,99,09/08,55.6,55.6,55.6,55.6,16.7,-69.6,-44.0,,,
31,8064,東捷,134.5,12.0,9.8,7726,09/08,15.7,30.8,53.3,70.1,70.3,61.7,16.2,77.5,48.4,35.8
32,3489,森寶,22.45,-0.2,-0.88,247,09/08,22.1,47.4,51.4,48.3,60.0,21.4,-73.6,-66.1,-59.2,-59.3
33,5604,中連,31.55,0.25,0.8,8,09/08,20.0,20.0,50.0,50.0,-50.0,-66.7,-40.0,-93.7,-94.7,-94.5
34,00852L,國泰美國道瓊正2,34.96,-0.23,-0.65,45,09/08,14.1,133.0,47.9,78.0,66.7,128.0,78.0,-85.2,-29.5,25.0
35,009803,玉山市值動能50,22.19,-0.21,-0.94,22253,09/08,39.6,40.1,45.0,60.0,74.0,71.8,93.7,142.0,568.0,808.0
36,5013,強新,28.0,-0.3,-1.06,11,09/08,0.0,0.0,43.8,-36.1,229.0,229.0,360.0,1050.0,-52.1,130.0
37,009818,華南永昌NASDAQxT,20.05,0.06,0.3,263,09/08,0.0,0.0,43.5,43.5,154.0,175.0,106.0,,,
38,6218,豪勉,46.7,2.15,4.83,7430,09/08,22.9,41.8,41.1,29.7,29.0,11.2,-0.24,117.0,77.4,57.5
39,00913,兆豐台灣晶圓製造,49.65,-0.3,-0.6,1115,09/08,29.8,43.0,40.3,25.9,7.99,-43.9,142.0,707.0,7256.0,1739.0
40,00938,凱基優選30,26.6,0.16,0.61,1779,09/08,16.7,40.0,40.0,40.0,250.0,-72.0,-22.2,75.0,-74.1,-30.0
41,1264,德麥,250.5,-0.5,-0.2,43,09/08,0.0,40.0,40.0,40.0,40.0,250.0,600.0,,,
42,00652,富邦印度,32.48,-0.33,-1.01,367,09/08,25.7,25.7,33.3,33.3,-2.22,37.5,-73.5,-21.4,-6.38,-33.3
43,00682U,期元大美元指數,20.41,0.0,0.0,1,09/08,0.0,0.0,33.3,33.3,-66.7,-90.9,-20.0,33.3,-66.7,-33.3
44,009810,玉山全球藍籌100,21.24,-0.04,-0.19,28,09/08,0.0,0.0,33.3,33.3,,,-20.0,300.0,-83.3,-42.9
45,6272,驊陞,28.6,-1.1,-3.7,394,09/08,-0.87,-5.79,33.3,168.0,356.0,375.0,,,,
46,00948B,中信優息投資級債,9.07,-0.02,-0.22,3295,09/08,0.0,31.8,31.8,31.8,38.4,47.5,48.8,20.0,-43.2,-40.0
47,00900,富邦特選高股息30,19.54,-0.05,-0.26,3723,09/08,30.6,30.6,29.8,19.4,-29.4,-36.1,-55.8,-73.6,-94.2,-90.0
48,3171,炎洲流通,62.0,-0.5,-0.8,63,09/08,27.4,27.4,29.5,36.2,19.7,38.6,-15.1,-84.2,-83.5,-83.5
49,2421,建準,168.0,-3.5,-2.04,3308,09/08,-0.61,18.0,29.5,7.67,-1.66,6.7,-15.0,-5.07,-29.8,-15.8
50,6669,緯穎,2340.0,-150.0,-6.02,5081,09/08,10.4,22.9,28.7,99.2,121.0,107.0,39.0,28.1,37.7,52.7
51,006201,元大富櫃50,45.23,-0.18,-0.4,90,09/08,3.95,27.8,27.8,9.52,8.88,-55.3,2.79,982.0,-9.36,207.0
52,2069,運錩,22.4,2.0,9.8,2647,09/08,20.3,21.5,27.0,33.0,62.0,104.0,64.6,13.4,-12.0,-4.05
53,00917,中信特選金融,23.99,-0.09,-0.37,889,09/08,0.87,26.1,26.1,27.5,5.45,-83.1,36.5,-22.7,544.0,452.0
54,00733,富邦臺灣中小,67.15,-0.85,-1.25,322,09/08,92.1,35.2,25.9,65.9,-3.95,-27.7,35.2,-25.5,-85.8,-71.3
55,2886,兆豐金,50.6,0.4,0.8,24420,09/08,-8.28,-16.4,25.3,-29.8,-41.4,22.5,103.0,48.1,8.99,27.8
56,5310,天剛,23.8,0.25,1.06,12,09/08,0.0,25.0,25.0,25.0,0.0,,,,,
57,8488,吉源-KY,10.35,-0.4,-3.72,68,09/08,-14.3,15.4,25.0,20.0,30.4,57.9,36.4,30.4,-16.7,36.4
58,6667,信紘科,250.0,-5.0,-1.96,552,09/08,3.34,5.06,24.9,24.7,29.1,36.4,13.3,-22.5,-33.7,-26.6
59,00964,中信亞太高股息,14.96,-0.05,-0.33,1643,09/08,7.55,21.3,23.9,42.5,18.8,21.3,-23.0,-24.0,5600.0,39.0
60,009814,富邦標普500,11.33,-0.03,-0.26,744,09/08,30.0,30.0,23.8,30.0,36.8,160.0,4.0,-13.3,,8.33
61,00409A,主動復華全球50,9.9,-0.01,-0.1,21887,09/08,-2.19,7.1,23.4,,,,,,,
62,9942,茂順,114.0,0.0,0.0,61,09/08,19.5,22.5,22.5,28.9,69.0,113.0,-3.92,-16.9,-82.1,-66.4
