單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"17,816,551,071","6,668,566,920","11,147,984,151"
自營商(避險),"35,823,126,220","24,241,522,260","11,581,603,960"
投信,"24,948,858,989","21,016,658,560","3,932,200,429"
外資及陸資(不含外資自營商),"297,701,081,728","277,325,223,729","20,375,857,999"
外資自營商,0,0,0
合計,"376,289,618,008","329,251,971,469","47,037,646,539"
