證券代號,證券名稱,交易別,成交價,成交股數,成交金額
3189,景碩,逐筆交易,965.00,"228,000","220,020,000"
3189,景碩,逐筆交易,960.00,"200,000","192,000,000"
3189,景碩,逐筆交易,955.00,"210,000","200,550,000"
3189,景碩,逐筆交易,950.00,"696,000","661,200,000"
3189,景碩,逐筆交易,945.00,"100,000","94,500,000"
1402,遠東新,配對交易,28.05,"628,000","17,615,400"
1590,亞德客-KY,配對交易,"1,205.99","324,000","390,740,760"
2303,聯電,配對交易,153.61,"118,000","18,125,980"
2308,台達電,配對交易,"1,911.87","54,810","104,789,595"
2308,台達電,配對交易,"1,911.85","71,190","136,104,602"
2317,鴻海,配對交易,251.25,"171,000","42,963,750"
2330,台積電,配對交易,"2,749.27","42,000","115,469,340"
2330,台積電,配對交易,"2,481.35","20,000","49,627,000"
2330,台積電,配對交易,"2,481.30","10,000","24,813,000"
2330,台積電,配對交易,"2,480.42","140,000","347,258,800"
2330,台積電,配對交易,"2,479.28","12,705","31,499,252"
2330,台積電,配對交易,"2,479.26","8,295","20,565,462"
2345,智邦,配對交易,"1,887.95","44,000","83,069,800"
2360,致茂,配對交易,"2,296.14","13,000","29,849,820"
2376,技嘉,配對交易,365.00,"300,000","109,500,000"
2382,廣達,配對交易,338.00,"1,061,000","358,618,000"
2454,聯發科,配對交易,"5,276.86","28,000","147,752,080"
2454,聯發科,配對交易,"5,266.51","13,125","69,122,944"
2454,聯發科,配對交易,"5,266.49","7,875","41,473,609"
2885,元大金,配對交易,69.13,"786,000","54,336,180"
2885,元大金,配對交易,69.12,"321,000","22,187,520"
3008,大立光,配對交易,"6,244.20","3,000","18,732,600"
3036,文曄,配對交易,206.00,"1,094,000","225,364,000"
3036,文曄,配對交易,205.50,"697,000","143,233,500"
3231,緯創,配對交易,180.00,"3,605,000","648,900,000"
3443,創意,配對交易,"8,453.08","19,600","165,680,368"
3443,創意,配對交易,"8,453.06","18,400","155,536,304"
3665,貿聯-KY,配對交易,"2,410.00","45,000","108,450,000"
5871,中租-KY,配對交易,108.86,"200,000","21,772,000"
5871,中租-KY,配對交易,105.99,"199,000","21,092,010"
6669,緯穎,配對交易,"1,895.00","801,413","1,518,677,635"
7769,鴻勁,配對交易,"5,666.72","3,750","21,250,200"
7769,鴻勁,配對交易,"5,666.71","11,250","63,750,488"
總計,,,,"12,305,413","6,696,191,997"
