排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,6669,緯穎,2270.0,-40.0,-1.73,09/14,42325.0,83384.0,114642.0,395185,1153497.0,1326195.0,778911.0,2195089.0,3821628.0,2961079.0
2,3231,緯創,181.0,-4.5,-2.43,09/14,55976.0,-10050.0,-55139.0,345335,437571.0,1137294.0,2072563.0,1413631.0,2914636.0,2206444.0
3,3661,世芯-KY,3590.0,-60.0,-1.64,09/14,19644.0,167613.0,147834.0,232794,282124.0,-20638.0,-708159.0,-1712720.0,-652199.0,-616187.0
4,6446,藥華藥,1190.0,-90.0,-7.03,09/14,50962.0,63886.0,93649.0,225727,299166.0,440766.0,493392.0,393254.0,-193544.0,-78977.0
5,2308,台達電,1620.0,0.0,0.0,09/14,22350.0,94180.0,231316.0,206241,276973.0,53523.0,-125298.0,1062792.0,822156.0,1208072.0
6,6488,環球晶,900.0,-2.0,-0.22,09/14,36338.0,63630.0,107076.0,187766,680755.0,1401816.0,958128.0,175609.0,-108584.0,527522.0
7,6515,穎崴,6600.0,-290.0,-4.21,09/14,17947.0,92733.0,114087.0,176306,209826.0,164949.0,249842.0,-139662.0,-255015.0,-234650.0
8,2357,華碩,934.0,10.0,1.08,09/14,76419.0,122545.0,126378.0,166633,8018.0,-446659.0,-2342052.0,-2526232.0,-341917.0,-1521157.0
9,2449,京元電子,261.5,-1.5,-0.57,09/14,31501.0,74201.0,96360.0,163585,418872.0,705813.0,337853.0,1172264.0,1698137.0,1510662.0
10,2376,技嘉,344.0,-5.0,-1.43,09/14,12285.0,45747.0,84983.0,145862,252142.0,138503.0,207800.0,46744.0,904876.0,616229.0
11,2887,台新新光金,43.55,0.9,2.11,09/14,10532.0,26322.0,45438.0,143993,264187.0,433339.0,721054.0,1000231.0,1173117.0,832026.0
12,2330,台積電,2380.0,-30.0,-1.24,09/14,69678.0,82482.0,130674.0,136913,208855.0,63163.0,1148281.0,3064465.0,691925.0,3224534.0
13,3026,禾伸堂,731.0,-13.0,-1.75,09/14,17359.0,86235.0,107759.0,130819,169401.0,330514.0,605475.0,586966.0,597400.0,566098.0
14,5289,宜鼎,1290.0,-5.0,-0.39,09/14,13883.0,26254.0,38683.0,119547,233982.0,251105.0,4273.0,393022.0,302487.0,306052.0
15,3105,穩懋,444.0,6.5,1.49,09/14,262.0,13401.0,32892.0,104629,163816.0,164446.0,329937.0,815440.0,658192.0,702288.0
16,2881,富邦金,154.0,5.5,3.7,09/14,-1062.0,10946.0,34518.0,104404,247809.0,292126.0,-372483.0,-1469245.0,-1843996.0,-1421349.0
17,3376,新日興,181.0,-2.0,-1.09,09/14,23429.0,48583.0,70353.0,82454,59585.0,9820.0,88181.0,41774.0,75616.0,168736.0
18,6223,旺矽,5595.0,-25.0,-0.44,09/14,18273.0,24378.0,37819.0,81412,-3232.0,137671.0,667464.0,1181107.0,988542.0,898388.0
19,00918,大華優利高填息30,35.51,0.17,0.48,09/14,9580.0,47526.0,62632.0,80017,141026.0,153966.0,49443.0,107416.0,94776.0,13704.0
