排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,6223,旺矽,5620.0,275.0,5.14,09/23,12.9,31.2,29.8,22.1,15.4,14.5,9.06,6.21,5.9,3.65,2.28,6.26
2,6669,緯穎,2105.0,-10.0,-0.47,09/23,28.5,22.9,22.7,19.4,11.5,10.6,7.84,5.49,4.92,3.87,,5.73
3,6515,穎崴,5995.0,230.0,3.99,09/23,4.38,16.4,22.6,19.3,16.3,9.86,15.3,13.5,7.6,5.52,,10.0
4,2383,台光電,5020.0,160.0,3.29,09/23,4.57,17.6,23.1,18.6,15.6,12.4,5.99,4.58,3.94,5.27,4.25,4.32
5,4749,新應材,726.0,-2.0,-0.27,09/23,32.1,30.2,30.4,18.0,11.3,4.4,2.65,2.59,2.28,,,2.4
6,2345,智邦,1890.0,-25.0,-1.31,09/23,12.3,8.48,13.7,17.6,14.6,13.0,7.52,5.0,4.05,4.32,3.73,4.48
7,9802,鈺齊-KY,64.2,0.7,1.1,09/23,20.4,24.2,21.0,17.4,7.08,3.86,4.19,2.95,1.31,0.36,0.1,2.52
8,6535,順藥,82.3,4.3,5.51,09/23,10.3,16.0,19.5,17.0,18.9,7.33,10.3,6.27,2.61,0.73,0.27,4.61
9,3661,世芯-KY,3760.0,45.0,1.21,09/23,0.22,0.07,0.45,16.6,9.27,5.59,3.36,2.94,2.9,2.24,1.67,2.78
10,6442,光聖,1515.0,5.0,0.33,09/23,23.8,23.5,24.4,16.2,7.91,3.72,2.61,3.78,2.47,1.04,0.84,3.26
11,7734,印能科技,2580.0,20.0,0.78,09/23,21.4,15.8,9.96,16.0,19.6,19.9,12.4,6.35,3.81,,,4.22
12,8210,勤誠,892.0,-6.0,-0.67,09/23,18.4,9.97,17.1,15.6,15.2,10.7,10.4,6.58,2.77,0.66,0.37,4.44
13,6274,台燿,1460.0,20.0,1.39,09/23,1.19,0.82,15.7,15.1,12.0,13.5,7.2,4.33,3.84,2.84,3.5,5.63
14,2886,兆豐金,50.0,-0.5,-0.99,09/23,17.5,22.4,17.7,14.8,7.78,5.91,3.05,3.02,3.95,6.24,3.61,3.1
15,3004,豐達科,118.0,0.5,0.43,09/23,0.0,0.0,10.2,14.2,15.3,5.7,1.28,0.65,1.41,0.55,0.44,0.49
16,3227,原相,185.5,1.5,0.82,09/23,19.0,15.9,17.0,13.5,13.3,9.48,4.5,3.17,2.83,2.22,1.66,3.17
17,1402,遠東新,27.9,0.05,0.18,09/23,0.0,0.05,8.51,13.4,21.6,13.0,3.41,8.17,8.39,10.6,5.96,8.27
18,2357,華碩,958.0,5.0,0.52,09/23,4.15,2.51,2.38,13.0,6.17,3.13,5.87,5.89,5.53,6.5,3.99,5.63
19,2885,元大金,69.6,-1.0,-1.42,09/23,0.42,1.81,1.89,11.8,7.45,4.94,6.9,10.7,12.8,7.49,2.79,11.2
20,006201,元大富櫃50,46.28,-0.3,-0.64,09/23,0.0,14.1,11.1,11.1,7.93,3.98,2.66,2.18,4.24,6.77,11.9,3.46
21,3706,神達,78.6,-0.7,-0.88,09/23,28.1,24.2,18.8,10.8,6.23,2.08,0.62,0.28,0.67,0.83,0.92,0.3
22,2472,立隆電,216.5,-1.0,-0.46,09/23,0.0,0.0,8.09,10.6,17.0,13.0,4.25,1.83,1.4,0.98,0.69,1.73
23,2880,華南金,45.8,-0.75,-1.61,09/23,0.0,1.57,6.24,10.2,6.72,6.62,6.02,7.9,6.88,6.07,2.69,7.14
24,5522,遠雄,60.9,-1.0,-1.62,09/23,5.18,3.01,2.34,10.0,9.86,6.35,6.26,4.59,3.96,7.44,5.51,5.43
25,9941,裕融,79.7,0.0,0.0,09/23,14.8,15.3,15.9,9.99,5.75,2.72,2.16,2.73,0.91,0.37,0.17,2.14
26,9917,中保科,106.5,0.5,0.47,09/23,0.0,0.0,0.0,9.93,10.2,4.74,1.24,1.98,0.99,0.27,0.15,1.91
27,5434,崇越,542.0,8.0,1.5,09/23,0.79,1.16,2.06,9.87,7.04,4.36,4.17,3.75,5.44,4.79,2.78,4.24
