代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00900,富邦特選高股息30,19.46,-0.12,-0.61,09/10,29,42093,26.8,2.76,0,0,0.0,0.0,13,38999,47.8,2.55,53,168500,59.4,11.0
3045,台灣大,120.0,0.5,0.42,09/10,19,91673,46.7,2.46,2,921,7.52,0.02,-3,-339,-2.03,-0.01,19,93672,47.7,2.52
5403,中菲,92.7,-0.1,-0.11,09/10,19,334,47.6,0.43,0,0,0.0,0.0,0,0,0.0,0.0,19,334,47.6,0.43
9919,康那香,14.15,0.0,0.0,09/10,19,983,27.4,0.5,0,0,0.0,0.0,-3,-7,-1.15,0.0,19,1013,28.2,0.52
5880,合庫金,26.85,0.0,0.0,09/10,15,99105,35.7,0.62,1,119,0.98,0.0,-1,-99,-0.81,0.0,7,66718,43.3,0.42
3374,精材,488.0,9.5,1.99,09/10,14,17609,9.82,6.49,0,0,0.0,0.0,2,168,2.96,0.06,14,29105,16.2,10.7
8446,華研,86.1,0.0,0.0,09/10,14,139,25.4,0.26,0,0,0.0,0.0,-1,0,-0.33,0.0,14,139,25.4,0.26
2880,華南金,44.8,0.45,1.01,09/10,11,78207,36.9,0.56,1,88,0.67,0.0,-3,-606,-1.71,0.0,1,3698,28.3,0.03
2885,元大金,69.7,0.0,0.0,09/10,11,57314,22.5,0.41,1,325,2.15,0.0,-5,-775,-0.83,-0.01,1,1395,9.25,0.01
5314,世紀*,46.8,4.25,9.99,09/10,11,20005,12.5,1.66,-1,-3,-0.01,0.0,-3,-1249,-1.27,-0.1,5,11867,10.9,0.98
6805,富世達,2190.0,-105.0,-4.58,09/10,10,2020,12.8,2.95,-1,-109,-7.33,-0.16,-1,-44,-2.94,-0.06,5,532,11.8,0.78
00722B,群益投資級電信債,33.85,-0.07,-0.21,09/10,9,686,2.36,0.05,0,0,0.0,0.0,-1,-29,-1.13,0.0,3,259,2.5,0.02
2247,汎德永業,230.0,-2.5,-1.08,09/10,9,99,39.2,0.12,-1,-4,-16.2,0.0,0,0,0.0,0.0,9,98,38.8,0.12
2528,皇普,20.15,-0.05,-0.25,09/10,9,537,26.3,0.12,2,21,6.62,0.0,0,0,0.0,0.0,6,526,46.6,0.12
3466,德晉,24.95,0.7,2.89,09/10,9,272,19.0,0.35,0,0,0.0,0.0,1,0,0.13,0.0,9,272,19.0,0.35
5245,智晶,22.45,0.0,0.0,09/10,9,63,20.2,0.14,0,0,0.0,0.0,-2,-55,-60.7,-0.12,-2,-46,-50.8,-0.1
6887,寶綠特-KY,36.9,-1.1,-2.89,09/10,9,42,21.0,0.06,0,0,0.0,0.0,1,1,2.37,0.0,9,44,22.0,0.06
9906,欣巴巴,39.75,-1.3,-3.17,09/10,9,150,25.6,0.17,0,0,0.0,0.0,-1,-3,-5.09,0.0,8,149,27.2,0.16
00639,富邦深100,16.04,-0.02,-0.12,09/10,8,201,4.79,0.21,0,0,0.0,0.0,1,192,25.6,0.2,1,198,26.4,0.21
00836B,永豐10年A公司債,27.47,-0.09,-0.33,09/10,8,474,69.5,0.08,0,0,0.0,0.0,-1,-24,-20.7,0.0,9,507,74.3,0.08
00898,國泰基因免疫革命,10.62,-0.13,-1.21,09/10,8,1694,31.7,1.47,0,0,0.0,0.0,1,621,57.4,0.54,6,2462,60.5,2.13
1432,大魯閣,15.0,0.0,0.0,09/10,8,107,17.1,0.1,0,0,0.0,0.0,0,0,0.0,0.0,8,108,17.2,0.1
1442,名軒,30.3,-0.05,-0.16,09/10,8,509,43.9,0.14,0,0,0.0,0.0,0,0,0.0,0.0,8,530,45.7,0.14
1445,大宇,10.3,0.0,0.0,09/10,8,186,30.4,0.14,0,0,0.0,0.0,1,2,6.92,0.0,8,189,30.9,0.14
1473,台南,20.0,-0.1,-0.5,09/10,8,86,33.6,0.06,0,0,0.0,0.0,0,0,0.0,0.0,8,88,34.3,0.06
2412,中華電,139.5,0.0,0.0,09/10,8,29476,39.1,0.38,2,998,5.9,0.01,-3,-257,-0.92,0.0,8,29472,39.1,0.38
2908,特力,22.2,-0.05,-0.22,09/10,8,366,18.9,0.07,0,0,0.0,0.0,1,20,8.66,0.0,8,423,21.8,0.08
4999,鑫禾,18.1,0.05,0.28,09/10,8,60,18.5,0.08,0,0,0.0,0.0,-3,-2,-1.26,0.0,8,59,18.3,0.08
5876,上海商銀,47.9,0.4,0.84,09/10,8,39281,41.6,0.8,6,5470,8.69,0.11,-3,-313,-0.97,-0.01,8,44138,46.7,0.9
6163,華電網,40.35,0.0,0.0,09/10,8,1018,28.5,0.68,0,0,0.0,0.0,-1,-5,-2.54,0.0,8,988,27.7,0.66
00772B,中信高評級公司債,32.02,-0.06,-0.19,09/10,7,2096,17.3,0.06,0,0,0.0,0.0,3,1022,15.9,0.03,7,4045,33.4,0.12
1210,大成,52.3,-0.2,-0.38,09/10,7,1718,24.8,0.19,-1,-1,-0.11,0.0,1,17,1.87,0.0,7,1573,22.7,0.18
1234,黑松,33.35,-0.1,-0.3,09/10,7,241,49.3,0.06,0,0,0.0,0.0,0,0,0.0,0.0,8,241,43.4,0.06
1626,艾美特-KY,9.67,-0.09,-0.92,09/10,7,59,16.5,0.04,0,0,0.0,0.0,-1,-4,-3.12,0.0,-1,-3,-2.34,0.0
2023,燁輝,14.1,0.1,0.71,09/10,7,2273,41.2,0.12,-1,-1,-0.08,0.0,-3,-85,-2.78,0.0,7,2282,41.3,0.13
2455,全新,532.0,-1.0,-0.19,09/10,7,9920,10.8,5.36,-1,-28,-1.79,-0.02,1,58,3.72,0.03,7,10941,11.9,5.92
4157,太景*-KY,8.86,-0.17,-1.88,09/10,7,627,10.6,0.09,0,0,0.0,0.0,2,0,0.03,0.0,7,627,10.6,0.09
6023,元大期,84.4,-1.1,-1.29,09/10,7,1328,13.6,0.3,0,0,0.0,0.0,0,0,0.0,0.0,7,1328,13.6,0.3
6534,正瀚-創,92.0,-0.2,-0.22,09/10,7,69,26.1,0.07,0,0,0.0,0.0,1,0,0.27,0.0,7,68,26.0,0.07
6785,昱展新藥,95.6,1.0,1.06,09/10,7,94,31.1,0.14,0,0,0.0,0.0,2,1,0.9,0.0,7,95,31.3,0.14
00675L,富邦臺灣加權正2,324.45,-3.65,-1.11,09/10,6,313,4.88,0.28,0,0,0.0,0.0,-1,-23,-2.71,-0.02,-1,-7,-0.86,-0.01
00895,富邦未來車,50.4,-0.1,-0.2,09/10,6,561,27.3,0.39,0,0,0.0,0.0,3,181,18.8,0.13,6,1073,52.3,0.75
00993A,主動安聯台灣,13.41,-0.02,-0.15,09/10,6,3168,12.1,0.42,0,0,0.0,0.0,5,7194,33.5,0.95,5,9927,46.3,1.32
1203,味王,44.9,0.3,0.67,09/10,6,33,29.7,0.01,0,0,0.0,0.0,0,0,0.0,0.0,6,33,29.7,0.01
1435,中福,23.3,0.0,0.0,09/10,6,64,55.5,0.05,0,0,0.0,0.0,0,0,0.0,0.0,6,64,55.5,0.05
1451,年興,17.2,-0.05,-0.29,09/10,6,50,20.2,0.03,0,0,0.0,0.0,0,0,0.0,0.0,6,50,20.2,0.03
1604,聲寶,23.5,-0.1,-0.42,09/10,6,149,10.3,0.04,0,0,0.0,0.0,-3,-25,-4.98,-0.01,0,0,0.0,0.0
1906,寶隆,11.1,0.0,0.0,09/10,6,31,13.6,0.02,0,0,0.0,0.0,-2,-5,-5.98,0.0,6,36,15.8,0.02
2007,燁興,6.87,-0.1,-1.43,09/10,6,134,13.9,0.03,0,0,0.0,0.0,0,0,0.0,0.0,6,134,13.9,0.03
2012,春雨,14.35,-0.15,-1.03,09/10,6,81,23.8,0.03,0,0,0.0,0.0,0,0,0.0,0.0,6,84,24.6,0.03
2239,英利-KY,19.95,0.0,0.0,09/10,6,45,24.3,0.04,0,0,0.0,0.0,-3,-5,-6.64,0.0,6,46,24.8,0.04
2373,震旦行,53.1,-0.1,-0.19,09/10,6,56,34.4,0.02,0,0,0.0,0.0,0,0,0.0,0.0,6,56,34.4,0.02
2433,互盛電,41.2,-0.05,-0.12,09/10,6,43,25.6,0.03,0,0,0.0,0.0,-3,-4,-4.44,0.0,0,0,0.0,0.0
