股票代號,股票名稱,法人持股,上榜區塊,累積衰退
00400A,主動國泰動能高息,-54.880833,30日衰退,-1.4617119
00401A,主動摩根台灣鑫收,-13.324982,"30日衰退,10日衰退,20日衰退",-2.9780293
00404A,主動聯博動能50,-38.171093,"30日衰退,10日衰退,20日衰退",-6.685805
00406A,主動中信台灣收益,-75.82684,"30日衰退,10日衰退,20日衰退,5日衰退",-0.9990549
00410A,主動永豐科技趨勢,93.58897,"30日衰退,20日衰退",-30.91298
0050,元大台灣50,-9.1686125,"30日衰退,10日衰退,20日衰退",-0.7152052
0052,富邦科技,-61.728535,20日衰退,-1.5832394
0053,元大電子,-19.59181,"30日衰退,10日衰退,20日衰退,5日衰退",-0.49267545
0055,元大MSCI金融,-12.5740795,"30日衰退,10日衰退,20日衰退,5日衰退",-1.9352012
0057,富邦摩台,-10.678723,30日衰退,-1.4689653
006207,復華滬深,9.81385,"30日衰退,10日衰退,20日衰退",-0.56967163
00632R,元大台灣50反1,-23.28298,"30日衰退,20日衰退,5日衰退",-3.1421058
00633L,富邦上証正2,47.55357,"30日衰退,10日衰退,20日衰退,5日衰退",-0.8719241
00634R,富邦上証反1,14.170385,30日衰退,-3.8818202
00635U,期元大S&P黃金,-60.306538,"30日衰退,10日衰退,20日衰退,5日衰退",-0.20411198
00637L,元大滬深300正2,68.52,"30日衰退,10日衰退",-1.2163236
00640L,富邦日本正2,63.81579,"30日衰退,10日衰退,20日衰退,5日衰退",-8.653777
00643,群益深証中小,58.949917,"30日衰退,10日衰退,20日衰退,5日衰退",-3.6559806
00645,富邦日本,7.2679253,"10日衰退,5日衰退",-0.4636433
00646,元大S&P500,-25.231829,"30日衰退,10日衰退,20日衰退,5日衰退",-1.0293542
00650L,復華香港正2,42.774395,"30日衰退,10日衰退,20日衰退,5日衰退",-1.075893
00652,富邦印度,10.658692,5日衰退,-0.20897026
00653L,富邦印度正2,31.97338,5日衰退,-1.421852
00656R,國泰中國A50反1,9.817383,"30日衰退,20日衰退",-3.568908
00657,國泰日經225,5.5047836,10日衰退,-1.3782015
00662,富邦NASDAQ,-32.19838,"30日衰退,10日衰退,20日衰退,5日衰退",-0.2543269
00663L,國泰臺灣加權正2,-84.76987,"30日衰退,10日衰退,20日衰退,5日衰退",-0.5889915
00664R,國泰臺灣加權反1,-9.643106,"30日衰退,20日衰退",-2.0751867
