排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2409,友達,29.4,1.5,5.38,09/16,3222,28243,10897,-74017,-85296,-85331.0,-85346.0,-65154.0,409410.0,437764.0
2,1101,台泥,24.05,0.25,1.05,09/16,266,-813,-10278,-41385,-77541,-396521.0,-324482.0,6648.0,22856.0,94048.0
3,0056,元大高股息,55.55,0.55,1.0,09/16,-35770,-36315,-36307,-39152,-45137,-57083.0,-97059.0,-87539.0,10170.0,-148994.0
4,2834,臺企銀,18.2,0.2,1.11,09/16,-909,-4972,-13288,-23777,-49073,-317675.0,-225701.0,-36738.0,33861.0,43710.0
5,3036,文曄,191.0,-1.5,-0.78,09/16,-2572,-6647,-9607,-21328,-19777,-4248.0,-24054.0,18020.0,49649.0,32053.0
6,1216,統一,74.5,0.0,0.0,09/16,-2370,-4715,-8040,-15721,-21707,-96016.0,-123086.0,-79471.0,41462.0,-30043.0
7,2812,台中銀,19.3,-0.05,-0.26,09/16,166,-2182,-10937,-13236,-28949,-35779.0,-83302.0,15510.0,52943.0,45496.0
8,2317,鴻海,248.0,1.5,0.61,09/16,2176,155,-7575,-13134,-10641,-4715.0,-18808.0,-59896.0,-25234.0,2561.0
9,5876,上海商銀,49.75,-0.05,-0.1,09/16,-552,-1055,-5523,-10180,-22127,-28063.0,-40486.0,35997.0,38914.0,50427.0
10,00953B,群益優選非投等債,9.54,-0.02,-0.21,09/16,0,0,-600,-8597,-9046,3628.0,14261.0,10750.0,31001.0,36435.0
11,00637L,元大滬深300正2,19.17,-0.09,-0.47,09/16,654,654,558,-7984,-8049,-6959.0,-4645.0,-13738.0,-9225.0,-3979.0
12,1312,國喬,14.8,0.45,3.14,09/16,-386,-1183,-3968,-7878,-9655,-10983.0,-6715.0,8641.0,7107.0,17602.0
13,2880,華南金,47.35,0.45,0.96,09/16,58,-8679,-7936,-7818,-33287,-75634.0,155607.0,275719.0,291354.0,265720.0
14,2354,鴻準,65.2,0.6,0.93,09/16,-472,-2849,-3974,-6720,-13358,-27568.0,-44057.0,-10709.0,1543.0,-8078.0
15,00937B,群益ESG投等債20+,14.11,0.05,0.36,09/16,0,-2089,-3089,-6635,-6434,-34988.0,8506.0,-42085.0,-95157.0,-47567.0
16,2886,兆豐金,50.9,-0.9,-1.74,09/16,1911,-1940,-3125,-5237,-13713,-157801.0,-3768.0,-4767.0,-9004.0,19523.0
17,3702,大聯大,106.0,-1.0,-0.93,09/16,39,-553,-5422,-5193,-5555,-10270.0,-18297.0,-10735.0,-7262.0,-5612.0
18,00662,富邦NASDAQ,118.4,-0.15,-0.13,09/16,-46,-4794,-4794,-5001,-4628,-4680.0,-27416.0,-16370.0,14848.0,591.0
19,3714,富采,64.3,4.2,6.99,09/16,-2724,-4146,-4798,-4819,-7906,-15089.0,-27661.0,3385.0,5547.0,4306.0
20,2323,中環,10.55,0.15,1.44,09/16,-365,-4751,-4751,-4766,-4890,-7090.0,-16389.0,-11134.0,-11817.0,-6989.0
21,2845,遠東銀,13.6,0.0,0.0,09/16,-245,-2084,-3169,-4710,-41354,-39517.0,-51650.0,-7838.0,8429.0,12872.0
22,2382,廣達,340.5,7.5,2.25,09/16,-2761,-3018,-3326,-4219,-11245,-52463.0,-161682.0,-28886.0,-55705.0,-46877.0
23,2371,大同,28.25,0.15,0.53,09/16,-1920,-2794,-1905,-3816,-9996,-17155.0,-31917.0,39453.0,93127.0,69510.0
24,1301,台塑,62.4,0.4,0.65,09/16,-426,-210,-1031,-3564,-7055,-14618.0,-134567.0,-205500.0,-223687.0,-209016.0
25,00948B,中信優息投資級債,9.01,0.02,0.22,09/16,0,-3200,-3200,-3346,-4674,-5874.0,1128.0,296.0,660.0,-503.0
26,8069,元太,148.0,2.0,1.37,09/16,10,-115,-30,-2843,-7217,7161.0,48518.0,51204.0,67284.0,59749.0
27,1314,中石化,8.15,0.04,0.49,09/16,-1957,-466,-725,-2812,-3482,-21837.0,-56187.0,-8772.0,-17896.0,-30758.0
28,1710,東聯,15.7,0.0,0.0,09/16,110,-732,-666,-2725,-4620,-6836.0,679.0,6691.0,9762.0,10844.0
29,2838,聯邦銀,21.55,0.1,0.47,09/16,-1111,-1762,-1974,-2585,-3156,-3822.0,4195.0,6980.0,8079.0,3630.0
30,1711,永光,39.25,1.15,3.02,09/16,-1697,-1720,-1980,-2532,-3775,-7545.0,-10660.0,-7426.0,-4747.0,-6369.0
31,00865B,國泰US短期公債,48.85,-0.01,-0.02,09/16,52,42,42,-2458,-1997,-603.0,-3316.0,2159.0,7265.0,3957.0
32,1609,大亞,37.3,0.1,0.27,09/16,-206,-269,-477,-2338,-3045,-5613.0,-7058.0,6100.0,-16089.0,-6183.0
33,00984D,主動聯博全球非投,9.85,-0.01,-0.1,09/16,-177,-177,-2177,-2177,-7936,-5772.0,18793.0,24524.0,,
34,5314,世紀*,30.8,-3.4,-9.94,09/16,-524,-1962,-2022,-2070,-3155,-3467.0,-4747.0,-790.0,7841.0,-1245.0
35,6770,力積電,69.9,3.0,4.48,09/16,-146,1012,1263,-2040,-5761,-41868.0,-228731.0,19675.0,-20677.0,42349.0
36,00772B,中信高評級公司債,31.87,0.09,0.28,09/16,0,-2000,-2001,-2001,-2854,-3463.0,-6521.0,-4823.0,-2315.0,-616.0
37,00933B,國泰10Y+金融債,15.27,0.04,0.26,09/16,0,-2000,-2000,-2000,-1832,-3728.0,1917.0,1211.0,-5363.0,-1296.0
38,00633L,富邦上証正2,46.37,-0.2,-0.43,09/16,0,0,0,-1997,-1997,-2046.0,-1292.0,-1446.0,-2154.0,-1589.0
39,1605,華新,36.75,0.4,1.1,09/16,1064,1569,125,-1991,-5787,-59300.0,-58895.0,-105268.0,-77247.0,-178444.0
40,00997A,主動群益美國增長,10.81,0.04,0.37,09/16,0,0,-1025,-1926,-3329,-662.0,4165.0,,,
41,00900,富邦特選高股息30,19.63,0.19,0.98,09/16,-400,-800,-1107,-1889,-4464,-12144.0,-26952.0,-24830.0,-18432.0,-40850.0
42,009802,富邦旗艦50,19.79,0.28,1.44,09/16,0,0,-1089,-1800,-3203,200.0,182.0,229.0,-225.0,229.0
43,2392,正崴,41.95,0.85,2.07,09/16,139,-918,-1662,-1752,-2673,-7574.0,-5128.0,-11255.0,-10706.0,-10773.0
44,00988A,主動統一全球創新,15.8,0.13,0.83,09/16,0,0,-1000,-1683,-1796,-16934.0,-11688.0,16517.0,,25199.0
45,6282,康舒,42.65,1.1,2.65,09/16,126,94,-306,-1574,-3385,-4007.0,14320.0,11189.0,20161.0,-10612.0
46,009826,貝萊德世界股票,9.98,0.0,0.0,09/16,500,500,-1935,-1550,2026,17196.0,,,,
47,00405A,主動富邦台灣龍耀,8.46,0.14,1.68,09/16,0,-1042,-1042,-1542,-176,-8984.0,8932.0,,,
48,2408,南亞科,492.5,27.0,5.8,09/16,-501,2270,3092,-1536,-13955,-23204.0,3508.0,14903.0,6682.0,9691.0
49,00991A,主動復華未來50,17.11,0.24,1.42,09/16,896,1861,1399,-1514,1204,-19832.0,15527.0,50722.0,,80765.0
50,00713,元大台灣高息低波,64.4,0.15,0.23,09/16,-1000,-1000,-1500,-1500,-3743,-3694.0,-5912.0,-996.0,-8778.0,-19817.0
51,00945B,凱基美國非投等債,14.29,-0.02,-0.14,09/16,0,0,-1500,-1500,-1380,-2623.0,2694.0,1707.0,928.0,3870.0
52,2379,瑞昱,720.0,17.0,2.42,09/16,-354,-161,-694,-1438,-939,-4808.0,-14684.0,-7748.0,16382.0,9108.0
53,1308,亞聚,14.0,0.1,0.72,09/16,100,-711,-617,-1420,-2660,-6719.0,-9385.0,1595.0,5911.0,6407.0
54,2324,仁寶,37.35,0.4,1.08,09/16,-2883,-1542,-3387,-1399,-4826,-52579.0,-144268.0,-392778.0,-80132.0,-268030.0
55,1102,亞泥,34.95,-0.25,-0.71,09/16,423,-2865,-2519,-1372,-4821,-30511.0,-31377.0,-81202.0,4771.0,-7537.0
56,3260,威剛,399.5,11.0,2.83,09/16,150,577,283,-1332,-1847,-7110.0,-9395.0,10044.0,21279.0,8697.0
57,2330,台積電,2380.0,0.0,0.0,09/16,-1934,-1852,-1560,-1310,-1335,-1395.0,3188.0,11394.0,-5156.0,12205.0
58,1304,台聚,12.2,0.05,0.41,09/16,326,270,537,-1286,-3843,-6258.0,-3774.0,15013.0,22798.0,20083.0
59,2023,燁輝,13.7,0.0,0.0,09/16,-112,-58,-648,-1285,-1785,-1376.0,-561.0,18455.0,29324.0,29088.0
60,1802,台玻,58.5,2.5,4.46,09/16,393,1006,1384,-1282,1281,-16952.0,-8543.0,54451.0,5253.0,-2300.0
61,6179,亞通,37.7,2.85,8.18,09/16,105,208,-255,-1276,-678,-2255.0,-4327.0,-3021.0,-475.0,-2867.0
62,1310,台苯,8.49,0.04,0.47,09/16,-183,-544,-853,-1275,-534,-1120.0,-180.0,11814.0,13986.0,14592.0
63,6153,嘉聯益,17.2,0.3,1.78,09/16,-11,-320,-1010,-1242,-1848,-1813.0,5191.0,7591.0,-2872.0,5963.0
64,1504,東元,70.2,1.2,1.74,09/16,-446,-484,-993,-1222,-2813,-27425.0,-20388.0,-2541.0,32496.0,22443.0
65,6805,富世達,2045.0,20.0,0.99,09/16,-144,-517,-617,-1218,-1445,-746.0,175.0,437.0,917.0,650.0
66,4904,遠傳,105.0,-1.5,-1.41,09/16,520,322,150,-1217,-2754,-5998.0,8869.0,12658.0,9847.0,11947.0
67,3008,大立光,6225.0,170.0,2.81,09/16,-488,-520,-811,-1213,-1488,-3397.0,-331.0,-3552.0,2245.0,-122.0
68,8299,群聯,1985.0,65.0,3.39,09/16,-65,-399,-446,-1158,-1229,4869.0,9040.0,13835.0,16146.0,16001.0
69,2104,國際中橡,10.45,0.15,1.46,09/16,-68,-430,-646,-1145,-56,-7098.0,4714.0,1300.0,9004.0,5200.0
70,2897,王道銀行,11.15,-0.05,-0.45,09/16,0,-1002,-980,-1123,-1389,-1405.0,-11604.0,-22758.0,-15774.0,-14787.0
71,8183,精星,28.0,0.45,1.63,09/16,-18,-787,-875,-1099,-1216,-1658.0,-1528.0,-865.0,-1838.0,-1507.0
72,3167,大量,824.0,32.0,4.04,09/16,52,169,-326,-1084,-1024,149.0,1018.0,700.0,-1676.0,-733.0
73,5871,中租-KY,112.5,1.0,0.9,09/16,-403,-122,-161,-1076,1522,-1560.0,57.0,62344.0,37941.0,30947.0
74,6213,聯茂,550.0,31.0,5.97,09/16,201,200,72,-1044,-868,-4313.0,-3950.0,-3268.0,-6740.0,-10686.0
75,2820,華票,17.3,-0.05,-0.29,09/16,-170,-298,-487,-1041,-2286,-3456.0,-776.0,1304.0,751.0,1463.0
76,2540,愛山林,48.5,1.0,2.11,09/16,-143,-318,-399,-1014,-1105,-1271.0,-3971.0,-2627.0,7588.0,-317.0
77,9919,康那香,14.0,0.1,0.72,09/16,-876,-876,-922,-972,-1073,-1938.0,-2118.0,-1799.0,-2658.0,-1033.0
78,8422,可寧衛*,26.0,0.05,0.19,09/16,-223,400,198,-968,-1417,-8252.0,7306.0,-7073.0,86700.0,-5066.0
79,2515,中工,11.8,0.05,0.43,09/16,280,1191,431,-960,540,338.0,-1118.0,39868.0,51800.0,39902.0
80,2889,國票金,17.3,0.45,2.67,09/16,-508,-7,-611,-950,-6753,-12010.0,-28018.0,-10059.0,-50068.0,-10781.0
81,2495,普安,37.05,0.6,1.65,09/16,24,38,-321,-931,-613,-1069.0,-863.0,532.0,7656.0,-4245.0
82,00735,國泰臺韓科技,102.25,1.35,1.34,09/16,-176,-182,-180,-930,-1021,-936.0,818.0,1853.0,2285.0,2186.0
