代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2884,玉山金,45.6,0.0,0.0,09/24,-2,-7044,-16.2,-0.04,36,182799,11.4,1.03,8,3647,1.2,0.02,1,1354,7.42,0.01
2542,興富發,39.5,-0.05,-0.13,09/24,-4,-10689,-10.7,-0.5,20,36468,14.7,1.69,-5,-2595,-2.07,-0.12,2,673,1.13,0.03
2353,宏碁,31.75,0.2,0.63,09/24,1,870,9.81,0.03,19,11825,3.69,0.39,2,1334,6.37,0.04,2,2329,11.1,0.08
2633,台灣高鐵,25.55,-0.05,-0.2,09/24,-12,-28266,-49.2,-0.5,19,12927,15.7,0.23,0,0,0.0,0.0,-5,-16642,-48.8,-0.3
9910,豐泰,69.4,-0.6,-0.86,09/24,-1,-73,-11.4,-0.01,19,2659,11.8,0.27,2,2,0.07,0.0,-1,-18,-2.79,0.0
3026,禾伸堂,810.0,42.0,5.47,09/24,1,2930,22.2,1.77,15,4321,2.86,2.6,1,3,0.02,0.0,1,3097,23.5,1.87
3105,穩懋,502.0,5.0,1.01,09/24,1,3001,13.8,0.71,14,14533,3.82,3.43,1,40,0.18,0.01,1,3049,14.1,0.72
9904,寶成,24.95,0.05,0.2,09/24,-1,-234,-2.82,-0.01,11,10408,8.46,0.35,-1,-233,-2.8,-0.01,-1,-421,-5.06,-0.01
2382,廣達,338.5,-3.0,-0.88,09/24,-5,-15843,-25.7,-0.39,10,18281,15.0,0.45,10,1887,1.55,0.05,-3,-5047,-15.8,-0.12
3529,力旺,3230.0,-75.0,-2.27,09/24,-20,-5689,-15.5,-7.62,9,1974,15.3,2.64,1,16,0.97,0.02,-2,-294,-5.89,-0.39
1102,亞泥,35.7,-0.25,-0.7,09/24,-1,-1330,-17.9,-0.04,8,2719,4.51,0.08,7,580,1.05,0.02,-1,-1114,-15.0,-0.03
2618,長榮航,42.0,-0.85,-1.98,09/24,-1,-11905,-58.4,-0.22,8,33095,19.9,0.61,8,1637,0.98,0.03,-1,-7644,-37.5,-0.14
3293,鈊象,761.0,32.0,4.39,09/24,3,3898,50.4,1.38,8,967,5.58,0.34,1,77,1.33,0.03,3,4112,53.2,1.46
5876,上海商銀,48.95,-0.3,-0.61,09/24,-2,-1398,-17.3,-0.03,8,4431,10.0,0.09,10,1876,3.11,0.04,18,61385,39.6,1.25
1560,中砂,971.0,16.0,1.68,09/24,4,1582,10.7,1.06,7,1326,5.34,0.89,-5,-148,-0.7,-0.1,4,2373,16.0,1.59
2610,華航,20.3,-0.15,-0.73,09/24,-1,-14209,-56.1,-0.23,7,21489,15.6,0.35,-1,-119,-0.47,0.0,-1,-8757,-34.6,-0.14
3324,雙鴻,1710.0,115.0,7.21,09/24,-1,-48,-0.75,-0.05,7,908,2.27,0.98,-1,-9,-0.14,-0.01,6,1146,3.26,1.23
5904,寶雅*,69.3,-1.5,-2.12,09/24,-3,-5916,-29.2,-0.56,7,2447,4.98,0.23,-7,-205,-0.42,-0.02,-3,-5706,-28.1,-0.54
2207,和泰車,510.0,-10.0,-1.92,09/24,-5,-387,-27.4,-0.07,6,132,7.96,0.02,2,3,0.71,0.0,-4,-314,-41.2,-0.06
2105,正新,30.1,0.0,0.0,09/24,-2,-564,-11.6,-0.02,5,547,3.16,0.02,8,714,2.15,0.02,-1,-133,-6.31,0.0
2404,漢唐,1285.0,35.0,2.8,09/24,-1,-196,-6.92,-0.1,5,1788,11.9,0.94,-1,-15,-0.52,-0.01,3,2650,27.5,1.39
6670,復盛應用,273.0,0.0,0.0,09/24,2,49,15.0,0.04,5,128,14.6,0.09,-5,-94,-10.7,-0.07,2,55,16.9,0.04
1216,統一,74.5,-0.9,-1.19,09/24,-1,-2560,-52.6,-0.05,4,429,1.87,0.01,5,1113,2.78,0.02,-1,-2194,-45.1,-0.04
1477,聚陽,191.0,-1.5,-0.78,09/24,-1,-431,-55.1,-0.17,4,625,13.0,0.25,3,22,0.57,0.01,-1,-198,-25.3,-0.08
2308,台達電,1910.0,10.0,0.53,09/24,-3,-1790,-5.02,-0.07,4,5676,10.4,0.22,2,205,1.1,0.01,5,10408,15.3,0.4
2412,中華電,145.0,-0.5,-0.34,09/24,18,96402,45.3,1.24,4,1408,4.83,0.02,-2,-206,-1.41,0.0,18,96065,45.1,1.24
2603,長榮,243.0,0.0,0.0,09/24,-3,-3172,-18.6,-0.15,4,4007,17.2,0.19,-1,-25,-0.5,0.0,7,9490,17.1,0.44
2609,陽明,59.6,-0.3,-0.5,09/24,4,11159,14.2,0.32,4,224,0.28,0.01,-3,-539,-0.96,-0.02,4,11145,14.2,0.32
2890,永豐金,45.15,0.1,0.22,09/24,-3,-7960,-18.0,-0.05,4,4001,6.39,0.03,7,2589,1.36,0.02,1,1022,9.79,0.01
2892,第一金,39.5,-0.35,-0.88,09/24,1,1571,13.8,0.01,4,4358,6.64,0.03,12,3113,0.92,0.02,7,44419,25.3,0.31
