排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,1402,遠東新,28.1,-0.55,-1.92,09/14,35.2,30.1,31.3,34.1,19.1,5.78,2.14,7.66,8.29,10.5,5.92,8.11
2,6449,鈺邦,214.5,-2.5,-1.15,09/14,41.3,31.8,29.9,30.0,19.4,10.4,2.89,2.3,1.24,1.13,1.15,1.83
3,2472,立隆電,210.5,-3.0,-1.41,09/14,33.8,25.7,26.8,28.3,17.2,13.0,3.05,1.49,1.2,0.88,0.64,1.51
4,7734,印能科技,2485.0,-95.0,-3.68,09/14,27.8,22.4,24.6,25.1,20.2,22.8,11.1,5.41,3.37,,,3.83
5,8114,振樺電,179.5,2.0,1.13,09/14,0.0,31.0,21.9,17.9,10.5,5.47,0.9,0.54,0.35,0.14,0.06,0.41
6,6669,緯穎,2270.0,-40.0,-1.73,09/14,0.11,0.55,1.15,17.3,9.57,9.39,6.44,4.55,4.36,3.69,,5.0
7,6274,台燿,1410.0,45.0,3.3,09/14,0.56,8.22,7.96,16.9,17.8,10.8,5.37,3.28,3.63,2.71,3.45,5.21
8,8210,勤誠,886.0,-14.0,-1.56,09/14,0.0,0.0,13.5,16.8,12.0,7.51,11.9,6.57,2.69,0.61,0.34,4.24
9,6535,順藥,75.8,0.4,0.53,09/14,26.5,20.6,17.9,15.4,6.69,6.41,9.54,5.38,2.1,0.66,,4.08
10,3450,聯鈞,509.0,-3.0,-0.59,09/14,0.71,2.36,5.37,15.0,7.83,3.78,2.33,1.27,0.98,0.83,0.91,0.99
11,2458,義隆,126.5,0.0,0.0,09/14,0.0,0.0,8.12,14.1,6.93,4.22,2.44,3.51,5.23,4.48,2.55,4.88
12,2345,智邦,1875.0,-10.0,-0.53,09/14,7.14,12.7,13.0,14.0,11.5,11.7,6.12,4.18,3.81,4.19,3.71,4.08
13,00997A,主動群益美國增長,10.75,-0.13,-1.19,09/14,48.6,29.6,21.3,13.5,14.0,16.0,2.68,,,,,
14,2313,華通,221.0,-0.5,-0.23,09/14,4.38,2.63,1.94,12.9,5.29,2.57,1.42,1.3,1.11,1.94,2.0,1.17
15,2059,川湖,11990.0,-90.0,-0.75,09/14,0.42,6.73,9.18,12.7,12.2,7.84,5.34,3.45,5.98,4.38,3.39,5.35
16,5274,信驊,17980.0,95.0,0.53,09/14,0.49,1.35,6.69,12.7,5.15,9.78,7.29,6.22,4.32,4.36,4.59,5.27
17,6177,達麗,46.85,-0.65,-1.37,09/14,7.8,24.3,17.0,12.2,5.01,1.94,0.84,2.91,5.61,3.7,2.55,3.89
18,6782,視陽,227.0,3.5,1.57,09/14,15.8,25.8,23.0,11.7,5.82,3.52,2.62,1.46,1.37,2.73,,1.3
19,3227,原相,181.0,-0.5,-0.28,09/14,19.4,18.7,14.2,10.5,8.65,7.86,3.86,2.95,2.42,2.19,1.65,3.04
20,3324,雙鴻,1305.0,-55.0,-4.04,09/14,0.03,0.07,0.12,10.4,2.86,1.36,0.57,0.74,1.09,1.55,2.28,0.91
21,2368,金像電,1020.0,-10.0,-0.97,09/14,15.2,20.1,14.7,9.51,6.32,5.04,8.71,6.34,5.07,4.53,2.19,6.12
22,5534,長虹,73.6,-0.4,-0.54,09/14,0.0,19.7,11.1,9.35,4.98,1.41,1.59,0.73,1.47,4.71,3.26,0.64
23,3008,大立光,5995.0,-665.0,-9.98,09/14,10.4,6.83,5.69,9.26,8.16,3.77,2.61,2.44,2.28,3.02,2.19,2.44
24,3665,貿聯-KY,1955.0,80.0,4.27,09/14,10.8,8.81,7.32,9.14,6.4,7.15,7.42,8.8,7.47,5.7,3.98,9.13
25,8415,大國鋼,34.9,-0.65,-1.83,09/14,35.2,17.0,12.4,8.96,4.62,1.98,1.6,1.05,0.75,0.25,,0.9
26,4583,台灣精銳,430.0,-3.0,-0.69,09/14,0.0,0.0,15.0,8.61,4.22,1.45,0.37,0.72,1.7,0.77,,1.55
27,2845,遠東銀,13.75,0.05,0.36,09/14,0.0,0.02,6.46,8.28,2.32,1.34,0.64,0.46,0.52,3.82,2.14,0.41
28,3211,順達,362.5,0.5,0.14,09/14,0.03,0.02,0.75,8.19,8.47,9.31,4.05,4.44,4.97,2.85,2.21,4.62
29,3017,奇鋐,3310.0,-60.0,-1.78,09/14,9.44,4.93,3.77,7.81,4.24,4.52,3.73,3.4,3.23,3.03,2.14,3.91
30,3135,凌航,159.0,-3.5,-2.15,09/14,0.0,0.0,3.81,7.63,2.83,0.82,0.26,0.06,0.03,,,0.05
31,3004,豐達科,115.5,-3.0,-2.53,09/14,22.6,18.0,14.1,7.58,3.96,2.69,0.7,0.37,1.17,0.5,0.42,0.28
32,6805,富世達,2165.0,15.0,0.7,09/14,9.7,10.4,11.7,7.53,16.2,7.39,6.03,8.41,6.19,,,8.25
33,2383,台光電,5345.0,-20.0,-0.37,09/14,15.8,8.9,8.47,7.52,7.13,8.95,4.05,3.54,3.59,5.22,4.23,3.84
34,3526,凡甲,266.0,-2.5,-0.93,09/14,0.0,20.2,11.9,7.42,4.69,2.24,2.68,1.73,1.89,2.17,1.91,1.74
35,2439,美律,77.3,0.8,1.05,09/14,0.0,1.68,2.77,7.23,4.04,1.68,3.56,6.8,9.08,4.55,2.59,6.24
36,6510,精測,3375.0,-105.0,-3.02,09/14,30.8,21.8,14.4,7.21,4.08,5.95,9.7,10.0,7.52,6.06,3.9,8.86
37,2455,全新,535.0,20.0,3.88,09/14,0.12,0.48,0.9,7.04,1.2,0.74,0.78,0.63,1.57,2.98,2.44,0.77
