單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"8,920,826,668","6,695,464,499","2,225,362,169"
自營商(避險),"29,091,948,600","25,492,644,521","3,599,304,079"
投信,"16,891,833,808","21,108,131,549","-4,216,297,741"
外資及陸資(不含外資自營商),"341,860,489,998","304,547,126,360","37,313,363,638"
外資自營商,0,0,0
合計,"396,765,099,074","357,843,366,929","38,921,732,145"
