證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2049,上銀,配對交易,359.00,"88,000","31,592,000"
2201,裕隆,配對交易,30.00,"1,100,000","33,000,000"
2308,台達電,配對交易,"1,607.50","23,000","36,972,500"
2308,台達電,配對交易,"1,599.99","15,000","23,999,850"
2330,台積電,配對交易,"2,695.00","7,000","18,865,000"
2330,台積電,配對交易,"2,415.71","15,300","36,960,363"
2330,台積電,配對交易,"2,415.69","93,000","224,659,170"
2330,台積電,配對交易,"2,415.68","29,700","71,745,696"
2330,台積電,配對交易,"2,410.47","7,000","16,873,290"
2345,智邦,配對交易,"1,887.26","320,000","603,923,200"
2345,智邦,配對交易,"1,877.50","10,000","18,775,000"
2383,台光電,配對交易,"5,345.90","4,000","21,383,600"
2395,研華,配對交易,676.31,"57,285","38,742,418"
2395,研華,配對交易,676.29,"143,715","97,193,017"
2884,玉山金,配對交易,45.90,"331,600","15,220,440"
2884,玉山金,配對交易,45.88,"497,400","22,820,712"
2884,玉山金,配對交易,44.70,"1,911,657","85,451,068"
2890,永豐金,配對交易,43.43,"583,000","25,319,690"
3008,大立光,配對交易,"6,699.93","3,000","20,099,790"
3045,台灣大,配對交易,120.25,"158,000","18,999,500"
3665,貿聯-KY,配對交易,"1,875.00","49,000","91,875,000"
總計,,,,"5,446,657","1,554,471,305"
