股票代號,股票名稱,法人持股,上榜區塊
00400A,主動國泰動能高息,3.52,20日
00401A,主動摩根台灣鑫收,4.8,"20日,5日"
00403A,主動統一升級50,4.43,20日
00405A,主動富邦台灣龍耀,3.92,20日
00407A,主動凱基台灣,3.78,"20日,5日"
0050,元大台灣50,6.957226514388086,"120日,60日"
0052,富邦科技,3.9224671866083316,"20日,120日,5日"
0055,元大MSCI金融,2.9302671959514357,"120日,20日,60日"
00632R,元大台灣50反1,7.67918622895255,"20日,120日,5日,60日"
00634R,富邦上証反1,11.11,"120日,20日,60日"
00635U,期元大S&P黃金,19.29,"120日,20日,60日"
00638R,元大滬深300反1,2.64,5日
00645,富邦日本,2.8180066051119845,"20日,5日,60日"
00647L,元大S&P500正2,5.524389027431422,120日
00650L,復華香港正2,1.53,5日
00651R,復華香港反1,3.1,20日
00652,富邦印度,3.525583944547433,"20日,120日,5日,60日"
00653L,富邦印度正2,4.69,"120日,20日,60日"
00656R,國泰中國A50反1,3.36,"120日,5日,60日"
00657,國泰日經225,9.33,"120日,20日,60日"
00661,元大日經225,8.168537886872999,"120日,5日,60日"
00663L,國泰臺灣加權正2,2.32,60日
00665L,富邦恒生國企正2,1.42,5日
00666R,富邦恒生國企反1,10.18,"20日,120日,5日,60日"
00674R,期元大S&P黃金反1,5.29,120日
00678,群益那斯達克生技,5.77,120日
00681R,元大美債20反1,22.12,"20日,120日,5日,60日"
00683L,期元大美元指正2,15.21,120日
00700,富邦恒生國企,5.2,60日
00709,富邦歐洲,6.709465240641712,"20日,120日,5日,60日"
00714,群益道瓊美國地產,8.63,"120日,20日,60日"
00715L,期街口布蘭特正2,3.22,60日
00735,國泰臺韓科技,4.12,"20日,5日"
00736,國泰新興市場,24.23,"120日,60日"
00738U,期元大道瓊白銀,3.25,"20日,5日"
00739,元大MSCI A股,3.0,60日
00757,統一FANG+,-0.002247282227650693,5日
00875,國泰網路資安,6.98,"120日,60日"
00881,國泰台灣科技龍頭,1.11100666699905,5日
00891,中信關鍵半導體,1.2281719030215572,5日
