代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2884,玉山金,46.4,-0.9,-1.9,09/18,-1,-17251,-19.2,-0.1,32,175401,11.6,0.99,4,1546,0.71,0.01,-1,-15577,-17.3,-0.09
1476,儒鴻,282.0,-2.0,-0.7,09/18,-4,-770,-17.9,-0.28,16,721,3.89,0.26,3,36,1.1,0.01,-2,-563,-25.9,-0.21
2542,興富發,47.8,0.95,2.03,09/18,1,1041,4.12,0.05,16,30623,20.6,1.42,-1,-144,-0.57,-0.01,2,6802,18.2,0.32
1802,台玻,58.8,0.3,0.51,09/18,-2,-6447,-11.4,-0.22,15,1355,0.41,0.05,3,2037,2.97,0.07,-1,-5877,-17.7,-0.2
2353,宏碁,31.95,-0.45,-1.39,09/18,-1,-2255,-9.79,-0.07,15,11471,4.3,0.38,3,5337,8.83,0.18,-1,-1850,-8.03,-0.06
2633,台灣高鐵,25.75,-0.3,-1.15,09/18,-8,-17683,-43.0,-0.31,15,10998,16.6,0.2,5,276,0.84,0.0,-1,-8026,-45.0,-0.14
6121,新普,371.5,-2.5,-0.67,09/18,-7,-1153,-25.5,-0.62,15,741,8.88,0.4,-2,-38,-1.58,-0.02,-2,-371,-15.4,-0.2
9910,豐泰,68.4,-0.7,-1.01,09/18,-1,-344,-22.1,-0.03,15,2424,13.0,0.25,1,54,3.48,0.01,2,774,29.4,0.08
3014,聯陽,135.5,2.0,1.5,09/18,8,1901,29.4,1.15,12,194,1.93,0.12,5,15,0.3,0.01,8,2025,31.4,1.22
2303,聯電,156.0,8.5,5.76,09/18,3,44286,6.52,0.35,11,98742,4.47,0.79,3,8422,1.24,0.07,3,96268,14.2,0.77
3026,禾伸堂,797.0,37.0,4.87,09/18,1,663,6.4,0.4,11,4129,3.74,2.49,2,29,0.12,0.02,3,1567,4.96,0.94
1303,南亞,238.0,2.0,0.85,09/18,-6,-56318,-14.8,-0.71,10,41603,6.4,0.52,3,1028,0.46,0.01,-1,-10465,-12.9,-0.13
2393,億光,64.4,1.2,1.9,09/18,3,2337,39.1,0.53,10,337,2.56,0.08,-3,-507,-8.48,-0.11,3,1980,33.1,0.45
3105,穩懋,500.0,29.0,6.16,09/18,1,8880,20.0,2.09,10,12526,4.57,2.95,3,1773,1.46,0.42,5,19475,11.4,4.59
00646,元大S&P500,76.6,0.3,0.39,09/18,-1,-32,-1.56,-0.01,9,1177,6.37,0.18,-22,-40150,-67.6,-6.29,-22,-38166,-64.2,-5.98
2855,統一證,53.3,0.8,1.52,09/18,2,2285,27.5,0.14,9,11163,26.4,0.7,0,0,0.0,0.0,2,3153,37.9,0.2
3005,神基,118.5,0.5,0.42,09/18,-1,-48,-2.94,-0.01,8,914,5.89,0.15,3,112,1.8,0.02,2,2435,51.1,0.39
2027,大成鋼,47.35,0.25,0.53,09/18,4,3500,7.08,0.14,7,8338,8.37,0.32,-1,-150,-1.21,-0.01,4,7259,14.7,0.28
2376,技嘉,356.0,1.0,0.28,09/18,1,347,5.26,0.05,7,4474,15.2,0.67,3,529,3.42,0.08,3,1420,9.17,0.21
3491,昇達科,1565.0,80.0,5.39,09/18,1,236,14.4,0.34,7,581,5.53,0.84,6,44,0.47,0.06,1,394,24.1,0.57
6213,聯茂,505.0,10.0,2.02,09/18,1,2705,12.2,0.74,7,1899,1.5,0.52,-1,-5,-0.02,0.0,1,3589,16.2,0.99
9904,寶成,24.7,-0.1,-0.4,09/18,-1,-5800,-30.1,-0.2,7,10046,11.5,0.34,1,365,1.9,0.01,-1,-2419,-12.6,-0.08
2327,國巨*,550.0,21.0,3.97,09/18,1,2423,9.24,0.12,6,2590,1.64,0.13,2,1134,2.3,0.06,1,3682,14.0,0.18
2382,廣達,343.0,-1.0,-0.29,09/18,-1,-6125,-28.5,-0.15,6,13577,16.6,0.33,6,1405,1.72,0.03,-1,-659,-3.06,-0.02
2912,統一超,216.5,-1.0,-0.46,09/18,-1,-583,-21.0,-0.06,6,855,9.89,0.08,5,96,1.27,0.01,-1,-402,-14.5,-0.04
