排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,7734,印能科技,2795.0,-85.0,-2.95,09/02,0.0,26.0,34.0,26.1,22.9,20.5,9.41,4.28,2.74,,,3.21
2,7769,鴻勁,5710.0,-160.0,-2.73,09/02,9.61,25.3,23.6,22.6,18.7,12.8,7.92,5.85,,,,3.74
3,3293,鈊象,708.0,-3.0,-0.42,09/02,49.4,52.3,18.3,22.5,22.5,18.4,9.37,6.6,4.96,4.7,3.15,6.56
4,6223,旺矽,5290.0,-120.0,-2.22,09/02,5.35,2.9,4.4,18.2,15.3,13.5,6.39,4.89,5.42,3.46,2.25,5.84
5,2727,王品,234.5,2.0,0.86,09/02,0.0,18.6,21.7,18.2,13.2,3.65,1.45,1.63,2.76,1.43,1.01,1.49
6,4441,振大環球,173.0,0.5,0.29,09/02,0.0,18.0,22.3,17.0,8.86,2.3,0.91,1.36,,,,1.18
7,5288,豐祥-KY,191.5,2.0,1.06,09/02,0.0,29.0,19.6,15.8,10.3,2.26,0.5,0.5,0.29,0.48,3.34,0.38
8,9939,宏全,131.5,-1.0,-0.75,09/02,14.4,18.4,16.2,15.6,12.3,3.42,1.26,1.74,1.94,0.39,0.11,1.54
9,4966,譜瑞-KY,579.0,-1.0,-0.17,09/02,0.0,13.8,9.53,15.0,10.8,9.45,8.91,4.32,3.63,3.47,3.69,4.04
10,2912,統一超,217.0,1.0,0.46,09/02,18.0,17.7,14.7,14.8,5.96,5.76,1.73,4.33,5.73,4.08,2.7,5.34
11,5903,全家,185.0,-0.5,-0.27,09/02,0.0,37.5,27.0,14.3,8.26,2.51,0.96,0.42,9.75,2.72,1.98,7.38
12,00997A,主動群益美國增長,10.87,-0.22,-1.98,09/02,0.0,27.8,20.5,14.2,19.6,12.1,2.28,,,,,
13,6274,台燿,1410.0,-40.0,-2.76,09/02,19.1,19.2,19.0,13.2,7.71,3.96,3.23,4.2,3.19,2.57,3.4,4.77
14,1736,喬山,126.0,2.0,1.61,09/02,1.53,22.4,18.4,13.1,7.4,2.8,1.66,1.26,1.57,0.88,1.18,1.02
15,5274,信驊,17725.0,605.0,3.53,09/02,0.13,0.61,6.82,13.0,10.6,7.92,6.96,5.84,4.21,4.28,4.6,5.17
16,2603,長榮,234.5,-3.5,-1.47,09/02,0.88,10.5,7.15,12.5,4.52,2.76,4.15,4.26,4.92,3.97,1.08,5.21
