排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,2408,南亞科,531.0,14.0,2.71,09/08,-204913.0,-188522.0,-288094.0,-1169794,-635347,-2346183,-167674.0,-352427.0,-466364.0,-323478.0
2,3293,鈊象,708.0,-2.0,-0.28,09/08,-9414.0,-13247.0,-34236.0,-1152442,-1248565,-1280208,-1045395.0,-901789.0,-324145.0,-1063485.0
3,3008,大立光,6500.0,-160.0,-2.4,09/08,-48445.0,-32698.0,-128043.0,-889060,-1254187,-1378709,-268375.0,-1356172.0,63180.0,-539778.0
4,1101,台泥,24.3,0.0,0.0,09/08,-2258.0,-13875.0,-15296.0,-884898,-937854,-873336,-625599.0,126875.0,179928.0,303461.0
5,2344,華邦電,188.0,8.0,4.44,09/08,-258043.0,-382814.0,-323342.0,-623761,542430,-48606,-712148.0,330870.0,277485.0,562292.0
6,2834,臺企銀,17.7,0.5,2.91,09/08,-7541.0,-10921.0,-22185.0,-607346,-584890,-406440,-344837.0,7571.0,47533.0,66207.0
7,2884,玉山金,45.55,2.0,4.59,09/08,-131781.0,-190484.0,-224302.0,-582709,-576903,-443524,-652395.0,-748066.0,80033.0,-534283.0
8,3529,力旺,2825.0,255.0,9.92,09/08,-3580.0,-2816.0,-12986.0,-500222,-622376,-376731,-180080.0,-1301548.0,-686989.0,-1113526.0
9,4958,臻鼎-KY,505.0,4.0,0.8,09/08,-30834.0,-26930.0,41920.0,-236835,36346,916779,452240.0,394912.0,-396442.0,408612.0
10,3653,健策,5550.0,-105.0,-1.86,09/08,-71952.0,-102768.0,-179232.0,-234179,-497178,-906361,-439163.0,-937525.0,-407253.0,-1256652.0
11,2609,陽明,57.3,-0.8,-1.38,09/08,2392.0,2678.0,-7584.0,-230280,-365596,-424328,-674199.0,-739141.0,-1031294.0,-989221.0
12,3324,雙鴻,1340.0,-100.0,-6.94,09/08,13645.0,12338.0,-51910.0,-228148,-341565,-412550,-281348.0,16037.0,-281255.0,45992.0
13,3017,奇鋐,3285.0,-135.0,-3.95,09/08,-112551.0,-101769.0,-126670.0,-216222,-213155,-1318964,-1098691.0,71951.0,-405604.0,-106101.0
14,2382,廣達,328.0,-19.5,-5.61,09/08,24388.0,14609.0,-95601.0,-189126,-794254,-6534648,-4204325.0,-450477.0,-1341409.0,-918839.0
15,2886,兆豐金,50.6,0.4,0.8,09/08,-10327.0,-17277.0,-29566.0,-185386,-464504,-559171,-2757.0,39462.0,-68238.0,103316.0
16,3711,日月光投控,618.0,-3.0,-0.48,09/08,-68729.0,-34216.0,5151.0,-173776,-160499,375561,-2018143.0,-547070.0,-2460074.0,-609972.0
17,3665,貿聯-KY,1935.0,-135.0,-6.52,09/08,17907.0,56425.0,105864.0,-166608,-361402,-756755,1692392.0,1617531.0,2027615.0,973940.0
18,2880,華南金,45.15,0.8,1.8,09/08,-61682.0,-61801.0,-72864.0,-163348,-219065,-98723,665212.0,1031552.0,1106114.0,1022465.0
19,3374,精材,475.0,5.5,1.17,09/08,-12574.0,-19571.0,-21502.0,-155278,-208079,-60395,-89385.0,16218.0,-224632.0,-91338.0
20,1326,台化,70.6,-1.3,-1.81,09/08,-12637.0,-18688.0,-11765.0,-143467,-181203,-160028,-234160.0,-558447.0,-728385.0,-544643.0
21,2377,微星,152.5,-6.0,-3.79,09/08,-73829.0,-68433.0,-79949.0,-141963,-148805,-343638,-295609.0,50611.0,267432.0,167228.0
22,8358,金居,520.0,5.0,0.97,09/08,-14081.0,-44644.0,-47702.0,-126309,-75592,404399,504318.0,347503.0,260502.0,362798.0
23,2059,川湖,12520.0,-1385.0,-9.96,09/08,0.0,-2784.0,-12311.0,-124704,-419316,-378336,-542453.0,-795238.0,-820209.0,-1089664.0
24,2492,華新科,318.5,-4.5,-1.39,09/08,-20532.0,-28866.0,-22768.0,-119870,-87051,375541,365351.0,305219.0,255903.0,90860.0
25,6770,力積電,72.4,-0.5,-0.69,09/08,-6725.0,-15576.0,4924.0,-113434,-122778,-534109,-1787668.0,-40001.0,-356273.0,-139381.0
26,6805,富世達,2155.0,-110.0,-4.86,09/08,2619.0,-1864.0,-28427.0,-110068,-65676,320791,312924.0,321992.0,377117.0,348340.0
27,1815,富喬,135.0,5.0,3.85,09/08,-45107.0,-70157.0,-69327.0,-109581,-442576,-529120,-561291.0,-245021.0,-391627.0,-264715.0
28,3034,聯詠,534.0,-6.0,-1.11,09/08,1859.0,3305.0,1083.0,-107047,-336472,-136494,-1348035.0,-1837043.0,-754496.0,-1425071.0
29,1216,統一,76.7,1.5,1.99,09/08,-15590.0,-22734.0,-39343.0,-101802,-285688,-803279,-867743.0,-455833.0,442463.0,-147688.0
30,1717,長興,72.3,-1.2,-1.63,09/08,1706.0,6674.0,1550.0,-100367,-153412,-266232,-279890.0,-126644.0,-58975.0,-91644.0
31,3037,欣興,954.0,5.0,0.53,09/08,18657.0,-7896.0,-9511.0,-95803,-73647,-203426,-624574.0,-24308.0,-1518495.0,-104024.0
32,2357,華碩,968.0,-31.0,-3.1,09/08,35857.0,24031.0,3874.0,-92440,-135220,-843122,-2591786.0,-2617792.0,-511553.0,-1651933.0
33,3533,嘉澤,1620.0,-75.0,-4.42,09/08,3616.0,3445.0,-1941.0,-91192,-52845,123033,120111.0,-305248.0,-531682.0,-364169.0
34,2474,可成,205.0,-3.5,-1.68,09/08,-24876.0,-24398.0,-27023.0,-89842,-115905,-157784,93585.0,-587195.0,-223584.0,-490414.0
35,2421,建準,168.0,-3.5,-2.04,09/08,-15789.0,-14324.0,-16663.0,-86685,-106453,-154700,-149565.0,3744.0,41955.0,20371.0
36,2885,元大金,70.6,0.4,0.57,09/08,-77.3,3574.0,-17539.0,-86218,-84758,-10390,-182601.0,-10003.0,-38878.0,7288.0
37,1605,華新,38.1,0.2,0.53,09/08,-7203.0,-12341.0,-11850.0,-82421,-91610,-346165,-267072.0,-410943.0,-371511.0,-681907.0
38,1802,台玻,59.9,-0.8,-1.32,09/08,4574.0,6457.0,7880.0,-75246,-79362,-83788,-55292.0,314854.0,61041.0,-32987.0
39,3450,聯鈞,527.0,-58.0,-9.91,09/08,-271.0,-562.0,-24573.0,-72657,-142605,-195317,-104671.0,-339213.0,-451820.0,-453864.0
40,5483,中美晶,180.0,-3.5,-1.91,09/08,-40142.0,-42704.0,-52282.0,-71647,69124,260066,598778.0,526455.0,599039.0,519195.0
41,3042,晶技,172.0,-4.5,-2.55,09/08,-13982.0,-12450.0,-32422.0,-68531,-78069,-26775,137632.0,139007.0,108413.0,67678.0
42,1303,南亞,235.0,4.5,1.95,09/08,728.0,4221.0,-68858.0,-63316,-264236,148899,458880.0,283576.0,-966473.0,-424267.0
43,3406,玉晶光,1010.0,23.0,2.33,09/08,0.0,-3179.0,-27414.0,-62722,-115177,-22799,-8310.0,-83794.0,-55344.0,-85257.0
44,6223,旺矽,5795.0,305.0,5.56,09/08,-58317.0,-74068.0,-87022.0,-61783,-90434,44396,536450.0,1009604.0,832570.0,758658.0
45,2354,鴻準,64.5,-1.2,-1.83,09/08,6015.0,4596.0,-17141.0,-60130,-87009,-218125,-209010.0,-62819.0,-136.0,-27436.0
46,8069,元太,147.0,-3.5,-2.33,09/08,-9291.0,-44561.0,-54505.0,-56116,40311,392971,894281.0,931936.0,1124927.0,996904.0
