排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00836B,永豐10年A公司債,27.57,-0.23,-0.83,09/07,28.1,58.0,72.0,78.2,36.8,-18.4,12.1,12.3,74.2,83.3,,81.0
2,1445,大宇,10.4,0.25,2.46,09/07,72.2,85.2,74.8,59.3,36.0,20.3,3.28,3.7,5.06,1.73,0.68,3.22
3,5403,中菲,93.7,-0.1,-0.11,09/07,39.2,31.6,34.0,53.8,56.5,30.7,12.9,3.04,-1.62,-1.98,0.36,-0.42
4,4417,金洲,47.2,0.1,0.21,09/07,46.2,44.6,48.2,50.4,34.7,7.37,-3.3,-7.67,-4.74,-0.26,0.4,-7.75
5,2886,兆豐金,50.2,0.65,1.31,09/07,31.2,37.1,47.3,49.5,47.3,32.4,-4.68,-0.88,1.32,0.65,-2.02,-0.69
6,00893,國泰智能電動車,42.83,0.24,0.56,09/07,84.2,71.1,63.6,49.0,35.7,28.1,12.2,18.6,14.0,16.0,,18.6
7,5880,合庫金,26.5,-0.15,-0.56,09/07,21.5,30.1,41.1,47.5,37.8,4.0,21.1,7.7,5.23,-0.54,-0.31,4.74
8,1463,強盛新,17.3,-0.1,-0.57,09/07,45.3,41.3,41.2,47.4,32.0,24.0,24.7,33.3,14.5,7.56,1.62,34.5
9,3027,盛達,18.05,-0.2,-1.1,09/07,57.3,56.1,46.1,47.0,29.6,21.0,0.52,0.2,-2.43,-0.15,-0.01,-1.91
10,1234,黑松,33.3,-0.15,-0.45,09/07,73.6,70.8,61.7,43.1,11.5,-5.11,13.9,4.04,0.49,-3.67,-2.16,3.24
11,6210,慶生,17.5,-0.25,-1.41,09/07,0.0,16.4,49.3,43.0,12.4,4.72,0.19,-0.32,-0.06,0.0,0.02,-0.47
12,2643,捷迅,63.0,0.6,0.96,09/07,55.0,73.2,67.2,43.0,17.2,4.92,0.24,-1.43,-2.63,-0.01,0.08,-1.11
13,2880,華南金,44.35,0.35,0.8,09/07,26.4,28.8,35.6,41.7,36.0,9.89,-6.57,-10.5,-7.06,-3.09,-1.84,-7.47
14,2812,台中銀,19.25,-0.1,-0.52,09/07,-32.0,-26.0,2.36,40.8,31.5,16.4,11.4,-0.15,-2.41,-0.73,-0.19,-3.04
15,2247,汎德永業,234.0,2.5,1.08,09/07,50.8,52.8,47.9,39.9,37.9,18.8,15.7,4.84,-2.46,-1.93,,-0.11
16,5876,上海商銀,46.95,0.65,1.4,09/07,49.3,39.2,30.5,39.4,23.8,16.8,9.87,1.83,1.32,0.55,,-0.11
17,3045,台灣大,117.0,-1.0,-0.85,09/07,8.82,26.9,49.6,39.2,38.4,30.6,21.4,16.0,5.68,2.96,-4.19,14.4
18,6952,大武山,39.25,1.05,2.75,09/07,44.4,42.2,42.0,39.2,11.4,-5.64,1.71,1.46,0.5,,,1.3
19,2597,潤弘,171.0,2.0,1.18,09/07,51.3,39.9,15.5,39.2,39.6,35.9,0.82,-7.74,-3.58,-1.06,-0.67,-6.69
