排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,3293,鈊象,710.0,1.0,0.14,09/07,0.17,0.1,0.09,36.6,20.7,18.9,9.86,6.65,4.96,4.71,3.15,6.5
2,1736,喬山,126.0,0.5,0.4,09/07,0.6,0.33,35.8,28.3,17.8,6.04,2.32,1.66,1.7,0.93,1.19,1.3
3,5903,全家,185.0,0.0,0.0,09/07,0.0,0.0,20.3,26.0,14.9,6.77,1.77,0.76,9.62,2.74,1.98,7.51
4,6805,富世達,2265.0,65.0,2.95,09/07,0.0,0.0,21.6,24.0,10.0,5.42,6.42,8.41,6.29,,,8.26
5,5288,豐祥-KY,191.0,2.0,1.06,09/07,0.0,0.0,20.2,23.8,15.9,5.76,1.02,0.73,0.42,0.54,3.37,0.55
6,2535,達欣工,89.2,-0.2,-0.22,09/07,0.58,0.6,18.7,22.0,11.1,4.33,1.0,0.5,0.61,0.27,0.54,0.61
7,1419,新紡,68.3,1.4,2.09,09/07,0.0,0.0,25.3,21.5,13.9,6.98,1.67,0.84,0.18,0.1,0.06,0.49
8,6469,大樹,67.1,-0.3,-0.45,09/07,0.0,0.0,18.5,20.2,9.95,4.2,1.1,0.49,0.27,0.36,0.53,0.32
9,6274,台燿,1370.0,5.0,0.37,09/07,30.8,23.2,18.9,19.0,12.5,7.61,4.04,3.69,3.35,2.65,3.42,4.94
10,4966,譜瑞-KY,566.0,-3.0,-0.53,09/07,0.0,3.22,19.4,17.0,16.3,7.02,9.04,4.44,3.75,3.51,3.71,4.12
11,2393,億光,63.5,-1.3,-2.01,09/07,0.31,0.3,6.11,16.4,7.4,4.51,5.52,4.17,11.6,8.21,3.41,4.61
12,00997A,主動群益美國增長,11.04,0.07,0.64,09/07,0.0,0.0,0.0,14.3,14.3,13.0,2.14,,,,,
13,2546,根基,105.5,-2.0,-1.86,09/07,0.0,0.0,11.8,14.2,8.01,2.03,0.94,0.59,0.38,0.82,0.31,0.5
14,2015,豐興,64.7,-0.2,-0.31,09/07,0.0,0.0,11.6,13.9,7.05,3.08,0.75,3.68,4.97,9.19,3.59,4.35
15,9938,百和,41.1,-0.05,-0.12,09/07,0.0,0.26,11.5,13.8,7.8,10.2,4.56,4.76,1.83,0.47,0.21,3.6
16,7734,印能科技,2915.0,25.0,0.87,09/07,11.8,8.35,8.04,12.9,19.4,21.0,9.56,4.45,2.81,,,3.27
17,2347,聯強,89.3,1.3,1.48,09/07,0.56,0.3,5.57,12.5,8.18,3.99,9.64,7.99,11.3,13.7,7.56,9.3
18,6005,群益證,32.7,-0.05,-0.15,09/07,0.3,0.36,10.5,11.8,6.67,2.86,16.5,13.0,11.3,10.4,5.08,11.9
19,6831,邁科,568.0,-37.0,-6.12,09/07,10.6,10.1,7.62,11.8,8.47,9.0,6.07,3.02,,,,2.61
20,2059,川湖,13905.0,45.0,0.32,09/07,1.67,12.3,12.9,11.6,9.02,5.94,4.48,3.09,5.77,4.34,3.38,5.19
21,7769,鴻勁,6565.0,585.0,9.78,09/07,0.0,0.33,0.78,11.1,14.2,11.7,7.69,5.8,,,,3.7
22,2880,華南金,44.35,0.35,0.8,09/07,0.31,0.4,6.52,10.5,7.06,5.72,9.02,7.8,6.8,6.05,2.66,7.19
23,4979,華星光,590.0,-39.0,-6.2,09/07,12.0,5.43,6.77,9.95,3.91,2.36,2.5,2.6,1.35,1.07,0.94,1.85
24,3653,健策,5655.0,-220.0,-3.74,09/07,4.86,6.25,5.57,9.93,6.24,5.28,4.02,5.01,5.82,6.5,4.52,5.47
25,6223,旺矽,5490.0,335.0,6.5,09/07,4.39,5.11,14.7,9.42,17.3,14.7,7.11,5.21,5.56,3.52,2.26,5.97
26,2912,統一超,215.0,-1.0,-0.46,09/07,0.23,0.32,0.92,9.21,9.2,5.15,1.88,4.34,5.72,4.08,2.7,5.32
27,4441,振大環球,174.5,-0.5,-0.29,09/07,0.0,0.0,0.0,9.01,9.19,2.71,0.92,1.37,,,,1.16
28,2472,立隆電,226.0,1.0,0.44,09/07,16.4,7.61,6.26,8.75,7.0,6.1,2.34,1.18,1.03,0.77,0.59,1.27
29,3211,順達,384.0,-2.0,-0.52,09/07,0.0,0.0,11.0,8.63,4.12,6.0,4.21,4.29,4.87,2.83,2.2,4.58
30,6202,盛群,59.0,0.2,0.34,09/07,0.0,0.0,7.47,8.62,4.25,1.45,0.14,0.09,0.06,0.4,0.63,0.07
31,6944,兆聯實業,719.0,23.0,3.3,09/07,0.0,0.0,5.1,8.34,5.59,2.98,0.62,0.46,0.59,,,0.86
32,9939,宏全,129.0,-2.5,-1.9,09/07,4.06,3.32,2.9,8.16,11.6,4.51,1.29,1.77,1.97,0.4,0.12,1.55
33,8046,南電,1050.0,-5.0,-0.47,09/07,10.5,7.54,8.75,8.13,5.85,3.44,2.34,2.13,1.33,0.66,0.21,1.7
34,2345,智邦,2100.0,0.0,0.0,09/07,0.96,2.0,6.48,8.11,10.4,9.72,4.98,3.71,3.55,4.1,3.69,3.78
35,2727,王品,230.0,-2.0,-0.86,09/07,0.0,0.23,0.17,7.82,12.3,4.98,1.52,1.7,2.78,1.44,1.01,1.47
36,6285,啟碁,239.5,-4.0,-1.64,09/07,2.02,4.81,6.49,7.7,3.68,1.86,3.4,2.01,1.72,3.67,3.1,1.53
37,00850,元大臺灣ESG永續,94.25,1.6,1.73,09/07,2.47,1.09,13.6,7.69,4.97,2.94,1.02,1.02,1.02,1.16,,1.08
38,8210,勤誠,937.0,-49.0,-4.97,09/07,14.5,10.5,8.34,7.67,5.55,10.8,10.2,6.11,2.49,0.59,0.32,4.02
39,1907,永豐餘,29.1,-0.75,-2.51,09/07,0.0,0.0,5.57,7.42,3.84,1.56,0.46,0.4,0.48,7.09,1.4,0.51
40,3008,大立光,6660.0,-740.0,-10.0,09/07,19.3,15.3,11.7,7.22,3.63,2.5,1.94,2.24,2.1,2.94,2.15,2.23
41,1402,遠東新,28.7,-0.45,-1.54,09/07,32.7,21.2,13.1,7.17,3.16,1.16,1.0,7.21,8.06,10.9,5.87,7.86
42,2441,超豐,118.0,2.0,1.72,09/07,0.03,0.02,5.8,7.08,3.1,1.22,3.9,2.98,2.19,2.3,2.96,2.49
43,6449,鈺邦,231.5,-6.0,-2.53,09/07,19.5,12.0,10.4,7.03,2.8,1.8,0.78,1.04,0.66,0.91,1.07,0.83
44,8436,大江,110.0,-2.5,-2.22,09/07,15.5,9.91,10.8,6.97,4.06,1.87,2.47,2.31,1.41,0.38,0.07,1.64
45,3711,日月光投控,621.0,33.0,5.61,09/07,2.35,1.54,1.38,6.84,6.72,10.4,7.18,5.5,5.66,6.11,,4.82
46,2383,台光電,5495.0,80.0,1.48,09/07,2.24,7.74,7.41,6.74,9.39,7.1,3.76,3.35,3.45,5.27,4.23,3.79
47,1477,聚陽,195.0,-1.5,-0.76,09/07,0.05,0.1,4.82,6.71,4.4,1.61,10.4,7.5,9.37,8.3,4.89,7.45
48,4123,晟德,29.55,-0.6,-1.99,09/07,0.0,0.0,5.02,6.61,3.54,1.15,0.42,0.24,0.26,0.12,0.06,0.2
49,3227,原相,190.5,-1.5,-0.78,09/07,22.4,13.7,9.25,6.43,6.43,8.04,3.54,2.81,2.27,2.17,1.65,2.96
50,3037,欣興,949.0,47.0,5.21,09/07,0.32,7.25,6.81,6.17,4.78,3.72,1.96,2.42,1.7,2.07,1.7,1.8
51,2812,台中銀,19.25,-0.1,-0.52,09/07,0.09,0.05,6.55,6.03,4.32,2.57,0.69,0.39,0.87,0.64,0.56,0.43
52,4551,智伸科,167.5,-4.0,-2.33,09/07,3.35,11.1,9.07,5.79,3.33,1.78,3.46,3.38,3.67,3.14,5.35,2.96
53,2105,正新,30.7,-0.25,-0.81,09/07,0.3,0.57,5.06,5.6,7.59,2.8,3.37,2.54,8.97,7.58,4.02,8.46
54,5880,合庫金,26.5,-0.15,-0.56,09/07,0.35,0.35,4.89,5.55,3.28,1.53,0.89,0.81,0.97,0.98,0.52,0.78
55,3264,欣銓,227.0,0.0,0.0,09/07,0.01,5.48,3.26,5.53,8.76,5.74,5.27,4.8,3.95,5.97,4.21,4.25
56,3413,京鼎,284.0,1.5,0.53,09/07,0.0,0.0,0.0,5.51,4.21,1.61,0.51,1.3,1.61,2.43,1.85,1.22
57,6415,矽力*-KY,418.0,-10.5,-2.45,09/07,0.26,0.18,5.84,5.49,4.43,5.61,5.27,2.75,2.5,2.36,2.34,2.79
58,3081,聯亞,3070.0,-100.0,-3.15,09/07,5.75,9.34,6.91,5.42,2.84,2.74,4.03,4.56,3.1,1.49,1.7,3.68
59,6446,藥華藥,1325.0,15.0,1.15,09/07,1.82,1.08,0.86,5.42,2.38,1.8,0.92,1.45,2.05,1.57,1.38,1.34
60,2049,上銀,364.5,1.5,0.41,09/07,0.03,0.04,0.72,5.23,5.73,3.12,2.62,1.27,0.89,1.79,1.56,1.02
61,9914,美利達,77.8,-1.5,-1.89,09/07,0.07,0.13,4.04,5.09,2.1,0.37,0.25,0.16,0.19,0.07,0.02,0.14
62,6669,緯穎,2490.0,-75.0,-2.92,09/07,19.3,11.7,8.18,5.06,4.97,7.1,4.97,4.03,3.82,3.54,,4.41
63,2801,彰銀,26.5,-0.1,-0.38,09/07,0.23,0.24,3.88,5.0,3.3,2.69,0.77,1.16,3.37,3.46,1.77,3.56
64,2886,兆豐金,50.2,0.65,1.31,09/07,0.52,0.32,2.7,4.83,4.78,4.36,2.07,2.67,3.83,6.18,3.57,2.86
65,8996,高力,1240.0,-60.0,-4.62,09/07,13.5,8.24,6.46,4.78,2.91,1.94,3.79,3.28,1.72,0.41,0.17,2.46
66,3023,信邦,339.5,-0.5,-0.15,09/07,0.2,0.16,3.67,4.55,4.41,3.95,2.59,3.56,3.19,2.9,2.66,3.46
67,2233,宇隆,168.5,0.0,0.0,09/07,0.0,12.4,7.7,4.53,2.16,1.14,0.26,0.38,0.54,0.69,2.12,0.32
68,2376,技嘉,364.5,3.5,0.97,09/07,0.16,5.04,3.52,4.51,7.55,3.69,3.29,2.0,2.41,3.02,2.81,2.13
69,2603,長榮,233.0,0.0,0.0,09/07,0.14,0.07,0.19,4.46,6.08,2.58,3.48,4.41,4.9,3.97,1.08,5.15
70,00965,元大航太防衛科技,25.33,0.09,0.36,09/07,0.0,0.0,0.0,4.41,3.13,7.65,4.55,4.2,6.03,,,4.37
71,6768,志強-KY,63.8,-0.3,-0.47,09/07,4.93,6.86,8.76,4.4,2.85,5.48,6.24,3.3,4.46,2.74,,5.21
72,3665,貿聯-KY,2070.0,-75.0,-3.5,09/07,11.9,7.59,6.76,4.35,5.15,10.4,6.87,8.42,7.35,5.67,3.98,9.13
73,5871,中租-KY,112.5,1.0,0.9,09/07,0.06,0.19,6.07,4.19,3.77,3.05,2.35,3.22,8.39,5.6,3.13,4.91
74,5347,世界,156.0,6.0,4.0,09/07,2.17,1.61,1.03,4.14,5.53,2.89,6.02,6.15,7.39,7.39,5.19,6.6
75,1216,統一,75.2,-0.4,-0.53,09/07,0.23,0.49,1.04,4.1,4.2,3.48,1.73,4.72,5.42,7.67,3.65,6.38
76,1560,中砂,730.0,35.0,5.04,09/07,0.06,6.74,5.14,3.93,4.01,6.93,3.11,3.77,3.0,2.82,1.81,3.47
