排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,3231,緯創,184.5,4.5,2.5,09/24,-297941.0,-872515.0,-907733.0,-1638815,-1939241,-1170135.0,-21582.0,-231877.0,1120574.0,277253.0
2,3711,日月光投控,699.0,6.0,0.87,09/24,-39408.0,-352210.0,-528013.0,-693523,-611897,-1057848.0,-1733107.0,-1631737.0,-3162925.0,-1507322.0
3,3661,世芯-KY,3770.0,10.0,0.27,09/24,-45485.0,-151032.0,-171503.0,-445728,-138572,-123927.0,-1671487.0,-2033630.0,-1263603.0,-922371.0
4,2308,台達電,1910.0,10.0,0.53,09/24,-4205.0,-336073.0,-334535.0,-358814,-280060,-104151.0,-647896.0,651250.0,546250.0,833832.0
5,8299,群聯,2125.0,-90.0,-4.06,09/24,-17618.0,-68651.0,-223604.0,-327364,-455851,218802.0,1538471.0,2801428.0,3297905.0,3281859.0
6,8046,南電,1240.0,30.0,2.48,09/24,-182725.0,-299188.0,-373630.0,-307679,-284642,-54707.0,227881.0,16993.0,-240865.0,52117.0
7,6669,緯穎,2115.0,10.0,0.48,09/24,-12323.0,-202779.0,-244858.0,-286146,-88700,1081200.0,921235.0,1852311.0,3751221.0,2788995.0
8,3008,大立光,6245.0,55.0,0.89,09/24,-8698.0,-45011.0,-90041.0,-212848,-1218559,-2360996.0,-1050912.0,-2473248.0,-1097135.0,-1646586.0
9,2327,國巨*,580.0,7.0,1.22,09/24,-15019.0,-15310.0,-93020.0,-197771,20606,220551.0,1476374.0,903060.0,84220.0,556577.0
10,3036,文曄,207.0,1.0,0.49,09/24,3678.0,-47331.0,-40408.0,-189556,-561152,-344991.0,-662216.0,340605.0,968775.0,716817.0
11,2449,京元電子,311.0,7.0,2.3,09/24,-49219.0,-139715.0,-269612.0,-184886,-33377,443897.0,1177756.0,224096.0,1675511.0,1403085.0
12,3665,貿聯-KY,2340.0,0.0,0.0,09/24,-38803.0,-98884.0,-61440.0,-175716,-227393,-590934.0,1074729.0,1554270.0,1721877.0,744409.0
13,2330,台積電,2475.0,-25.0,-1.0,09/24,-29020.0,-200813.0,-175225.0,-172391,-275236,-159522.0,884062.0,2600236.0,567023.0,2866816.0
14,2382,廣達,338.5,-3.0,-0.88,09/24,-371.0,-6891.0,-140876.0,-169182,-290207,-1148812.0,-5372203.0,-816654.0,-1504833.0,-1273397.0
15,2409,友達,34.2,-0.5,-1.44,09/24,-12519.0,-69560.0,-87036.0,-157372,-280706,-392882.0,-387391.0,-377286.0,398941.0,421558.0
16,3105,穩懋,502.0,5.0,1.01,09/24,-56988.0,-41721.0,-110149.0,-152802,46371,164595.0,507715.0,857613.0,734257.0,735258.0
17,2454,聯發科,5285.0,100.0,1.93,09/24,38454.0,-10353.0,-85418.0,-135275,45040,63416.0,1012394.0,662065.0,332329.0,158536.0
18,6257,矽格,243.0,-4.0,-1.62,09/24,-33455.0,-39449.0,-92424.0,-132424,-142904,-4286.0,-77928.0,-209629.0,-107494.0,-160534.0
19,2379,瑞昱,749.0,-12.0,-1.58,09/24,-2226.0,-21450.0,-48751.0,-114846,-227190,-253670.0,-1157994.0,-283923.0,561563.0,149954.0
20,8150,南茂,112.0,5.0,4.67,09/24,-50267.0,-67358.0,-106761.0,-112592,-117420,-99262.0,99869.0,51675.0,46965.0,20123.0
21,3189,景碩,962.0,56.0,6.18,09/24,-122451.0,-127787.0,-144892.0,-105501,-57325,40461.0,157563.0,-346611.0,-218828.0,-171968.0
22,3037,欣興,1185.0,25.0,2.16,09/24,-20445.0,-16631.0,-11255.0,-96011,-165670,-210811.0,-417178.0,-227688.0,-1014824.0,-241188.0
23,1216,統一,74.5,-0.9,-1.19,09/24,-7395.0,-23035.0,-31834.0,-93403,-194793,-505250.0,-1135603.0,-805780.0,141977.0,-367249.0
24,6213,聯茂,595.0,54.0,9.98,09/24,-42066.0,-62976.0,-83864.0,-74647,-6809,-179503.0,-197840.0,-194476.0,-250656.0,-287838.0
25,1513,中興電,166.0,0.5,0.3,09/24,-43998.0,-44345.0,-51138.0,-63633,-72052,-163860.0,-359402.0,121397.0,127642.0,28766.0
26,00662,富邦NASDAQ,124.25,-0.75,-0.6,09/24,-17542.0,-26391.0,-26329.0,-62580,-119919,-117853.0,-342510.0,-235026.0,12011.0,-86882.0
27,1101,台泥,25.25,-0.4,-1.56,09/24,-7011.0,-5619.0,-4331.0,-58538,-103088,-1099740.0,-908994.0,-162831.0,30452.0,141575.0
28,006208,富邦台50,256.85,-0.15,-0.06,09/24,-10253.0,-38569.0,-44524.0,-56413,-52525,-84960.0,-54592.0,-232226.0,-267118.0,-138582.0
29,3324,雙鴻,1710.0,115.0,7.21,09/24,-87083.0,-69703.0,-63969.0,-55527,-58019,-398134.0,-427789.0,-182401.0,-169248.0,-10577.0
30,3042,晶技,203.0,5.0,2.53,09/24,-26941.0,-20552.0,-43856.0,-53452,-72343,-103514.0,110616.0,117339.0,78447.0,42233.0
31,2492,華新科,311.5,5.5,1.8,09/24,-12785.0,-17295.0,-44978.0,-52065,46221,-50310.0,437990.0,299889.0,274661.0,127602.0
32,2317,鴻海,250.5,-5.5,-2.15,09/24,23413.0,-1908.0,-34016.0,-48721,-341813,-344067.0,-667862.0,-2704091.0,-687182.0,-542820.0
33,6239,力成,287.0,0.5,0.17,09/24,-30402.0,-36188.0,-36781.0,-48720,-37280,-20599.0,-237409.0,-335723.0,-539837.0,-246027.0
