排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,2344,華邦電,160.0,-11.5,-6.71,09/14,320433.0,241987.0,-120979.0,-723591,-691892.0,-42940.0,-1244440.0,-132307.0,-61534.0,96744.0
2,2408,南亞科,473.0,-20.0,-4.06,09/14,39070.0,-108581.0,-192911.0,-583305,-1535220.0,-1462911.0,-568418.0,-809293.0,-767094.0,-701869.0
3,3008,大立光,5995.0,-665.0,-9.98,09/14,-177163.0,-539707.0,-445628.0,-476402,-1752073.0,-2025717.0,-583016.0,-1773489.0,-408263.0,-967735.0
4,2409,友達,28.7,-1.5,-4.97,09/14,-50570.0,-228695.0,-305614.0,-340951,-340873.0,-336132.0,-338549.0,-306101.0,482407.0,473569.0
5,3711,日月光投控,612.0,-6.0,-0.97,09/14,-14307.0,24515.0,-36525.0,-329667,-508390.0,-322609.0,-2045577.0,-890160.0,-2720395.0,-870910.0
6,3036,文曄,192.0,1.0,0.52,09/14,-56128.0,-274810.0,-280144.0,-326924,-186933.0,44895.0,-231506.0,738895.0,1236147.0,1003159.0
7,2454,聯發科,4560.0,-25.0,-0.55,09/14,2276.0,898.0,-100188.0,-322235,-149016.0,729398.0,1054298.0,503843.0,383494.0,114394.0
8,2317,鴻海,248.5,0.5,0.2,09/14,-190730.0,-283239.0,-329022.0,-269345,-355456.0,-158943.0,-489149.0,-978607.0,-1056284.0,-484246.0
9,3653,健策,5820.0,55.0,0.95,09/14,-13344.0,-103050.0,-123284.0,-245393,-338968.0,-1044366.0,-866899.0,-1054558.0,-597025.0,-1430093.0
10,8299,群聯,1935.0,-55.0,-2.76,09/14,-9084.0,-35769.0,-155995.0,-241322,50759.0,1240910.0,1917741.0,3267645.0,3712266.0,3701941.0
11,3017,奇鋐,3310.0,-60.0,-1.78,09/14,1973.0,-11759.0,-86193.0,-235909,-361094.0,-829971.0,-1358574.0,-20211.0,-570353.0,-229460.0
12,3443,創意,6400.0,280.0,4.58,09/14,51763.0,-93401.0,-98303.0,-194401,8235.0,-25545.0,228756.0,273729.0,35062.0,246928.0
