排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,2382,廣達,342.0,3.5,1.03,09/01,-56870.0,-30037.0,-374552.0,-605129,-1192263.0,-6182652.0,-2925880.0,-316838.0,-1180494.0,-729714.0
2,2603,長榮,238.0,4.5,1.93,09/01,-51926.0,-274539.0,-286651.0,-444714,-923738.0,-1330408.0,-2580535.0,-1998053.0,-1948048.0,-2445371.0
3,3008,大立光,7580.0,-70.0,-0.92,09/01,-435056.0,-336992.0,-170659.0,-365127,-608911.0,-180611.0,645444.0,-357673.0,949549.0,349282.0
4,1815,富喬,129.0,2.5,1.98,09/01,-129185.0,-148551.0,-233481.0,-332995,-416791.0,-413817.0,-451346.0,-206862.0,-174771.0,-155133.0
5,2059,川湖,14150.0,-30.0,-0.21,09/01,-159065.0,-293154.0,-288875.0,-294612,-340048.0,-238947.0,-392776.0,-671554.0,-693769.0,-964960.0
6,2886,兆豐金,48.5,-0.05,-0.1,09/01,-135900.0,-134517.0,-138827.0,-279118,-495984.0,-204916.0,170837.0,222663.0,96191.0,288702.0
7,3653,健策,5885.0,-105.0,-1.75,09/01,68651.0,71029.0,70440.0,-263000,-668559.0,-404280.0,-508272.0,-1035025.0,-164310.0,-1022474.0
8,3034,聯詠,552.0,12.0,2.22,09/01,10254.0,12250.0,-133298.0,-229426,-88946.0,-167174.0,-1215307.0,-1564582.0,-659085.0,-1318025.0
9,1303,南亞,234.5,-8.0,-3.3,09/01,-38662.0,-144949.0,-153769.0,-200920,-35614.0,240841.0,513724.0,438386.0,-937386.0,-360951.0
10,3665,貿聯-KY,2315.0,145.0,6.68,09/01,-97905.0,-212826.0,-215252.0,-194794,-558988.0,-40371.0,1880256.0,1742650.0,2239238.0,1140548.0
11,00981A,主動統一台股增長,30.37,0.97,3.3,09/01,7702.0,-14630.0,-31659.0,-189916,-204981.0,-340609.0,-883445.0,-257549.0,-96834.0,-117627.0
12,1216,統一,76.2,0.0,0.0,09/01,-11541.0,-11042.0,-30029.0,-183886,-411366.0,-981716.0,-792372.0,-336568.0,562934.0,-45886.0
13,2451,創見,295.0,0.5,0.17,09/01,-18243.0,-31199.0,-26205.0,-172972,-281198.0,-318294.0,-77719.0,120107.0,128853.0,95856.0
14,3260,威剛,412.0,-1.5,-0.36,09/01,-21479.0,-72800.0,-80588.0,-169347,-209499.0,-322735.0,-309396.0,491842.0,652350.0,423166.0
15,3081,聯亞,3425.0,-105.0,-2.97,09/01,-37127.0,-45997.0,-40277.0,-168399,-174126.0,32219.0,336161.0,463288.0,292181.0,292907.0
16,2455,全新,524.0,47.0,9.85,09/01,-27295.0,-36049.0,-83312.0,-153822,-146504.0,-86770.0,-114271.0,-271798.0,-223045.0,-156620.0
17,2609,陽明,57.6,-1.9,-3.19,09/01,-100218.0,-107012.0,-103673.0,-135316,-186389.0,-185759.0,-899511.0,-443933.0,-776574.0,-758942.0
18,3529,力旺,2640.0,240.0,10.0,09/01,-175337.0,-142265.0,-128712.0,-122154,-51486.0,346471.0,20971.0,-798703.0,-88875.0,-613304.0
19,6213,聯茂,550.0,2.0,0.36,09/01,-45273.0,-116646.0,-129475.0,-120603,-147660.0,-176030.0,-251317.0,-140089.0,-177539.0,-228938.0
20,00631L,元大台灣50正2,37.26,1.44,4.02,09/01,-739.0,-2902.0,-88810.0,-119698,-118008.0,-258702.0,-51697.0,,524981.0,640087.0
21,3324,雙鴻,1375.0,125.0,10.0,09/01,-31421.0,-55112.0,-51058.0,-113417,-102894.0,-199115.0,-352591.0,268198.0,-25200.0,274140.0
22,2379,瑞昱,744.0,23.0,3.19,09/01,-743.0,-49207.0,-39918.0,-110297,-289333.0,-593060.0,-385102.0,-320526.0,795830.0,293327.0
23,3661,世芯-KY,4275.0,200.0,4.91,09/01,0.0,-91708.0,-105336.0,-99867,-214177.0,-767874.0,-702276.0,-1934770.0,-876778.0,-898311.0
24,3293,鈊象,711.0,-19.0,-2.6,09/01,-87587.0,-94409.0,-98156.0,-96123,-54416.0,-243223.0,277966.0,233381.0,770218.0,88957.0
25,2376,技嘉,359.0,1.0,0.28,09/01,-4324.0,-642.0,-12457.0,-90530,-42212.0,-368193.0,-141497.0,-328393.0,699016.0,359763.0
26,2912,統一超,216.0,-0.5,-0.23,09/01,-35323.0,-45262.0,-45655.0,-85321,-141812.0,-358408.0,-40890.0,160966.0,198051.0,91842.0
