單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,316,550,400","15,995,350,171","-5,678,799,771"
自營商(避險),"27,666,834,682","38,695,541,342","-11,028,706,660"
投信,"19,697,578,485","18,555,703,222","1,141,875,263"
外資及陸資(不含外資自營商),"328,310,720,195","376,456,650,958","-48,145,930,763"
外資自營商,0,0,0
合計,"385,991,683,762","449,703,245,693","-63,711,561,931"
