排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,1101,台泥,24.6,0.15,0.61,09/04,-580,-30449,-350665,-383913,-360675,-345432,-222261.0,81147.0,95712.0,141140.0
2,2834,臺企銀,17.0,-0.1,-0.58,09/04,-6644,-14992,-348236,-362891,-310306,-214136,-183617.0,50280.0,65902.0,77791.0
3,2884,玉山金,43.55,0.35,0.81,09/04,-7824,-40468,-95007,-104544,-85623,-58335,-117074.0,-145575.0,110444.0,-83307.0
4,2886,兆豐金,49.55,-0.85,-1.69,09/04,-2471,-6539,-34316,-62122,-104114,-100778,-4411.0,12563.0,-18211.0,26697.0
5,2609,陽明,58.2,0.4,0.69,09/04,-1764,-23954,-40152,-58423,-66610,-72181,-173045.0,-125248.0,-188966.0,-181144.0
6,2880,華南金,44.0,0.55,1.27,09/04,-2530,-10531,-23678,-29602,-37431,6285,195689.0,293837.0,314943.0,288476.0
7,1326,台化,69.8,0.1,0.14,09/04,1005,-1564,-17171,-22679,-18441,-18985,-34797.0,-80071.0,-154762.0,-98202.0
8,1605,華新,38.4,0.8,2.13,09/04,129,-1013,-18404,-20070,-21819,-88987,-59760.0,-100928.0,-48009.0,-173670.0
9,1717,長興,76.1,-0.7,-0.91,09/04,-682,-2954,-13253,-19833,-20298,-35588,-28351.0,-8951.0,6299.0,-4569.0
10,3293,鈊象,709.0,6.0,0.85,09/04,-297,-3260,-16179,-17501,-17488,-18945,-13540.0,-13003.0,-5140.0,-14978.0
11,1815,富喬,118.5,-1.5,-1.25,09/04,70,-4155,-3107,-14750,-33869,-37454,-42329.0,-13522.0,-17645.0,-8925.0
12,00407A,主動凱基台灣,9.73,0.17,1.78,09/04,-482,-482,-15482,-14634,-15889,-17084,,,,
13,1802,台玻,59.1,0.5,0.85,09/04,242,1776,-13277,-13802,-16895,-10816,5099.0,61363.0,35392.0,-1805.0
14,2353,宏碁,32.7,1.45,4.64,09/04,-436,-1512,-5141,-13786,-18235,-27357,-49267.0,-58458.0,36931.0,62589.0
15,2354,鴻準,65.6,1.9,2.98,09/04,-3330,-6214,-9864,-13488,-15200,-36219,-30941.0,-7205.0,8779.0,-934.0
16,2885,元大金,69.8,1.3,1.9,09/04,-3036,-4332,-13363,-13192,-8369,-2831,-28299.0,6138.0,-2197.0,9568.0
17,2408,南亞科,496.0,18.5,3.87,09/04,-2053,-5379,-19270,-12414,-9503,-43572,8824.0,22051.0,-13439.0,18267.0
18,2812,台中銀,19.35,-0.1,-0.51,09/04,-7079,-8744,-11536,-12093,-15203,11707,-64613.0,35930.0,72837.0,65701.0
19,2324,仁寶,41.6,2.85,7.35,09/04,-400,-1648,-4935,-11962,-25911,-53375,-117363.0,-389193.0,-69778.0,-264852.0
20,1216,統一,75.6,0.0,0.0,09/04,-2200,-3431,-10418,-11872,-45888,-109966,-113468.0,-49036.0,66195.0,-11767.0
21,2603,長榮,233.0,-6.0,-2.51,09/04,459,717,663,-11091,-20427,-49298,-126803.0,-79376.0,-89434.0,-114985.0
22,1504,東元,72.2,1.2,1.69,09/04,20,-1611,-4627,-10838,-12830,-37522,-3965.0,-2131.0,30695.0,23645.0
23,2106,建大,17.3,0.1,0.58,09/04,-853,-1704,-10294,-10193,-8604,-6896,-7584.0,-3299.0,-3062.0,-2126.0
24,2845,遠東銀,13.65,0.0,0.0,09/04,-11403,-11409,-11736,-9480,-4616,-6565,-25528.0,25726.0,41708.0,42817.0
25,2002,中鋼,19.1,0.1,0.53,09/04,517,1097,4580,-9386,-48599,-138087,-396637.0,-116737.0,-53995.0,-253846.0
